,Player,Season,Age,Min,Overall_Performance_Index,Team_Rating,Latest_Transfer_Fee,Log_MV1,Log_MV2,MV_Change,Age_Original,Perf_MV1_Interaction,Underperformance_Magnitude,Underperformer_Log_MV1_Interaction,MV1_Tier_Low,MV1_Tier_Medium,MV1_Tier_High,MV1_Tier_Highest,Underperf_Low,Underperf_Medium,Underperf_High,Underperf_Highest,Performance_Prev_Season,Overvaluation,Overvaluation_x_Underperformance
29,Aleix Vidal,2019,0.4815510426384938,-1.3995722826887491,0.4035957456607759,0.251776693772527,-0.0661199453840115,-0.3786894535443177,-0.6112062556507785,-0.2231435513142097,28,-0.1528374523770906,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.4557476219829264,-0.24635037882430966,-0.0
30,Aleix Vidal,2020,0.7395740941382024,0.4450616122036305,-1.8507672906120536,-1.2229070998663931,-0.0661199453840115,-0.4627025455457813,-0.7201141406500616,-0.2513144282809061,29,0.8563547365790661,1.8507672906120536,-0.8563547365790659,1,0,0,0,1.8507672906120536,0.0,0.0,0.0,0.4035957456607759,-0.38279111966450496,-0.7084572834118302
31,Aleix Vidal,2021,0.997597145637911,-1.3240741330505148,1.511478446014758,0.4361121679773893,-0.0661199453840115,-0.7860150997620469,-1.176535441127547,-0.4054651081081645,30,-1.1880448815324736,0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,-1.8507672906120536,0.05560447541547623,0.0
33,Aleksandar Kolarov,2019,1.513643248637328,1.280048610441415,0.5619901142668866,0.3623779782954439,-0.3114854545990244,0.3193978243747237,-0.0458770701740098,-0.4054651081081646,32,0.1794984198169459,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.790285818063145,0.28734078675277963,0.0
34,Aleksandar Kolarov,2020,1.7716663001370367,1.0839787889928665,1.0401132340251162,0.6573147370232315,-0.3114854545990244,-0.0039147298415419,-0.2152272403184974,-0.2076393647782444,33,-0.0040717623158208,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.5619901142668866,-0.07411172386586228,-0.0
35,Aleksandar Kolarov,2021,2.0296893516367454,-1.5550759341824256,0.7742476238127879,1.6895933925704791,-0.5112015667507791,-0.3786894535443177,-1.411168252537171,-1.203972804325936,34,-0.2931994095696512,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0,1.0401132340251162,0.09860238701154236,0.0
37,Alessandro Florenzi,2019,0.2235279911387852,0.4619641830181605,-0.1335914560780516,0.3623779782954439,-0.5251499936312192,1.0500360248087186,0.8834428106322797,-0.1823215567939549,27,-0.1402758414886058,0.1335914560780516,0.1402758414886058,0,0,0,1,0.0,0.0,0.0,0.1335914560780516,0.0532408864417509,1.4981729128360575,0.2001431008824648
38,Alessandro Florenzi,2020,0.4815510426384938,-0.8710852352211095,-0.9197041360530795,0.6573147370232315,-0.5251499936312192,0.7267234705924528,0.5194521153027589,-0.2231435513142097,28,-0.6683705816707274,0.9197041360530795,0.6683705816707274,0,0,1,0,0.0,0.0,0.9197041360530795,0.0,-0.1335914560780516,1.6363900598427443,1.5049947062335183
39,Alessandro Florenzi,2021,0.7395740941382024,-0.2614658478437256,-0.3591506143261035,1.837061771934364,-0.5251499936312192,0.1740170085240678,0.3501019451582713,0.2623642644674908,29,-0.0624983155146097,0.3591506143261035,0.0624983155146097,0,1,0,0,0.0,0.3591506143261035,0.0,0.0,-0.9197041360530795,0.31480914397232024,0.11306389745313358
41,Alex Sandro,2019,0.2235279911387852,0.6952196602586752,1.0732992457521346,1.1734540647968477,0.8868112183115034,1.4573616710264476,1.3628402111018092,-0.1053605156578263,27,1.5641851823007569,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.922527560175477,0.3655904723729948,0.0
42,Alex Sandro,2020,0.4815510426384938,0.6929659841500713,0.8990754522677751,0.9153844009100408,0.8868112183115034,1.4573616710264476,1.2667766484442882,-0.2231435513142097,28,1.310278103495824,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0732992457521346,0.9327091231494888,0.0
43,Alex Sandro,2021,0.7395740941382024,0.0991223295329154,1.8430625843545592,1.136586969955885,0.8868112183115034,1.172953753196408,0.7014474629675193,-0.5596157879354227,29,2.1618271756945515,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.8990754522677751,0.8316759463032275,0.0
45,Alfonso Pedraza,2019,-1.0665872663597578,0.3661829484024902,-0.6743096527154175,-0.4118310133649849,-0.5967941862443882,-0.0553768993280522,0.7791822180492558,1.0761394328160514,22,0.0373411777543555,0.6743096527154175,-0.0373411777543555,0,1,0,0,0.0,0.6743096527154175,0.0,0.0,-1.4702946781600237,-0.1733284025310551,-0.11687701491643387
46,Alfonso Pedraza,2020,-0.8085642148600493,-0.4744382401068042,-0.1850755722320765,-0.7436348669337446,-0.5967941862443882,0.6202472911280231,0.0942835890583332,-0.6109090823229733,23,-0.1147926223309142,0.1850755722320765,0.1147926223309142,0,0,1,0,0.0,0.0,0.1850755722320765,0.0,-0.6743096527154175,1.3766637308019372,0.2547868277493138
47,Alfonso Pedraza,2021,-0.5505411633603406,0.3639292722938863,-0.1963455486173304,0.2886437886134979,-0.5967941862443882,0.1740170085240678,0.7014474629675193,0.693147180559945,24,-0.0341674650074047,0.1963455486173304,0.0341674650074047,0,1,0,0,0.0,0.1963455486173304,0.0,0.0,-0.1850755722320765,-0.246599917815467,-0.048418796152466456
49,Allan Nyom,2019,0.997597145637911,-0.069903378612385,-0.5771665281483427,-0.5224322978879041,-0.3286039784977462,-0.6630973713743571,-0.8458390670604021,-0.1541506798272582,30,0.3827176076604299,0.5771665281483427,-0.3827176076604299,1,0,0,0,0.5771665281483427,0.0,0.0,0.0,-0.9949245252700988,-0.03755192888051421,-0.021673716417239867
50,Allan Nyom,2020,1.2556201971376195,0.7346589921592453,-1.3674442003445006,-0.0800271597962315,-0.4256089472571699,-0.6630973713743571,-0.7932016033155389,-0.0896121586896872,31,0.906748654749548,1.3674442003445006,-0.906748654749548,1,0,0,0,1.3674442003445006,0.0,0.0,0.0,-0.5771665281483427,-0.5484266937334988,-0.7499429016599827
51,Allan Nyom,2021,1.513643248637328,0.6231020247833471,-1.113739783057183,-0.8542361514566633,-0.4256089472571699,-0.931395915612703,-1.176535441127547,-0.2231435513142098,32,1.037332684994838,1.113739783057183,-1.037332684994838,0,0,0,0,0.0,0.0,0.0,0.0,-1.3674442003445006,-0.17282737075022908,-0.19248471840570344
53,Almamy Touré,2019,-1.0665872663597578,-1.409713825177467,0.5197142662502948,0.1903315357042265,-0.5539978764975836,-0.0039147298415419,-0.2152272403184974,-0.2076393647782444,22,-0.0020345409471651,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,-0.1788669747538515,-0.02893343350460051,-0.0
54,Almamy Touré,2020,-0.8085642148600493,-0.3144272363959198,0.283494915829474,-0.3421931675542771,-0.5539978764975836,-0.1694836334039871,-0.2152272403184974,0.0,23,-0.0480477483863367,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.5197142662502948,-0.655052782956864,-0.0
55,Almamy Touré,2021,-0.5505411633603406,-1.2012487851315965,0.435408233816717,0.3541852905529967,-0.5539978764975836,-0.3026903674105549,-0.3514761529042817,0.0,24,-0.1317938782675629,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.283494915829474,-0.5614656808300513,-0.0
57,Ambroise Oyongo,2019,0.2235279911387852,0.4123833086288724,-1.0553298310120638,0.1043083144086348,-0.5967941862443882,-1.3387215618304322,-0.6112062556507785,0.9808292530117262,27,1.4127927996187162,1.0553298310120638,-1.4127927996187162,0,0,0,0,0.0,0.0,0.0,0.0,-1.8131702566560155,-1.7236998376505148,-1.8190718583832397
58,Ambroise Oyongo,2020,0.4815510426384938,0.0574293215237413,-1.1741146170656305,-0.23592655914418,-0.5967941862443882,-0.6630973713743571,-0.9021094883148224,-0.2231435513142099,28,0.7785523162684292,1.1741146170656305,-0.7785523162684295,1,0,0,0,1.1741146170656305,0.0,0.0,0.0,-1.0553298310120638,-0.37617396368759004,-0.44167134932511515
59,Ambroise Oyongo,2021,0.7395740941382024,-1.365767141059689,-0.1659484901466005,-0.3749639185240111,-0.5967941862443882,-0.931395915612703,-1.0988006860458108,-0.1278333715098848,29,0.1545637459246386,0.1659484901466005,-0.1545637459246386,0,0,0,0,0.0,0.0,0.0,0.0,-1.1741146170656305,0.0693960071397397,0.011516162607042513
61,Ander Capa,2019,-0.0344950603609234,-0.1442746901963172,-0.4359411462733553,-0.4486981082059575,-0.4256089472571699,-0.7860150997620469,-0.8458390670604021,0.0,26,0.3426563235784324,0.4359411462733553,-0.3426563235784324,0,0,0,0,0.0,0.0,0.0,0.0,0.15933486682944,-1.2097253155081935,-0.5273690407185383
62,Ander Capa,2020,0.2235279911387852,1.2417361165951468,0.0462723229159145,-0.1906284443191505,-0.4256089472571699,-0.0553768993280522,-0.2805098815836335,-0.2231435513142097,27,-0.0025624177677897,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,-0.4359411462733553,-0.3551124399160708,-0.0
63,Ander Capa,2021,0.4815510426384938,0.4067491183573624,-0.1271843087452866,-0.1537613494781772,-0.4256089472571699,-0.3786894535443177,-0.2805098815836335,0.1823215567939546,28,0.0481633563781643,0.1271843087452866,-0.0481633563781643,1,0,0,0,0.1271843087452866,0.0,0.0,0.0,0.0462723229159145,-0.5587251219040364,-0.07106106840799087
65,Andoni Gorosabel,2019,-1.3246103178594664,-1.4818314606527954,-1.1705296364394575,-0.3380968236830394,-0.5967941862443882,-0.931395915612703,-1.411168252537171,-0.5108256237659907,21,1.090226522483333,1.1705296364394575,-1.0902265224833327,0,0,0,0,0.0,0.0,0.0,0.0,-2.750553492418075,-0.5606976465909077,-0.6563132124165146
66,Andoni Gorosabel,2020,-1.0665872663597578,-1.1899804045885765,-0.3007703906885311,-0.0062929701142857,-0.5967941862443882,-1.1093276539783123,-1.3585307887923077,-0.2231435513142096,22,0.3336529118886486,0.3007703906885311,-0.3336529118886486,0,0,0,0,0.0,0.0,0.0,0.0,-1.1705296364394575,-1.545078243183688,-0.46471378684670717
67,Andoni Gorosabel,2021,-0.8085642148600493,0.6895854699871652,-0.291880156422627,0.4729792628183616,-0.5967941862443882,-0.7860150997620469,0.1361182774907509,1.203972804325936,23,0.2294222102690929,0.291880156422627,-0.2294222102690929,0,0,0,0,0.0,0.0,0.0,0.0,-0.3007703906885311,-2.2165695635300064,-0.6469726709247723
69,Andrea Conti,2019,-0.5505411633603406,-1.4311237482092052,0.1726344510931882,0.3992450731364171,0.7726877256533581,0.4423155527624133,0.4668146515578956,0.0689928714869516,24,0.0763589026611193,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,1.071870614079031,-0.14451061688950811,-0.0
70,Andrea Conti,2020,-0.292518111860632,-0.0507471316892509,-0.204432842240205,0.3255108834544739,0.7726877256533581,0.4973295627403331,0.2848193038931352,-0.2231435513142097,25,-0.1016704960410847,0.204432842240205,0.1016704960410846,0,0,1,0,0.0,0.0,0.204432842240205,0.0,0.1726344510931882,-0.1756377875189412,-0.03590613210727835
71,Andrea Conti,2021,-0.0344950603609234,-1.082930789429886,-0.1768337293882362,-1.9233819018448672,0.7726877256533581,0.1740170085240678,-0.5151426929932572,-0.7985076962177717,26,-0.0307720765942954,0.1768337293882362,0.0307720765942953,0,1,0,0,0.0,0.1768337293882362,0.0,0.0,-0.204432842240205,1.048441616690503,0.18539984112521327
73,Andrew Robertson,2019,-0.5505411633603406,1.629368407275036,1.071563167464405,2.16886562550312,-0.0832384692827333,1.172953753196408,1.5974730225114329,0.5389965007326869,24,1.256894039064405,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.2221593611915194,-0.7245075074271082,-0.0
74,Andrew Robertson,2020,-0.292518111860632,1.5110504115733256,1.3403528896004158,1.615859202888531,-0.0832384692827333,1.8321363947292235,1.650110486256296,-0.2231435513142097,25,2.455709310817402,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.071563167464405,0.9022594817048049,0.0
75,Andrew Robertson,2021,-0.0344950603609234,1.8175503623434703,-0.3321680771438769,0.6573147370232233,-0.0832384692827333,1.780674225242713,1.662755663776569,-0.1431008436406733,26,-0.5914831334185348,0.3321680771438769,0.5914831334185348,0,0,0,1,0.0,0.0,0.0,0.3321680771438769,1.3403528896004158,1.1699650278378855,0.38862503362249284
77,Antonio Barragán,2019,1.2556201971376195,-0.9420760326421356,-1.029873861261528,-0.5961664875698492,-0.5397324399153154,-1.1093276539783123,-1.176535441127547,0.0,31,1.1424675544068368,1.029873861261528,-1.1424675544068368,0,0,0,0,0.0,0.0,0.0,0.0,-0.206953101725783,-0.3852684460571881,-0.39677790216314496
78,Antonio Barragán,2020,1.513643248637328,-1.2722395825526227,-0.5327177283340355,-0.7436348669337446,-0.5397324399153154,-1.1093276539783123,-1.3585307887923077,-0.2231435513142096,32,0.5909585078054516,0.5327177283340355,-0.5909585078054516,0,0,0,0,0.0,0.0,0.0,0.0,-1.029873861261528,0.27070600934151495,0.14420989034278406
79,Antonio Barragán,2021,1.7716663001370367,0.5239402760047708,-1.167316286070574,-1.075438720502501,-0.5967941862443882,-1.6620341160466978,-1.9238599742690763,-0.2231435513142097,33,1.9401194916662208,1.167316286070574,-1.9401194916662208,0,0,0,0,0.0,0.0,0.0,0.0,-0.5327177283340355,-1.3212439671610678,-1.542309600739609
81,Antonio Barreca,2019,-0.8085642148600493,-1.3263278091591189,-1.377598221851139,-1.0017045308205526,-0.0261767229536606,-0.0039147298415419,-0.1547849551732931,-0.1335313926245225,23,0.0053929248687358,1.377598221851139,-0.0053929248687357,0,1,0,0,0.0,1.377598221851139,0.0,0.0,-0.7851700866525738,0.5786478967514156,0.7971443136426515
82,Antonio Barreca,2020,-0.5505411633603406,-0.7606551058995131,-2.576826555611812,-1.2597741947073604,-0.0261767229536606,-0.5566211919099272,-0.7932016033155389,-0.2231435513142097,24,1.434316268729799,2.576826555611812,-1.4343162687297992,1,0,0,0,2.576826555611812,0.0,0.0,0.0,-1.377598221851139,-0.13767558815159078,-0.3547661116084941
83,Antonio Barreca,2021,-0.292518111860632,-1.8987615407445368,-2.950691492052941,-0.7436348669337338,-0.0261767229536606,-0.7860150997620469,-1.176535441127547,-0.4054651081081645,25,2.319288067493015,2.950691492052941,-2.3192880674930154,0,0,0,0,0.0,0.0,0.0,0.0,-2.576826555611812,0.32491969503194784,0.9587377797312048
85,Arthur Masuaku,2019,-0.5505411633603406,-0.0124346378429828,0.6685409577257905,-0.4118310133649868,-0.1916557873079716,-0.1103909093059718,-0.1547849551732931,0.0,24,-0.0738008442316353,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.3310617303269414,-0.6203736466680209,-0.0
86,Arthur Masuaku,2020,-0.292518111860632,-0.9386955184792296,0.6925208362315287,-0.7805019617747092,-0.1916557873079716,0.1740170085240678,-0.2152272403184974,-0.4307829160924545,25,0.1205104042615964,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.6685409577257905,0.4821935118555426,0.0
87,Arthur Masuaku,2021,-0.0344950603609234,-0.8609436927323915,0.0164499532267061,0.2517766937725202,-0.1916557873079716,-0.0553768993280522,-0.1547849551732931,-0.0689928714869514,26,-0.0009109474037864,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.6925208362315287,-0.26696113404647287,-0.0
89,Ashley Young,2019,1.7716663001370367,0.9003041861416399,0.1107406481317173,0.1043083144086347,0.4303172476789214,-0.1103909093059718,-0.4292109079860181,-0.3364722366212129,33,-0.0122247608443929,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.1169322455157606,-0.1304047884099859,-0.0
90,Ashley Young,2020,2.0296893516367454,-0.6592396810123328,0.3528621866212928,1.3577895390017167,-0.4997892174849644,-0.5566211919099272,-0.7932016033155389,-0.2231435513142097,34,-0.1964105708970872,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.1107406481317173,-0.13823497547954702,-0.0
91,Ashley Young,2021,2.287712403136454,-0.388798547979852,-1.033597209572482,1.6895933925704791,-0.4997892174849644,-0.7860150997620469,-1.7418646266043158,-1.0986122886681098,35,0.8124230137958877,1.033597209572482,-0.8124230137958877,0,0,0,0,0.0,0.0,0.0,0.0,0.3528621866212928,-0.7325988417233532,-0.7572121185412902
93,Bartosz Bereszyński,2019,-0.0344950603609234,0.4845009441042006,0.1259322220285608,0.0305741247266868,-0.4940830428520572,0.2500160946578304,0.1361182774907509,-0.0953101798043247,26,0.0314850823431635,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0366990144385539,0.12098257721144123,0.0
94,Bartosz Bereszyński,2020,0.2235279911387852,0.7121222310732053,-0.536492082434958,-0.9279703411386035,-0.4940830428520572,-0.0039147298415419,-0.2152272403184974,-0.2076393647782444,27,0.0021002215648591,0.536492082434958,-0.002100221564859,0,1,0,0,0.0,0.536492082434958,0.0,0.0,0.1259322220285608,0.14391253245445942,0.07720793422498143
95,Bartosz Bereszyński,2021,0.4815510426384938,0.943124032205116,0.2694134880103224,-0.3749639185240035,-0.4940830428520572,-0.2333086376936616,-0.2805098815836335,0.0,28,-0.0628564938639859,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0,-0.536492082434958,-0.21697078651099264,-0.0
97,Bastian Oczipka,2019,0.7395740941382024,0.1182785764560495,-0.4130700227657364,-1.0385716256615378,-0.3400163277635608,-0.3026903674105549,-0.6112062556507785,-0.3184537311185347,29,0.125032316957247,0.4130700227657364,-0.125032316957247,1,0,0,0,0.4130700227657364,0.0,0.0,0.0,-0.0569833992497882,0.2484371885945128,0.10262195514859095
98,Bastian Oczipka,2020,0.997597145637911,1.4028739583603334,0.0265072248979131,-1.120498503085929,-0.3400163277635608,-0.5566211919099272,-0.7932016033155389,-0.2231435513142097,30,-0.0147544831169009,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0,-0.4130700227657364,-0.44915362173034507,-0.0
99,Bastian Oczipka,2021,1.2556201971376195,0.1712399650082436,-1.21195229512988,-2.7999994902857983,-0.3400163277635608,-0.8410291097399667,-2.1584927856787,-1.5404450409471488,31,1.0192871598203923,1.21195229512988,-1.0192871598203923,0,0,0,0,0.0,0.0,0.0,0.0,0.0265072248979131,0.38704336786518767,0.4690780979990126
101,Ben Chilwell,2019,-1.3246103178594664,1.6564125205782845,0.5100035276019916,-0.1906284443191492,-0.5967941862443882,0.4973295627403331,1.157868763445005,0.8472978603872034,21,0.2536398313783259,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.5579590665688148,-0.7813161193814137,-0.0
102,Ben Chilwell,2020,-1.0665872663597578,0.6794439274984472,1.0332197003379755,0.6573147370232346,-0.5967941862443882,1.4573616710264476,1.2667766484442882,-0.2231435513142097,22,1.5057747890219977,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.5100035276019916,1.071506884600641,0.0
103,Ben Chilwell,2021,-0.8085642148600493,0.5814090167741729,0.6591116990694266,0.509846357659331,2.2677054794750644,1.4573616710264476,1.3628402111018092,-0.1053605156578263,23,0.9605641271489006,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0332197003379755,-0.2596721120308454,-0.0
105,Ben Davies,2019,-0.292518111860632,0.0833465967726874,-0.2248651203543034,0.7310489267051744,0.1253539145202104,0.9046552089580624,0.8834428106322797,0.0,25,-0.2034254024415021,0.2248651203543034,0.2034254024415021,0,0,1,0,0.0,0.0,0.2248651203543034,0.0,1.2908897751558388,0.19819134420793955,0.044566320468499496
106,Ben Davies,2020,-0.0344950603609234,-0.38203751965404,0.1887479883536416,0.2149095989315592,0.1253539145202104,0.8027225567262158,0.5925395779682363,-0.2288415724288475,26,0.1515122677881652,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,-0.2248651203543034,1.152116813304149,0.0
