Player,Season,Age,MP,Min,Overall_Performance_Index,Team_Rating,Latest_Transfer_Fee,Log_MV1,Log_MV2,Log_Return_MV,Age_Original,Perf_MV1_Interaction,Underperformance_Magnitude,Underperformer_Log_MV1_Interaction,MV1_Tier_Low,MV1_Tier_Medium,MV1_Tier_High,MV1_Tier_Highest,Underperf_Low,Underperf_Medium,Underperf_High,Underperf_Highest
Aleix Vidal,2021,0.997597145637911,-1.2966302980558764,-1.3240741330505148,1.511478446014758,0.4361121679773893,-0.0661199453840115,-0.7860150997620469,0.6931471805599453,-0.4054651081081645,30,-1.1880448815324736,0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0
Aleksandar Kolarov,2018,1.2556201971376195,1.1505898783231143,1.4535816708039235,0.790285818063145,0.915384400910053,-0.3114854545990244,0.1740170085240678,2.4849066497880004,0.1823215567939544,31,0.1375231739383442,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0
Aleksandar Kolarov,2019,1.513643248637328,0.9377881238553762,1.280048610441415,0.5619901142668866,0.3623779782954439,-0.3114854545990244,0.3193978243747237,2.079441541679836,-0.4054651081081646,32,0.1794984198169459,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0
Aleksandar Kolarov,2020,1.7716663001370367,0.8313872466215071,1.0839787889928665,1.0401132340251162,0.6573147370232315,-0.3114854545990244,-0.0039147298415419,1.8718021769015916,-0.2076393647782444,33,-0.0040717623158208,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0
Aleksandar Kolarov,2021,2.0296893516367454,-1.8286346842252224,-1.5550759341824256,0.7742476238127879,1.6895933925704791,-0.5112015667507791,-0.3786894535443177,0.4054651081081644,-1.203972804325936,34,-0.2931994095696512,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0
Alessandro Florenzi,2018,-0.0344950603609234,0.8313872466215071,0.6952196602586752,0.0532408864417509,0.915384400910053,-0.5251499936312192,0.7267234705924528,3.4011973816621555,0.4054651081081646,26,0.0386914017723678,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
Alessandro Florenzi,2019,0.2235279911387852,0.5121846149198995,0.4619641830181605,-0.1335914560780516,0.3623779782954439,-0.5251499936312192,1.0500360248087186,3.218875824868201,-0.1823215567939549,27,-0.1402758414886058,0.1335914560780516,0.14027584148860583,0,0,0,1,0.0,0.0,0.0,0.1335914560780516
Alessandro Florenzi,2020,0.4815510426384938,-1.083828543588138,-0.8710852352211095,-0.9197041360530795,0.6573147370232315,-0.5251499936312192,0.7267234705924528,2.772588722239781,-0.2231435513142097,28,-0.6683705816707274,0.9197041360530795,0.6683705816707274,0,0,1,0,0.0,0.0,0.9197041360530795,0.0
Alessandro Florenzi,2021,0.7395740941382024,-0.3390224029510538,-0.2614658478437256,-0.3591506143261035,1.837061771934364,-0.5251499936312192,0.1740170085240678,2.5649493574615367,0.2623642644674908,29,-0.0624983155146097,0.3591506143261035,0.062498315514609735,0,1,0,0,0.0,0.3591506143261035,0.0,0.0
Alex Sandro,2018,-0.0344950603609234,0.192981983218292,0.3909733855971343,1.922527560175477,1.984530151298269,0.8868112183115034,1.172953753196408,3.80666248977032,0.2513144282809061,26,2.2550359173313588,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0
Alex Sandro,2019,0.2235279911387852,0.7249863693876378,0.6952196602586752,1.0732992457521346,1.1734540647968477,0.8868112183115034,1.4573616710264476,3.80666248977032,-0.1053605156578263,27,1.5641851823007569,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0
Alex Sandro,2020,0.4815510426384938,0.5121846149198995,0.6929659841500713,0.8990754522677751,0.9153844009100408,0.8868112183115034,1.4573616710264476,3.688879454113936,-0.2231435513142097,28,1.310278103495824,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0
Alex Sandro,2021,0.7395740941382024,0.192981983218292,0.0991223295329154,1.8430625843545592,1.136586969955885,0.8868112183115034,1.172953753196408,2.995732273553991,-0.5596157879354227,29,2.1618271756945515,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0
Alfonso Pedraza,2018,-1.3246103178594664,0.9377881238553762,0.7549420771366815,-1.4702946781600237,-0.6699006772517961,-0.5967941862443882,-1.6620341160466978,1.6094379124341005,1.6094379124341005,21,2.4436799157438585,1.4702946781600237,-2.443679915743859,0,0,0,0,0.0,0.0,0.0,0.0
Alfonso Pedraza,2019,-1.0665872663597578,1.0441890010892454,0.3661829484024902,-0.6743096527154175,-0.4118310133649849,-0.5967941862443882,-0.0553768993280522,3.091042453358316,1.0761394328160514,22,0.0373411777543555,0.6743096527154175,-0.03734117775435552,0,1,0,0,0.0,0.6743096527154175,0.0,0.0
Alfonso Pedraza,2020,-0.8085642148600493,-0.3390224029510538,-0.4744382401068042,-0.1850755722320765,-0.7436348669337446,-0.5967941862443882,0.6202472911280231,2.2512917986064958,-0.6109090823229733,23,-0.1147926223309142,0.1850755722320765,0.11479262233091422,0,0,1,0,0.0,0.0,0.1850755722320765,0.0
Alfonso Pedraza,2021,-0.5505411633603406,0.5121846149198995,0.3639292722938863,-0.1963455486173304,0.2886437886134979,-0.5967941862443882,0.1740170085240678,2.995732273553991,0.693147180559945,24,-0.0341674650074047,0.1963455486173304,0.03416746500740475,0,1,0,0,0.0,0.1963455486173304,0.0,0.0
Allan Nyom,2018,0.7395740941382024,0.5121846149198995,0.608453130077421,-0.9949245252700988,-1.2229070998663865,-0.3286039784977462,-0.4627025455457813,1.5040773967762742,0.0,29,0.4603541104684028,0.9949245252700988,-0.4603541104684027,1,0,0,0,0.9949245252700988,0.0,0.0,0.0
Allan Nyom,2019,0.997597145637911,-0.1262206484833155,-0.069903378612385,-0.5771665281483427,-0.5224322978879041,-0.3286039784977462,-0.6630973713743571,1.0986122886681098,-0.1541506798272582,30,0.3827176076604299,0.5771665281483427,-0.3827176076604299,1,0,0,0,0.5771665281483427,0.0,0.0,0.0
Allan Nyom,2020,1.2556201971376195,1.0441890010892454,0.7346589921592453,-1.3674442003445006,-0.0800271597962315,-0.4256089472571699,-0.6630973713743571,1.1631508098056809,-0.0896121586896872,31,0.906748654749548,1.3674442003445006,-0.9067486547495481,1,0,0,0,1.3674442003445006,0.0,0.0,0.0
Allan Nyom,2021,1.513643248637328,0.7249863693876378,0.6231020247833471,-1.113739783057183,-0.8542361514566633,-0.4256089472571699,-0.931395915612703,0.6931471805599453,-0.2231435513142098,32,1.037332684994838,1.113739783057183,-1.037332684994838,0,0,0,0,0.0,0.0,0.0,0.0
Almamy Touré,2018,-1.3246103178594664,-0.445423280184923,-0.5882488835913066,-0.1788669747538515,1.173454064796852,-0.5967941862443882,-0.5566211919099272,2.079441541679836,0.6931471805599452,21,0.0995611486808116,0.1788669747538515,-0.09956114868081167,1,0,0,0,0.1788669747538515,0.0,0.0,0.0
Almamy Touré,2019,-1.0665872663597578,-1.8286346842252224,-1.409713825177467,0.5197142662502948,0.1903315357042265,-0.5539978764975836,-0.0039147298415419,1.8718021769015916,-0.2076393647782444,22,-0.0020345409471651,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0
Almamy Touré,2020,-0.8085642148600493,-0.5518241574187922,-0.3144272363959198,0.283494915829474,-0.3421931675542771,-0.5539978764975836,-0.1694836334039871,1.8718021769015916,0.0,23,-0.0480477483863367,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0
Almamy Touré,2021,-0.5505411633603406,-0.7646259118865305,-1.2012487851315965,0.435408233816717,0.3541852905529967,-0.5539978764975836,-0.3026903674105549,1.7047480922384253,0.0,24,-0.1317938782675629,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0
Ambroise Oyongo,2018,-0.0344950603609234,-2.254238193160699,-1.7680483264455042,-1.8131702566560155,-0.1906284443191464,-0.5967941862443882,-1.8914280238988173,-0.2876820724517809,0.0,26,3.429481035538999,1.8131702566560155,-3.429481035538999,0,0,0,0,0.0,0.0,0.0,0.0
Ambroise Oyongo,2019,0.2235279911387852,0.192981983218292,0.4123833086288724,-1.0553298310120638,0.1043083144086348,-0.5967941862443882,-1.3387215618304322,1.3862943611198906,0.9808292530117262,27,1.4127927996187162,1.0553298310120638,-1.4127927996187162,0,0,0,0,0.0,0.0,0.0,0.0
Ambroise Oyongo,2020,0.4815510426384938,-0.3390224029510538,0.0574293215237413,-1.1741146170656305,-0.23592655914418,-0.5967941862443882,-0.6630973713743571,1.029619417181158,-0.2231435513142099,28,0.7785523162684292,1.1741146170656305,-0.7785523162684295,1,0,0,0,1.1741146170656305,0.0,0.0,0.0
Ambroise Oyongo,2021,0.7395740941382024,-1.1902294208220072,-1.365767141059689,-0.1659484901466005,-0.3749639185240111,-0.5967941862443882,-0.931395915612703,0.7884573603642703,-0.1278333715098848,29,0.1545637459246386,0.1659484901466005,-0.1545637459246386,0,0,0,0,0.0,0.0,0.0,0.0
Ander Capa,2018,-0.292518111860632,0.9377881238553762,0.5476038751451128,0.15933486682944,-0.5224322978879042,-0.5967941862443882,-0.3786894535443177,1.0986122886681098,-0.5108256237659905,25,-0.0603384336501973,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0
Ander Capa,2019,-0.0344950603609234,0.0865811059844228,-0.1442746901963172,-0.4359411462733553,-0.4486981082059575,-0.4256089472571699,-0.7860150997620469,1.0986122886681098,0.0,26,0.3426563235784324,0.4359411462733553,-0.3426563235784324,0,0,0,0,0.0,0.0,0.0,0.0
Ander Capa,2020,0.2235279911387852,1.1505898783231143,1.2417361165951468,0.0462723229159145,-0.1906284443191505,-0.4256089472571699,-0.0553768993280522,1.791759469228055,-0.2231435513142097,27,-0.0025624177677897,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0
Ander Capa,2021,0.4815510426384938,0.4057837376860304,0.4067491183573624,-0.1271843087452866,-0.1537613494781772,-0.4256089472571699,-0.3786894535443177,1.791759469228055,0.1823215567939546,28,0.0481633563781643,0.1271843087452866,-0.04816335637816437,1,0,0,0,0.1271843087452866,0.0,0.0,0.0
Andoni Gorosabel,2018,-1.582633369359175,-2.3606390703945683,-1.9089030832332543,-2.750553492418075,-0.043160064955256,-0.5967941862443882,-2.945378778549078,0.0,1.6094379124341005,20,8.10142188583225,2.750553492418075,-8.10142188583225,0,0,0,0,0.0,0.0,0.0,0.0
Andoni Gorosabel,2019,-1.3246103178594664,-1.8286346842252224,-1.4818314606527954,-1.1705296364394575,-0.3380968236830394,-0.5967941862443882,-0.931395915612703,0.4054651081081644,-0.5108256237659907,21,1.090226522483333,1.1705296364394575,-1.0902265224833327,0,0,0,0,0.0,0.0,0.0,0.0
Andoni Gorosabel,2020,-1.0665872663597578,-1.083828543588138,-1.1899804045885765,-0.3007703906885311,-0.0062929701142857,-0.5967941862443882,-1.1093276539783123,0.4700036292457356,-0.2231435513142096,22,0.3336529118886486,0.3007703906885311,-0.33365291188864865,0,0,0,0,0.0,0.0,0.0,0.0
Andoni Gorosabel,2021,-0.8085642148600493,0.8313872466215071,0.6895854699871652,-0.291880156422627,0.4729792628183616,-0.5967941862443882,-0.7860150997620469,2.302585092994046,1.203972804325936,23,0.2294222102690929,0.291880156422627,-0.22942221026909299,0,0,0,0,0.0,0.0,0.0,0.0
Andrea Conti,2018,-0.8085642148600493,-2.3606390703945683,-1.8176292008347923,1.071870614079031,0.2149095989315678,0.7726877256533581,0.1740170085240678,2.70805020110221,0.4054651081081641,23,0.1865237177868885,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0
Andrea Conti,2019,-0.5505411633603406,-1.2966302980558764,-1.4311237482092052,0.1726344510931882,0.3992450731364171,0.7726877256533581,0.4423155527624133,2.70805020110221,0.0689928714869516,24,0.0763589026611193,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0
Andrea Conti,2020,-0.292518111860632,-0.1262206484833155,-0.0507471316892509,-0.204432842240205,0.3255108834544739,0.7726877256533581,0.4973295627403331,2.4849066497880004,-0.2231435513142097,25,-0.1016704960410847,0.204432842240205,0.10167049604108465,0,0,1,0,0.0,0.0,0.204432842240205,0.0
Andrea Conti,2021,-0.0344950603609234,-1.4030311752897455,-1.082930789429886,-0.1768337293882362,-1.9233819018448672,0.7726877256533581,0.1740170085240678,1.5040773967762742,-0.7985076962177717,26,-0.0307720765942954,0.1768337293882362,0.030772076594295393,0,1,0,0,0.0,0.1768337293882362,0.0,0.0
Andrew Robertson,2018,-0.8085642148600493,-0.2326215257171847,0.1915230499856797,1.2221593611915194,1.39465663384269,-0.0832384692827333,-0.1103909093059718,3.218875824868201,1.272965675812887,23,-0.1349152831987375,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0
Andrew Robertson,2019,-0.5505411633603406,1.2569907555569837,1.629368407275036,1.071563167464405,2.16886562550312,-0.0832384692827333,1.172953753196408,4.0943445622221,0.5389965007326869,24,1.256894039064405,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0
Andrew Robertson,2020,-0.292518111860632,1.2569907555569837,1.5110504115733256,1.3403528896004158,1.615859202888531,-0.0832384692827333,1.8321363947292235,4.158883083359672,-0.2231435513142097,25,2.455709310817402,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0
Andrew Robertson,2021,-0.0344950603609234,1.469792510024722,1.8175503623434703,-0.3321680771438769,0.6573147370232233,-0.0832384692827333,1.780674225242713,4.174387269895637,-0.1431008436406733,26,-0.5914831334185348,0.3321680771438769,0.5914831334185348,0,0,0,1,0.0,0.0,0.0,0.3321680771438769
Antonio Barragán,2018,0.997597145637911,0.5121846149198995,0.6760634133355412,-0.206953101725783,-0.3380968236830404,-0.4427274711558918,-0.7860150997620469,0.9162907318741552,-0.1823215567939546,30,0.1626682628990563,0.206953101725783,-0.16266826289905634,0,0,0,0,0.0,0.0,0.0,0.0
Antonio Barragán,2019,1.2556201971376195,-1.083828543588138,-0.9420760326421356,-1.029873861261528,-0.5961664875698492,-0.5397324399153154,-1.1093276539783123,0.6931471805599453,0.0,31,1.1424675544068368,1.029873861261528,-1.1424675544068368,0,0,0,0,0.0,0.0,0.0,0.0
Antonio Barragán,2020,1.513643248637328,-1.2966302980558764,-1.2722395825526227,-0.5327177283340355,-0.7436348669337446,-0.5397324399153154,-1.1093276539783123,0.4700036292457356,-0.2231435513142096,32,0.5909585078054516,0.5327177283340355,-0.5909585078054516,0,0,0,0,0.0,0.0,0.0,0.0
Antonio Barragán,2021,1.7716663001370367,0.2993828604521611,0.5239402760047708,-1.167316286070574,-1.075438720502501,-0.5967941862443882,-1.6620341160466978,-0.2231435513142097,-0.2231435513142097,33,1.9401194916662208,1.167316286070574,-1.9401194916662206,0,0,0,0,0.0,0.0,0.0,0.0
Antonio Barreca,2018,-1.0665872663597578,-1.6158329297574838,-1.4671825659468694,-0.7851700866525738,-0.0062929701142683,-0.5967941862443882,-0.5566211919099272,1.252762968495368,-0.1335313926245225,22,0.4370423094845764,0.7851700866525738,-0.43704230948457645,1,0,0,0,0.7851700866525738,0.0,0.0,0.0
Antonio Barreca,2019,-0.8085642148600493,-1.8286346842252224,-1.3263278091591189,-1.377598221851139,-1.0017045308205526,-0.0261767229536606,-0.0039147298415419,1.9459101490553128,-0.1335313926245225,23,0.0053929248687358,1.377598221851139,-0.005392924868735712,0,1,0,0,0.0,1.377598221851139,0.0,0.0
Antonio Barreca,2020,-0.5505411633603406,-0.6582250346526614,-0.7606551058995131,-2.576826555611812,-1.2597741947073604,-0.0261767229536606,-0.5566211919099272,1.1631508098056809,-0.2231435513142097,24,1.434316268729799,2.576826555611812,-1.4343162687297992,1,0,0,0,2.576826555611812,0.0,0.0,0.0
Antonio Barreca,2021,-0.292518111860632,-2.254238193160699,-1.8987615407445368,-2.950691492052941,-0.7436348669337338,-0.0261767229536606,-0.7860150997620469,0.6931471805599453,-0.4054651081081645,25,2.319288067493015,2.950691492052941,-2.3192880674930154,0,0,0,0,0.0,0.0,0.0,0.0
Arthur Masuaku,2018,-0.8085642148600493,0.2993828604521611,0.1126443861845395,0.3310617303269414,-1.0385716256615225,-0.1916557873079716,-0.1103909093059718,1.9459101490553128,0.0,23,-0.0365462054471995,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0
Arthur Masuaku,2019,-0.5505411633603406,-0.1262206484833155,-0.0124346378429828,0.6685409577257905,-0.4118310133649868,-0.1916557873079716,-0.1103909093059718,1.9459101490553128,0.0,24,-0.0738008442316353,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0
Arthur Masuaku,2020,-0.292518111860632,-0.7646259118865305,-0.9386955184792296,0.6925208362315287,-0.7805019617747092,-0.1916557873079716,0.1740170085240678,1.8718021769015916,-0.4307829160924545,25,0.1205104042615964,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0
Arthur Masuaku,2021,-0.0344950603609234,-1.2966302980558764,-0.8609436927323915,0.0164499532267061,0.2517766937725202,-0.1916557873079716,-0.0553768993280522,1.9459101490553128,-0.0689928714869514,26,-0.0009109474037864,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0
Ashley Young,2018,1.513643248637328,0.6185854921537687,0.7571957532452854,0.1169322455157606,1.1734540647968532,0.4303172476789214,-0.3786894535443177,1.9459101490553128,0.3364722366212129,32,-0.0442810081560734,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0
Ashley Young,2019,1.7716663001370367,0.6185854921537687,0.9003041861416399,0.1107406481317173,0.1043083144086347,0.4303172476789214,-0.1103909093059718,1.6094379124341005,-0.3364722366212129,33,-0.0122247608443929,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0
Ashley Young,2020,2.0296893516367454,-0.6582250346526614,-0.6592396810123328,0.3528621866212928,1.3577895390017167,-0.4997892174849644,-0.5566211919099272,1.1631508098056809,-0.2231435513142097,34,-0.1964105708970872,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0
