Player,Season,Age,Min,Overall_Performance_Index,Team_Rating,Latest_Transfer_Fee,Log_MV1,Log_MV2,MV_Change,Age_Original,Perf_MV1_Interaction,Underperformance_Magnitude,Underperformer_Log_MV1_Interaction,MV1_Tier_Low,MV1_Tier_Medium,MV1_Tier_High,MV1_Tier_Highest,Underperf_Low,Underperf_Medium,Underperf_High,Underperf_Highest,Future_Performance,Expected_Future_Performance,Expected_Future_Performance_Log_MV1
Andrea Conti,2018,-0.8085642148600493,-1.8176292008347923,1.071870614079031,0.2149095989315678,0.7726877256533581,0.1740170085240678,0.4668146515578956,0.4054651081081641,23,0.1865237177868885,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.1726344510931882,0.39655516782623135,0.06900734401988043
Andrea Conti,2019,-0.5505411633603406,-1.4311237482092052,0.1726344510931882,0.3992450731364171,0.7726877256533581,0.4423155527624133,0.4668146515578956,0.0689928714869516,24,0.0763589026611193,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,-0.204432842240205,0.14785045992281834,0.06539655790693842
Andrea Conti,2020,-0.292518111860632,-0.0507471316892509,-0.204432842240205,0.3255108834544739,0.7726877256533581,0.4973295627403331,0.2848193038931352,-0.2231435513142097,25,-0.1016704960410847,0.204432842240205,0.1016704960410846,0,0,1,0,0.0,0.0,0.204432842240205,0.0,-0.1768337293882362,0.030996785594126792,0.015415617825882933
Andrew Robertson,2018,-0.8085642148600493,0.1915230499856797,1.2221593611915194,1.39465663384269,-0.0832384692827333,-0.1103909093059718,0.8834428106322797,1.272965675812887,23,-0.1349152831987375,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,1.071563167464405,0.7044219355396368,-0.07776177799929317
Andrew Robertson,2019,-0.5505411633603406,1.629368407275036,1.071563167464405,2.16886562550312,-0.0832384692827333,1.172953753196408,1.5974730225114329,0.5389965007326869,24,1.256894039064405,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.3403528896004158,0.9146303033682941,1.07281904712301
Andrew Robertson,2020,-0.292518111860632,1.5110504115733256,1.3403528896004158,1.615859202888531,-0.0832384692827333,1.8321363947292235,1.650110486256296,-0.2231435513142097,25,2.455709310817402,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,-0.3321680771438769,0.9265788767115963,1.6976188826106378
Antonio Barragán,2018,0.997597145637911,0.6760634133355412,-0.206953101725783,-0.3380968236830404,-0.4427274711558918,-0.7860150997620469,-0.9945400934627866,-0.1823215567939546,30,0.1626682628990563,0.206953101725783,-0.1626682628990563,0,0,0,0,0.0,0.0,0.0,0.0,-1.029873861261528,-0.2550634146580385,0.20048369531808646
Antonio Barragán,2019,1.2556201971376195,-0.9420760326421356,-1.029873861261528,-0.5961664875698492,-0.5397324399153154,-1.1093276539783123,-1.176535441127547,0.0,31,1.1424675544068368,1.029873861261528,-1.1424675544068368,0,0,0,0,0.0,0.0,0.0,0.0,-0.5327177283340355,-0.6293368273321858,0.6981407462265679
Antonio Barragán,2020,1.513643248637328,-1.2722395825526227,-0.5327177283340355,-0.7436348669337446,-0.5397324399153154,-1.1093276539783123,-1.3585307887923077,-0.2231435513142096,32,0.5909585078054516,0.5327177283340355,-0.5909585078054516,0,0,0,0,0.0,0.0,0.0,0.0,-1.167316286070574,-0.5222959307207876,0.5793973195089105
Antonio Barreca,2018,-1.0665872663597578,-1.4671825659468694,-0.7851700866525738,-0.0062929701142683,-0.5967941862443882,-0.5566211919099272,-0.7201141406500616,-0.1335313926245225,22,0.4370423094845764,0.7851700866525738,-0.4370423094845764,1,0,0,0,0.7851700866525738,0.0,0.0,0.0,-1.377598221851139,-0.44483993499400476,0.24760733482549746
Antonio Barreca,2019,-0.8085642148600493,-1.3263278091591189,-1.377598221851139,-1.0017045308205526,-0.0261767229536606,-0.0039147298415419,-0.1547849551732931,-0.1335313926245225,23,0.0053929248687358,1.377598221851139,-0.0053929248687357,0,1,0,0,0.0,1.377598221851139,0.0,0.0,-2.576826555611812,-0.6769840958545985,0.002650209842291259
Antonio Barreca,2020,-0.5505411633603406,-0.7606551058995131,-2.576826555611812,-1.2597741947073604,-0.0261767229536606,-0.5566211919099272,-0.7932016033155389,-0.2231435513142097,24,1.434316268729799,2.576826555611812,-1.4343162687297992,1,0,0,0,2.576826555611812,0.0,0.0,0.0,-2.950691492052941,-1.1733135051857164,0.653091161740488
Arthur Masuaku,2018,-0.8085642148600493,0.1126443861845395,0.3310617303269414,-1.0385716256615225,-0.1916557873079716,-0.1103909093059718,-0.1547849551732931,0.0,23,-0.0365462054471995,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.6685409577257905,-0.0973489374146726,0.010746437721175848
Arthur Masuaku,2019,-0.5505411633603406,-0.0124346378429828,0.6685409577257905,-0.4118310133649868,-0.1916557873079716,-0.1103909093059718,-0.1547849551732931,0.0,24,-0.0738008442316353,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.6925208362315287,0.10464669773581818,-0.01155204411892415
Arthur Masuaku,2020,-0.292518111860632,-0.9386955184792296,0.6925208362315287,-0.7805019617747092,-0.1916557873079716,0.1740170085240678,-0.2152272403184974,-0.4307829160924545,25,0.1205104042615964,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0164499532267061,0.026806053912090594,0.00466470931211689
Ashley Young,2018,1.513643248637328,0.7571957532452854,0.1169322455157606,1.1734540647968532,0.4303172476789214,-0.3786894535443177,-0.1547849551732931,0.3364722366212129,32,-0.0442810081560734,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.1107406481317173,0.23239445320856333,-0.08800532849228136
Ashley Young,2019,1.7716663001370367,0.9003041861416399,0.1107406481317173,0.1043083144086347,0.4303172476789214,-0.1103909093059718,-0.4292109079860181,-0.3364722366212129,33,-0.0122247608443929,0.0,-0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.3528621866212928,0.03996757139607909,-0.004412056549164519
Ashley Young,2020,2.0296893516367454,-0.6592396810123328,0.3528621866212928,1.3577895390017167,-0.4997892174849644,-0.5566211919099272,-0.7932016033155389,-0.2231435513142097,34,-0.1964105708970872,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0,-1.033597209572482,0.18067843847410203,-0.10056944777587912
Bartosz Bereszyński,2018,-0.292518111860632,0.8000155993087615,0.0366990144385539,-0.4486981082059437,-0.4940830428520572,-1.1093276539783123,0.2848193038931352,1.791759469228055,25,-0.0407112315904373,0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1259322220285608,-0.027678449615617454,0.030704469577849832
Bartosz Bereszyński,2019,-0.0344950603609234,0.4845009441042006,0.1259322220285608,0.0305741247266868,-0.4940830428520572,0.2500160946578304,0.1361182774907509,-0.0953101798043247,26,0.0314850823431635,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,-0.536492082434958,0.046078514492749655,0.01152037024111151
Bartosz Bereszyński,2020,0.2235279911387852,0.7121222310732053,-0.536492082434958,-0.9279703411386035,-0.4940830428520572,-0.0039147298415419,-0.2152272403184974,-0.2076393647782444,27,0.0021002215648591,0.536492082434958,-0.002100221564859,0,1,0,0,0.0,0.536492082434958,0.0,0.0,0.2694134880103224,-0.3501271098131807,0.0013706530451184763
Bastian Oczipka,2018,0.4815510426384938,0.619721510620441,-0.0569833992497882,0.3541852905529936,-0.3400163277635608,-0.6630973713743571,-0.1547849551732931,0.6931471805599452,28,0.03778554225451,0.0569833992497882,-0.03778554225451,1,0,0,0,0.0569833992497882,0.0,0.0,0.0,-0.4130700227657364,0.010052032893825613,-0.006665476588864336
Bastian Oczipka,2019,0.7395740941382024,0.1182785764560495,-0.4130700227657364,-1.0385716256615378,-0.3400163277635608,-0.3026903674105549,-0.6112062556507785,-0.3184537311185347,29,0.125032316957247,0.4130700227657364,-0.125032316957247,1,0,0,0,0.4130700227657364,0.0,0.0,0.0,0.0265072248979131,-0.3868308416647396,0.1170899695892342
Bastian Oczipka,2020,0.997597145637911,1.4028739583603334,0.0265072248979131,-1.120498503085929,-0.3400163277635608,-0.5566211919099272,-0.7932016033155389,-0.2231435513142097,30,-0.0147544831169009,0.0,-0.0,1,0,0,0,0.0,0.0,0.0,0.0,-1.21195229512988,-0.244069166854682,0.135854070563116
Ben Chilwell,2018,-1.582633369359175,0.0934881392614054,0.5579590665688148,-0.4486981082059545,-0.5967941862443882,-0.931395915612703,-0.0458770701740098,1.1631508098056806,20,-0.5196807956812703,0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5100035276019916,0.05409403768559706,-0.05038296575936473
Ben Chilwell,2019,-1.3246103178594664,1.6564125205782845,0.5100035276019916,-0.1906284443191492,-0.5967941862443882,0.4973295627403331,1.157868763445005,0.8472978603872034,21,0.2536398313783259,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,1.0332197003379755,0.2931064936620491,0.1457705243292991
Ben Chilwell,2020,-1.0665872663597578,0.6794439274984472,1.0332197003379755,0.6573147370232346,-0.5967941862443882,1.4573616710264476,1.2667766484442882,-0.2231435513142097,22,1.5057747890219977,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.6591116990694266,0.5797776492646483,0.8449457237561134
Ben Davies,2018,-0.5505411633603406,0.624228862837649,1.2908897751558388,1.0997198751149069,0.1253539145202104,0.3193978243747237,0.8834428106322797,0.7339691750802002,24,0.4123073856923511,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,-0.2248651203543034,0.7053701598567682,0.22529369443710284
