Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Offensive_Contribution,Passing_Ability,Defensive_Performance,Team_Impact,Overall_Performance_Index
Hiroki Sakai,Marseille,30,Japan,2020/2021,5500000.0,4000000.0,Wing-Back,fr Ligue 1,29,26,2385.0,26.5,-0.5481489132779332,0.6896413530726971,0.9132501500665493,-0.2971811029268624,0.29788510651540034
Hugo Mallo,Celta Vigo,26,Spain,2017/2018,8000000.0,12000000.0,Wing-Back,es La Liga,34,34,2998.0,33.3,-0.03923685391856591,-0.1311026996260656,0.48407267379980756,-0.3100935337506877,0.09386935137277769
Hugo Mallo,Celta Vigo,27,Spain,2018/2019,15000000.0,15000000.0,Wing-Back,es La Liga,35,35,3092.0,34.4,-0.06302743415457462,-0.8016366552730995,0.6311506109404654,0.7637253782514366,0.07795785758965929
Hugo Mallo,Celta Vigo,28,Spain,2019/2020,9000000.0,7000000.0,Wing-Back,es La Liga,27,22,1965.0,21.8,-0.2607582762891794,-0.26549912615148663,0.2748488096719437,-0.5893336566968995,-0.10733854670913515
Hugo Mallo,Celta Vigo,29,Spain,2020/2021,7000000.0,5000000.0,Wing-Back,es La Liga,31,30,2602.0,28.9,0.12156354388939157,-0.009129916061879413,0.4996604713892967,0.03434284513926615,0.21250203365152806
Héctor Bellerín,Arsenal,22,Spain,2017/2018,30000000.0,40000000.0,Wing-Back,eng Premier League,35,34,3051.0,33.9,0.08813588848072518,0.6527770144332697,-0.1983133788610243,0.33560038419162586,0.1537853759703391
Héctor Bellerín,Arsenal,23,Spain,2018/2019,40000000.0,40000000.0,Wing-Back,eng Premier League,19,18,1533.0,17.0,0.41212982746657856,0.699706370044395,-0.5648166514910345,0.7042468632985264,0.17130439905906292
Héctor Bellerín,Arsenal,24,Spain,2019/2020,40000000.0,32000000.0,Wing-Back,eng Premier League,15,13,1158.0,12.9,0.019224379258959274,0.1137017695347219,-0.5777104194463255,-0.5126624199945995,-0.21927213264430562
Héctor Bellerín,Arsenal,25,Spain,2020/2021,32000000.0,25000000.0,Wing-Back,eng Premier League,25,24,2089.0,23.2,0.03443002426923886,0.4989962132427363,-0.7234404612453206,-0.9205469271290908,-0.21018079355731553
Ibrahima Mbaye,Bologna,22,Senegal,2017/2018,3000000.0,3300000.0,Wing-Back,it Serie A,25,18,1760.0,19.6,-0.0177059188450312,0.03548226069189081,0.837115337344694,0.5808283262616156,0.3546319902162678
Ibrahima Mbaye,Bologna,23,Senegal,2018/2019,3000000.0,3000000.0,Wing-Back,it Serie A,23,22,2010.0,22.3,-0.4079694949431453,-0.48793078356302133,-0.0686446846609817,1.6950289607125983,-0.09889628793378269
Ibrahima Mbaye,Bologna,24,Senegal,2019/2020,3000000.0,2400000.0,Wing-Back,it Serie A,20,16,1507.0,16.7,-0.2674376972714666,0.38107669111658954,-0.6443856872511241,-0.4919191211606187,-0.2596890390562479
Ibrahima Mbaye,Bologna,25,Senegal,2020/2021,2000000.0,1400000.0,Wing-Back,it Serie A,8,5,428.0,4.8,0.06131976846178979,0.025937625761719253,-0.1455075651192106,-2.1667528603354325,-0.2427225968463002
Issiaga Sylla,Toulouse,23,Guinea,2017/2018,3000000.0,3000000.0,Wing-Back,fr Ligue 1,25,17,1602.0,17.8,0.3485723290806471,-1.1381240278218379,0.580657136742977,-1.0706145808645382,-0.0837907684576772
Issiaga Sylla,Toulouse,24,Guinea,2018/2019,3000000.0,3500000.0,Wing-Back,fr Ligue 1,24,23,1994.0,22.2,0.1982497735594045,-0.7647717637887799,1.0712187228845096,-0.20159784804735167,0.22304875932546953
Issiaga Sylla,Toulouse,25,Guinea,2019/2020,3500000.0,2800000.0,Wing-Back,fr Ligue 1,28,28,2520.0,28.0,-0.12566990986506568,-1.0945218437642172,1.5448713845522328,-0.5899735944824758,0.17037619124445985
Issiaga Sylla,Lens,26,Guinea,2020/2021,2500000.0,2000000.0,Wing-Back,fr Ligue 1,20,13,1116.0,12.4,0.29824996441612334,-0.02013880618508269,0.6453721012904564,-0.20070383947338,0.29025013928288806
Iñigo Lekue,Athletic Club,24,Spain,2017/2018,4000000.0,7500000.0,Wing-Back,es La Liga,32,22,2115.0,23.5,0.2956551868594856,-0.6662071865246871,-0.3733517533161432,-0.4637290333069772,-0.2549012575646739
Iñigo Lekue,Athletic Club,25,Spain,2018/2019,4000000.0,2000000.0,Wing-Back,es La Liga,4,2,211.0,2.3,-0.525279147597848,0.181003845426097,0.16596896446978254,0.22290448379158292,-0.03195319697924797
Iñigo Lekue,Athletic Club,26,Spain,2019/2020,2000000.0,1600000.0,Wing-Back,es La Liga,14,6,623.0,6.9,-0.3863067218594454,-1.340464835604157,-0.05159388644367269,-0.9971369531075798,-0.5687797810249163
Iñigo Lekue,Athletic Club,27,Spain,2020/2021,1500000.0,1500000.0,Wing-Back,es La Liga,18,5,644.0,7.2,0.006811843421507202,0.16337768732398933,-0.49691773231016645,-0.25416953889074123,-0.1564501853401829
Jacopo Sala,Sampdoria,25,Italy,2017/2018,2500000.0,1500000.0,Wing-Back,it Serie A,13,12,992.0,11.0,-0.6141144591474434,1.4054763354749644,-0.5851913909307968,0.5418636395824387,0.016504123256973098
Jacopo Sala,Sampdoria,26,Italy,2018/2019,1400000.0,1600000.0,Wing-Back,it Serie A,21,16,1518.0,16.9,-0.15345851928093018,1.0545202854532851,-0.13999824218234466,-0.2363282639553208,0.14496030441968955
Jacopo Sala,SPAL,27,Italy,2019/2020,1500000.0,1200000.0,Wing-Back,it Serie A,16,9,853.0,9.5,0.017215730694035633,-0.7183785522666792,-0.2945859453531645,-0.8949389647191586,-0.36702889620398255
Jacopo Sala,Spezia,28,Italy,2020/2021,1000000.0,500000.0,Wing-Back,it Serie A,6,4,375.0,4.2,-0.5168818695112171,0.8337974851851907,-0.5910525545626142,-2.5121638336242627,-0.4046999670164087
Jaume Costa,Villarreal,29,Spain,2017/2018,9000000.0,9000000.0,Wing-Back,es La Liga,30,29,2544.0,28.3,0.07077143047485517,0.31926794808796966,-0.34014331941496345,0.3874766402200587,0.02074591839121763
Jaume Costa,Villarreal,30,Spain,2018/2019,6000000.0,4000000.0,Wing-Back,es La Liga,21,18,1495.0,16.6,0.0444023174474934,0.339002392396375,-0.4483339442333713,-0.31721848609318853,-0.09056743575765705
Jaume Costa,Valencia,31,Spain,2019/2020,4000000.0,3200000.0,Wing-Back,es La Liga,19,15,1389.0,15.4,-0.3089384856363296,0.41851630775902793,-0.6304223238348394,0.44929666481297986,-0.16377061561203768
Jaume Costa,Villarreal,32,Spain,2020/2021,2500000.0,2000000.0,Wing-Back,es La Liga,14,3,351.0,3.9,-0.33615489594319703,0.7156652890861732,-0.04542916049120466,-0.694548034345402,-0.007285156117877639
Javier Manquillo,Newcastle Utd,23,Spain,2017/2018,4000000.0,5000000.0,Wing-Back,eng Premier League,21,20,1758.0,19.5,-0.5617509793186418,-0.8454600009790229,-0.22831651446650747,-0.9132177774518027,-0.5511228518488062
Javier Manquillo,Newcastle Utd,24,Spain,2018/2019,5000000.0,5000000.0,Wing-Back,eng Premier League,18,12,1101.0,12.2,-0.3351150674872341,-1.2482142972685544,0.20731898541911423,0.3762418589995247,-0.30240226376666635
Javier Manquillo,Newcastle Utd,25,Spain,2019/2020,5000000.0,4000000.0,Wing-Back,eng Premier League,21,18,1599.0,17.8,-0.5927263725221045,-1.0786978845203452,-0.13992676656894915,0.962834659430111,-0.40018328524283875
Javier Manquillo,Newcastle Utd,26,Spain,2020/2021,4000000.0,3000000.0,Wing-Back,eng Premier League,13,10,825.0,9.2,-0.8799089716242389,-0.5222895715790067,-0.03332678846577198,0.053287687904209256,-0.4008806915546225
Jens Stryger Larsen,Udinese,26,Denmark,2017/2018,1000000.0,2000000.0,Wing-Back,it Serie A,30,28,2531.0,28.1,-0.43691308501842063,0.003438312044011158,-0.39480428307104276,0.3705749229916513,-0.23133835427022323
Jens Stryger Larsen,Udinese,27,Denmark,2018/2019,4000000.0,4000000.0,Wing-Back,it Serie A,36,36,3234.0,35.9,-0.0016501506937035189,-0.3290830563994724,-1.2209090272200185,-0.9125115024925972,-0.6013351190842453
Jens Stryger Larsen,Udinese,28,Denmark,2019/2020,3500000.0,2800000.0,Wing-Back,it Serie A,33,32,2789.0,31.0,-0.16510109609991797,-0.2933219660580451,-1.472335440306432,0.9396451265059275,-0.544213711801145
Jens Stryger Larsen,Udinese,29,Denmark,2020/2021,3000000.0,4000000.0,Wing-Back,it Serie A,33,30,2638.0,29.3,0.052906447564081395,-0.23034232338358496,-1.2631926666891757,-0.0009073318883262771,-0.4839218131067159
Jesús Navas,Sevilla,31,Spain,2017/2018,12000000.0,5000000.0,Wing-Back,es La Liga,26,20,1765.0,19.6,0.6150213042515883,-1.0795585697055186,-0.6126863673042785,-0.5790356904697072,-0.35772704875437134
Jesús Navas,Sevilla,32,Spain,2018/2019,4000000.0,4000000.0,Wing-Back,es La Liga,32,31,2712.0,30.1,0.6240098850541286,-0.2471062678425307,-0.9908804191051179,-0.4357384764114252,-0.2649555957723279
Jesús Navas,Sevilla,33,Spain,2019/2020,4000000.0,3200000.0,Wing-Back,es La Liga,38,37,3369.0,37.4,0.28199727649257733,0.7369127575283073,-1.1654682981923876,2.6450605316683684,0.12541952112935123
Jesús Navas,Sevilla,34,Spain,2020/2021,3000000.0,3000000.0,Wing-Back,es La Liga,34,34,2827.0,31.4,0.0881929783512787,0.8944494472060999,-0.7487090508952617,-0.8516308402818201,-0.09714099653461505
Joel Ward,Crystal Palace,27,England,2017/2018,5000000.0,5000000.0,Wing-Back,eng Premier League,19,19,1613.0,17.9,-0.4559667436330004,-0.49028799063567224,0.9952681099494173,-0.44951955890656764,0.04402986184282114
Joel Ward,Crystal Palace,28,England,2018/2019,4000000.0,4000000.0,Wing-Back,eng Premier League,7,6,552.0,6.1,-0.11108702839496369,-0.6475593641985325,0.8491805086630523,0.807225112290056,0.18271973969295163
Joel Ward,Crystal Palace,29,England,2019/2020,4000000.0,3200000.0,Wing-Back,eng Premier League,29,27,2382.0,26.5,-0.36510951614663134,-0.5782700793195811,0.3823242434833164,-0.3884232517372315,-0.15912921462844712
Joel Ward,Crystal Palace,30,England,2020/2021,3200000.0,2500000.0,Wing-Back,eng Premier League,26,25,2256.0,25.1,-0.3635275753840859,-0.9009742166361725,0.6400855560295189,0.3207435315830915,-0.07819752900562815
Jonathan Schmid,Augsburg,27,France,2017/2018,3000000.0,2500000.0,Wing-Back,de Bundesliga,25,15,1473.0,16.4,0.06130182351529182,-1.6369334245024465,-0.5217551822223933,-1.2637115445650164,-0.6998282773053635
Jonathan Schmid,Augsburg,28,France,2018/2019,3500000.0,5000000.0,Wing-Back,de Bundesliga,28,28,2520.0,28.0,0.49317881621269405,-0.27359137777345505,-0.6163913369784148,0.8546962483901663,-0.05071154268298407
Jonathan Schmid,Freiburg,29,France,2019/2020,5000000.0,4000000.0,Wing-Back,de Bundesliga,33,31,2836.0,31.5,0.28217138540108017,-0.46864039540650154,-0.5180220332961156,0.3546859157607137,-0.17834780330887043
Jonathan Schmid,Freiburg,30,France,2020/2021,3500000.0,3000000.0,Wing-Back,de Bundesliga,31,27,2393.0,26.6,0.2774235135436763,-0.19921421301302425,-0.37547194303859815,-0.5743555435669347,-0.155427233610356
Jonjoe Kenny,Everton,20,England,2017/2018,250000.0,5000000.0,Wing-Back,eng Premier League,19,17,1590.0,17.7,-0.37700642700583176,-0.9805272602989025,0.5425997389424779,0.8191852931322116,-0.08640530523338674
Jonjoe Kenny,Everton,21,England,2018/2019,5000000.0,5000000.0,Wing-Back,eng Premier League,10,8,791.0,8.8,-0.30892646565832615,0.11246746604047667,1.0175131113728817,-1.359337825833624,0.15563473320976753
Jonjoe Kenny,Schalke 04,22,England,2019/2020,8000000.0,9500000.0,Wing-Back,de Bundesliga,31,31,2717.0,30.2,-0.031085155912178922,-0.21838757300506803,0.25538833622031865,1.0775059527300328,0.1332140729251941
Jonjoe Kenny,Everton,23,England,2020/2021,9500000.0,5800000.0,Wing-Back,eng Premier League,4,1,79.0,0.9,-2.219427804448908,0.9740495738205661,-1.942929230219665,-0.3244981522783659,-1.1347909936842502
Jonny Castro,Celta Vigo,23,Spain,2017/2018,8000000.0,12000000.0,Wing-Back,es La Liga,36,36,3200.0,35.6,-0.01897660268701461,0.22419791934890798,0.22198379865019352,0.07111861275108916,0.13516268983379925
Jonny Castro,Wolves,24,Spain,2018/2019,12000000.0,20000000.0,Wing-Back,eng Premier League,33,32,2771.0,30.8,-0.08504275805497935,-0.4180709166551641,0.2377145961056103,-0.4867343606294897,-0.09550388400627022
Jonny Castro,Wolves,25,Spain,2019/2020,20000000.0,16000000.0,Wing-Back,eng Premier League,35,33,2887.0,32.1,-0.1652961450442961,-0.2848894718549754,0.16125140814169203,-0.4737639857241791,-0.11174961719985838
Jonny Castro,Wolves,26,Spain,2020/2021,16000000.0,15000000.0,Wing-Back,eng Premier League,7,7,495.0,5.5,-0.572678050168749,-0.29986146258611673,-0.30525343734147453,-0.1266259415763504,-0.366270077924305
Jordan Amavi,Marseille,23,France,2017/2018,10000000.0,16000000.0,Wing-Back,fr Ligue 1,27,24,2193.0,24.4,0.2634561146960006,0.304957991087551,0.051199791943358205,-0.04244705630003531,0.16895155373085977
Jordan Amavi,Marseille,24,France,2018/2019,16000000.0,8000000.0,Wing-Back,fr Ligue 1,28,24,2177.0,24.2,0.09523498400989004,-0.45846095650688196,1.2436001189599208,-0.26364485921208447,0.3228508117910104
Jordan Amavi,Marseille,25,France,2019/2020,10000000.0,9500000.0,Wing-Back,fr Ligue 1,26,24,2164.0,24.0,-0.008321006048788595,0.157047072621285,0.9840081657427369,1.0362518386386788,0.48479350821451045
Jordan Amavi,Marseille,26,France,2020/2021,10000000.0,9000000.0,Wing-Back,fr Ligue 1,13,10,813.0,9.0,0.4874521972159294,0.18433082042130924,0.04117761607914394,2.068053227364795,0.413535852634286
Jordi Alba,Barcelona,28,Spain,2017/2018,32000000.0,60000000.0,Wing-Back,es La Liga,33,30,2741.0,30.5,0.18254724900882002,1.6344487644952606,-0.41642751992924465,1.042615048173994,0.4218882386686249
Jordi Alba,Barcelona,29,Spain,2018/2019,70000000.0,50000000.0,Wing-Back,es La Liga,36,32,2991.0,33.2,0.19812813297871554,1.848420927195436,-0.2702741776732379,2.3838229743093273,0.6653300069377731
Jordi Alba,Barcelona,30,Spain,2019/2020,50000000.0,40000000.0,Wing-Back,es La Liga,27,25,2187.0,24.3,0.01920401227499356,2.2659804859542647,-0.933476132498111,-0.2126545599520157,0.22427422280152387
Jordi Alba,Barcelona,31,Spain,2020/2021,30000000.0,20000000.0,Wing-Back,es La Liga,35,34,3025.0,33.6,0.2603077939273553,1.7851070376786318,-0.9838454492296123,0.7103479429065727,0.25105798465815754
Joseba Zaldúa,Leganés,25,Spain,2017/2018,1500000.0,4000000.0,Wing-Back,es La Liga,30,29,2556.0,28.4,-0.14986642851572649,-0.7192789216472686,0.04736190145156334,0.8984982102651214,-0.11835317243197577
Joseba Zaldúa,Real Sociedad,26,Spain,2018/2019,5000000.0,10000000.0,Wing-Back,es La Liga,26,25,2139.0,23.8,-0.06091487190498368,-0.071909645368541,-0.17030302887545282,0.1897293348817668,-0.07688499953186216
Joseba Zaldúa,Real Sociedad,27,Spain,2019/2020,12000000.0,12000000.0,Wing-Back,es La Liga,30,29,2545.0,28.3,-0.4367791057011808,-0.05941591346219703,0.3419869559432503,0.5685344222220382,0.030661166726437934
Joseba Zaldúa,Real Sociedad,28,Spain,2020/2021,10000000.0,5000000.0,Wing-Back,es La Liga,12,6,639.0,7.1,-0.596550797033837,0.09339427860169686,0.15214060248697625,-1.1170278044336097,-0.21407023903264616
José Luis Gayà,Valencia,22,Spain,2017/2018,18000000.0,35000000.0,Wing-Back,es La Liga,34,33,2915.0,32.4,0.1706151595044648,0.06723223990738128,-0.6240038814141071,0.5151465494486832,-0.0988940957218844
José Luis Gayà,Valencia,23,Spain,2018/2019,40000000.0,50000000.0,Wing-Back,es La Liga,35,35,3137.0,34.9,0.10889583878687441,0.19588604983189903,-0.2987281220256971,0.7807639496753633,0.055161816352579426
José Luis Gayà,Valencia,24,Spain,2019/2020,50000000.0,40000000.0,Wing-Back,es La Liga,24,23,1988.0,22.1,-0.12846667769368078,-0.25317735984369044,-0.7488702756710759,-0.5234243496839491,-0.4162813747222983
José Luis Gayà,Valencia,25,Spain,2020/2021,30000000.0,35000000.0,Wing-Back,es La Liga,33,32,2846.0,31.6,0.25215516663511456,-0.4715599435214402,-0.4697982449701358,0.515437219810932,-0.15512909964827998
José Ángel,Eibar,27,Spain,2017/2018,1500000.0,2500000.0,Wing-Back,es La Liga,30,28,2423.0,26.9,0.20733962443198686,-1.2333160551990188,0.7048699346608516,0.36716169874754995,0.037293520535894395
José Ángel,Eibar,28,Spain,2018/2019,4000000.0,5000000.0,Wing-Back,es La Liga,35,34,3028.0,33.6,0.518454152267651,-0.8220708427304986,1.064593294210359,0.1443623699051897,0.33706242496181527
José Ángel,Eibar,29,Spain,2019/2020,4000000.0,4000000.0,Wing-Back,es La Liga,28,27,2360.0,26.2,0.3680192896088117,-0.9023017705967207,0.8665609033349984,0.07081549881197956,0.1952082102819107
José Ángel,Eibar,30,Spain,2020/2021,3000000.0,1500000.0,Wing-Back,es La Liga,14,11,901.0,10.0,-0.30831592630186727,0.1975537309282627,0.5679810398254959,-1.6144284963485271,-0.005755830854423688
João Cancelo,Inter,23,Portugal,2017/2018,20000000.0,35000000.0,Wing-Back,it Serie A,26,20,1851.0,20.6,0.651283255274032,0.6992430216410654,-0.19191006594163784,-0.4946172106167806,0.2535654878512246
João Cancelo,Juventus,24,Portugal,2018/2019,40000000.0,55000000.0,Wing-Back,it Serie A,25,22,1968.0,21.9,1.1889316391686726,0.6951837852653074,-0.7347019353489385,0.5581153435528011,0.32914129505008033
João Cancelo,Manchester City,25,Portugal,2019/2020,50000000.0,36000000.0,Wing-Back,eng Premier League,17,13,1208.0,13.4,1.0005240697210542,1.7435575303968796,0.5282680394860636,-0.4457420313719949,0.876366214198459
João Cancelo,Manchester City,26,Portugal,2020/2021,36000000.0,55000000.0,Wing-Back,eng Premier League,28,27,2299.0,25.5,0.7940040805984179,1.5353045173149538,0.7432209854187345,-0.3979060362612219,0.8423640947786986
Juan Bernat,Bayern Munich,24,Spain,2017/2018,16000000.0,12000000.0,Wing-Back,de Bundesliga,11,11,888.0,9.9,-0.12800216839219317,1.3547983743652656,-0.7899736488976824,0.3966318369734549,0.0634713496568151
Juan Bernat,Paris S-G,25,Spain,2018/2019,10000000.0,15000000.0,Wing-Back,fr Ligue 1,25,21,1836.0,20.4,0.2468148593697895,1.0573956639109983,-0.49176718262405594,0.48255472265465577,0.21453033213573242
Juan Bernat,Paris S-G,26,Spain,2019/2020,20000000.0,16000000.0,Wing-Back,fr Ligue 1,18,16,1388.0,15.4,0.11094385299067644,1.69241157955652,-0.6464696988489378,-0.07855008140935882,0.22226664804826884
Juan Bernat,Paris S-G,27,Spain,2020/2021,16000000.0,16000000.0,Wing-Back,fr Ligue 1,3,2,194.0,2.2,-0.9660642254383619,1.055562019420166,-1.1170899427940904,-2.2515918739033953,-0.6420694301447382
Juan Cuadrado,Juventus,29,Colombia,2017/2018,25000000.0,28000000.0,Wing-Back,it Serie A,21,15,1353.0,15.0,1.9201338050656602,0.24025887187081066,-1.1135157632079045,-0.11112231929105619,0.23526211043552855
Juan Cuadrado,Juventus,30,Colombia,2018/2019,25000000.0,18000000.0,Wing-Back,it Serie A,18,14,1220.0,13.6,0.7902708233409793,0.7604968046200506,-0.857414864174971,-1.5912691168471882,-0.032016665988652215
Juan Cuadrado,Juventus,31,Colombia,2019/2020,18000000.0,14500000.0,Wing-Back,it Serie A,33,28,2654.0,29.5,0.6003823719529255,1.9037562085946447,-0.5658822670376177,1.1979774987720215,0.5777927201485749
Juan Cuadrado,Juventus,32,Colombia,2020/2021,15000000.0,16000000.0,Wing-Back,it Serie A,30,26,2175.0,24.2,1.165681449756489,0.9424883120181988,-1.0461504582670624,0.3552953979824237,0.25470339233626693
Junior Firpo,Betis,20,Spain,2017/2018,100000.0,5000000.0,Wing-Back,es La Liga,14,14,1189.0,13.2,0.14893344352164195,0.4094476871378938,-0.5229699389376063,1.1469484955593798,0.07869732576874182
Junior Firpo,Betis,21,Spain,2018/2019,15000000.0,25000000.0,Wing-Back,es La Liga,24,22,1937.0,21.5,0.6575978606818258,-0.018003506420776662,-0.3272569500238701,-0.9342088769695877,-0.015182338605959744
Junior Firpo,Barcelona,22,Spain,2019/2020,25000000.0,20000000.0,Wing-Back,es La Liga,17,11,1014.0,11.3,0.08675270834211916,2.0058262083893594,-0.9740202098345934,0.6589586714024381,0.25247115829811173
Junior Firpo,Barcelona,23,Spain,2020/2021,14000000.0,8000000.0,Wing-Back,es La Liga,7,3,289.0,3.2,0.36695207688590964,1.9250895874585012,-0.5127204608344909,0.48205112130301403,0.46011097076862784
Junior Sambia,Montpellier,20,France,2017/2018,900000.0,2500000.0,Wing-Back,fr Ligue 1,28,16,1542.0,17.1,1.2359421256414078,-1.23359384601748,-0.8069483597349252,-0.35995193497229583,-0.25604294321640103
Junior Sambia,Montpellier,21,France,2018/2019,3500000.0,4000000.0,Wing-Back,fr Ligue 1,30,7,926.0,10.3,1.3638871320490897,-1.9039816443434163,-0.7998258627053082,-0.7321561508899611,-0.4199839385069811
Junior Sambia,Montpellier,22,France,2019/2020,3500000.0,2800000.0,Wing-Back,fr Ligue 1,17,5,587.0,6.5,0.6156828020314272,-0.6361614615886694,0.10144601289396282,-0.5740455993708273,0.00376601978806506
Junior Sambia,Montpellier,23,France,2020/2021,2800000.0,6500000.0,Wing-Back,fr Ligue 1,36,26,2448.0,27.2,0.336424517420489,-0.09814924452385994,-0.26505192276280753,-0.11059386523989936,-0.027437515395790854
Jérémy Pied,Southampton,28,France,2017/2018,3500000.0,2500000.0,Wing-Back,eng Premier League,2,2,180.0,2.0,-0.20753620338805723,-0.2610129738321645,1.1541349061596997,-0.7052285297556166,0.2059102597058749
Jérémy Pied,Lille,29,France,2018/2019,2500000.0,2500000.0,Wing-Back,fr Ligue 1,11,4,469.0,5.2,-0.6816564409993987,0.8522559629969041,0.23780531587168158,-0.03701606989236004,0.08809731201525896
Jérémy Pied,Lille,30,France,2019/2020,2500000.0,2000000.0,Wing-Back,fr Ligue 1,5,5,450.0,5.0,-0.4967332441947847,0.2444811453727162,0.5692797300386907,-0.5870348927851956,0.05264472931976581
Jérémy Pied,Lille,31,France,2020/2021,2000000.0,1200000.0,Wing-Back,fr Ligue 1,6,4,318.0,3.5,-0.07270770686229906,1.6262136705561838,0.1737990679150499,-0.9668593400105558,0.34888484534956815
Jérôme Roussillon,Montpellier,24,France,2017/2018,3500000.0,8000000.0,Wing-Back,fr Ligue 1,22,22,1882.0,20.9,0.8285172915003867,-0.7079068374883258,-0.5313313895736523,0.6174031099567567,-0.0526471972770681
Jérôme Roussillon,Wolfsburg,25,France,2018/2019,10000000.0,20000000.0,Wing-Back,de Bundesliga,28,28,2461.0,27.3,0.8531270243703201,-0.32894445383888604,-0.07547599935672222,-0.794211707062551,0.06786422337026662
Jérôme Roussillon,Wolfsburg,26,France,2019/2020,20000000.0,16000000.0,Wing-Back,de Bundesliga,29,27,2364.0,26.3,0.2298641393935518,-0.8295553142593343,-0.09190125794992005,-0.2874449081425735,-0.1993395178434974
Jérôme Roussillon,Wolfsburg,27,France,2020/2021,10000000.0,7000000.0,Wing-Back,de Bundesliga,20,14,1229.0,13.7,-0.1293185338739461,-0.32136615475281904,-0.028584184340950225,-0.26791781523444996,-0.15593334489316615
Kenny Lala,Strasbourg,25,France,2017/2018,700000.0,5000000.0,Wing-Back,fr Ligue 1,31,30,2724.0,30.3,0.020827153899561173,-0.14396488248276704,-0.23878234189955763,0.2891869538383497,-0.08439819873183362
Kenny Lala,Strasbourg,26,France,2018/2019,8000000.0,14000000.0,Wing-Back,fr Ligue 1,34,34,3060.0,34.0,0.6176035236742009,-0.018645849981064104,-0.35094845658304197,1.5397000175418947,0.21175763655711904
Kenny Lala,Strasbourg,27,France,2019/2020,12000000.0,9500000.0,Wing-Back,fr Ligue 1,25,22,2043.0,22.7,0.3909035093594695,-0.2728154249138224,-0.007252975004082469,1.898495351702322,0.2363781904981886
Kenny Lala,Strasbourg,28,France,2020/2021,9000000.0,4500000.0,Wing-Back,fr Ligue 1,21,21,1834.0,20.4,-0.008919006774812869,-0.39059684388812393,-0.6977090976349931,0.18924756596973918,-0.3255983405797485
Kenny Tete,Lyon,21,Netherlands,2017/2018,5500000.0,8000000.0,Wing-Back,fr Ligue 1,22,16,1608.0,17.9,-0.33986296663367654,0.5017361657433087,-0.06587131744083796,-0.5344527634748768,-0.05302508600605675
Kenny Tete,Lyon,22,Netherlands,2018/2019,8000000.0,8000000.0,Wing-Back,fr Ligue 1,13,12,1048.0,11.6,-0.07041127312479041,0.7726999036641395,0.5314630484887266,-0.42784130802965037,0.31527953014668697
Kenny Tete,Lyon,23,Netherlands,2019/2020,7000000.0,5500000.0,Wing-Back,fr Ligue 1,18,9,1072.0,11.9,-0.03900197039838457,0.4181882439182925,0.35114714942080694,-1.0673051704181646,0.10901745511552371
Kenny Tete,Fulham,24,Netherlands,2020/2021,5500000.0,5000000.0,Wing-Back,eng Premier League,22,18,1481.0,16.5,-0.982264058368567,-1.2977845122266616,0.5545577275268938,-0.7453154505058472,-0.49956168598340733
Kieran Trippier,Tottenham,26,England,2017/2018,10000000.0,20000000.0,Wing-Back,eng Premier League,24,21,1914.0,21.3,0.22255745299555663,0.5939749215791676,0.44256812137880913,0.027414140228667793,0.3729012227989088
Kieran Trippier,Tottenham,27,England,2018/2019,30000000.0,35000000.0,Wing-Back,eng Premier League,27,26,2276.0,25.3,-0.01314382054966042,0.7592997478721679,0.875737689421034,0.6561847359630315,0.5580084556968089
Kieran Trippier,Atlético Madrid,28,England,2019/2020,35000000.0,28000000.0,Wing-Back,es La Liga,25,23,1979.0,22.0,-0.22574099980767012,0.017476563387073,-0.4276891665239153,0.7747638826506957,-0.13556797911383356
Kieran Trippier,Atlético Madrid,29,England,2020/2021,28000000.0,20000000.0,Wing-Back,es La Liga,28,28,2475.0,27.5,0.24574354651395094,1.0459698700235016,0.5024997591506764,0.8962820447573376,0.6007186516385312
Kyle Walker,Manchester City,27,England,2017/2018,30000000.0,50000000.0,Wing-Back,eng Premier League,32,32,2785.0,30.9,-0.1874986150076946,2.3876316744662676,0.5908889378101484,0.41407645998062137,0.7888771083458727
Kyle Walker,Manchester City,28,England,2018/2019,50000000.0,50000000.0,Wing-Back,eng Premier League,33,30,2779.0,30.9,0.0055840481596507825,2.448664544835003,-0.002530139496654371,-0.45380952354670806,0.5675748494781461
Kyle Walker,Manchester City,29,England,2019/2020,50000000.0,40000000.0,Wing-Back,eng Premier League,29,28,2392.0,26.6,0.11543282480927793,2.243519464893566,-0.06027160087346312,0.22551516112776618,0.5969661694732394
Kyle Walker,Manchester City,30,England,2020/2021,40000000.0,28000000.0,Wing-Back,eng Premier League,24,22,1946.0,21.6,0.2626414747183687,2.506238942762281,-0.15192082710629584,-0.4282020696117161,0.6093596816577057
Kyle Walker-Peters,Tottenham,20,England,2017/2018,250000.0,3000000.0,Wing-Back,eng Premier League,3,2,189.0,2.1,-0.4148779543181574,0.7982620514736906,0.3476371731920701,2.121760525729144,0.40895118976311434
Kyle Walker-Peters,Tottenham,21,England,2018/2019,3000000.0,3500000.0,Wing-Back,eng Premier League,6,4,376.0,4.2,0.1762534438259746,0.34533542603060896,-0.4654887859342728,2.4497338091122844,0.2212621954896776
