Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Offensive_Contribution,Passing_Ability,Defensive_Performance,Team_Impact,Overall_Performance_Index
Nicolas Pépé,Lille,23,Côte d'Ivoire,2018/2019,16000000.0,65000000.0,Winger,fr Ligue 1,38,37,3324.0,36.9,1.324437486710538,-0.5812672442106772,-0.37955972559692003,1.2926063896021696,0.40874351526184505
Nicolas Pépé,Arsenal,24,Côte d'Ivoire,2019/2020,75000000.0,52000000.0,Winger,eng Premier League,31,22,2010.0,22.3,-0.08185469839556794,-0.3261193069820729,-0.4119080263036435,-0.15654724987749105,-0.22861400170132684
Nicolas Pépé,Arsenal,25,Côte d'Ivoire,2020/2021,45000000.0,35000000.0,Winger,eng Premier League,29,16,1616.0,18.0,0.07399748526385341,0.3218731890101073,0.3496885929608957,1.3529103341554782,0.33138970281630054
Noah Joel Sarenren Bazee,Hannover 96,20,Nigeria,2017/2018,1500000.0,1500000.0,Winger,de Bundesliga,7,0,118.0,1.3,-1.2226823724754168,-1.2901096414650828,0.5240645452886797,-1.8628775885365707,-0.9575806912256127
Noah Joel Sarenren Bazee,Hannover 96,21,Nigeria,2018/2019,1500000.0,1250000.0,Winger,de Bundesliga,3,3,155.0,1.7,-0.4719282893905549,-2.0078230589250716,-1.1381007815209483,-0.7671454813013685,-1.09545293786807
Noah Joel Sarenren Bazee,Augsburg,22,Nigeria,2019/2020,900000.0,725000.0,Winger,de Bundesliga,10,4,381.0,4.2,0.20345728441473554,-2.1019292529098927,0.49149069156883446,0.9490265373889457,-0.35599507005441217
Noah Joel Sarenren Bazee,Augsburg,23,Nigeria,2020/2021,1500000.0,1000000.0,Winger,de Bundesliga,5,0,36.0,0.4,-1.210158737687781,-0.8079761708286815,0.5893470906479729,-2.2527378816752397,-0.8338607163616462
Nolito,Sevilla,30,Spain,2017/2018,12000000.0,5000000.0,Winger,es La Liga,30,17,1599.0,17.8,0.4463133269841505,-0.4681956075845145,0.16106266400024336,-0.1763630855432088,0.05264287276403365
Nolito,Sevilla,31,Spain,2018/2019,3000000.0,2000000.0,Winger,es La Liga,4,1,76.0,0.8,-0.782347920064256,-0.2201534916812507,-0.3211404062168753,-1.1567710961294213,-0.5588904063863949
Nolito,Sevilla,32,Spain,2019/2020,2000000.0,1600000.0,Winger,es La Liga,15,12,898.0,10.0,0.031109310639017784,0.4553191325645394,-0.15576896471326673,0.34214439233268945,0.1521001103155845
Nolito,Celta Vigo,33,Spain,2020/2021,1500000.0,1500000.0,Winger,es La Liga,36,35,2597.0,28.9,0.18959215432587373,-0.09165320261868123,0.4206192954610364,1.113771510057019,0.2438419110426543
Ousmane Dembélé,Barcelona,20,France,2017/2018,33000000.0,80000000.0,Winger,es La Liga,17,12,918.0,10.2,0.5647358491070995,0.9195367005772538,-0.4602851998916764,0.03726729144814862,0.4134250389824955
Ousmane Dembélé,Barcelona,21,France,2018/2019,80000000.0,100000000.0,Winger,es La Liga,29,20,1661.0,18.5,1.1356230001276393,0.6932468444967788,-0.41927799950901745,1.3261444900111794,0.7109821024994039
Ousmane Dembélé,Barcelona,22,France,2019/2020,75000000.0,56000000.0,Winger,es La Liga,5,3,357.0,4.0,-0.014223009627870764,1.2310956009692722,-0.8798129249224188,-0.6291035088803829,0.12476654056711127
Ousmane Dembélé,Barcelona,23,France,2020/2021,50000000.0,50000000.0,Winger,es La Liga,30,19,1774.0,19.7,0.14034661745130006,1.103580210317233,-0.5759054079289081,-0.4170990513064903,0.23032172335925927
Pablo Piatti,Espanyol,28,Argentina,2017/2018,6000000.0,6000000.0,Winger,es La Liga,30,22,1733.0,19.3,-0.3354101659086387,-1.2216735109665533,-0.0806198221000279,-0.5687214331147076,-0.5736622273848978
Pablo Piatti,Espanyol,29,Argentina,2018/2019,4000000.0,4000000.0,Winger,es La Liga,20,6,743.0,8.3,-0.17173902722403278,-1.2344345343950804,0.2897883196402555,-0.8572616636329705,-0.46679447364338317
Pablo Piatti,Espanyol,30,Argentina,2019/2020,3000000.0,2400000.0,Winger,es La Liga,3,0,56.0,0.6,-3.1097691418301316,0.8289429842429584,-0.7719884106795014,-2.5107951992164295,-1.4007019635167086
Pablo Piatti,Elche,31,Argentina,2020/2021,2400000.0,1200000.0,Winger,es La Liga,9,3,361.0,4.0,-0.9553848496713132,-0.5498072255959753,-0.1733781980617174,-0.4856999909201512,-0.6303417462516764
Pablo Sarabia,Sevilla,25,Spain,2017/2018,15000000.0,20000000.0,Winger,es La Liga,34,27,2394.0,26.6,0.32656772526562317,-0.18246004762967616,-0.2612320736712392,0.4343286562537477,0.06707552670847335
Pablo Sarabia,Sevilla,26,Spain,2018/2019,30000000.0,40000000.0,Winger,es La Liga,33,30,2724.0,30.3,0.6895794140688393,0.0924074415583124,-0.293230432202273,0.9988177812472068,0.34478968977929547
Pablo Sarabia,Paris S-G,27,Spain,2019/2020,35000000.0,28000000.0,Winger,fr Ligue 1,21,13,1164.0,12.9,-0.451395593093036,1.4455550298863538,-0.21255786655739087,-0.22911401783567492,0.18768529663364605
Pablo Sarabia,Paris S-G,28,Spain,2020/2021,25000000.0,25000000.0,Winger,fr Ligue 1,27,13,1320.0,14.7,0.04796782989060622,1.055524399242481,-0.2624005722503033,0.9078201872577184,0.374146356004698
Patrick Herrmann,M'Gladbach,26,Germany,2017/2018,7000000.0,4500000.0,Winger,de Bundesliga,23,12,1124.0,12.5,-0.22294448379533155,-0.8269958131473457,0.6501894047053527,0.13638911506544338,-0.19359974501472144
Patrick Herrmann,M'Gladbach,27,Germany,2018/2019,4500000.0,4500000.0,Winger,de Bundesliga,24,10,1079.0,12.0,-0.10151906152159351,0.6868942841148551,0.07356446998542554,0.2638609405233975,0.20655964867524398
Patrick Herrmann,M'Gladbach,28,Germany,2019/2020,6500000.0,5200000.0,Winger,de Bundesliga,27,16,1453.0,16.1,0.2803592002011099,-0.3215546229790096,0.23878803965734097,0.6752522629746817,0.13096012741567742
Patrick Herrmann,M'Gladbach,29,Germany,2020/2021,6500000.0,3500000.0,Winger,de Bundesliga,27,9,876.0,9.7,-0.08712652605208812,-0.6675382112708518,0.2562774550317966,-0.39977763921519527,-0.223834346717251
Pedro,Chelsea,30,Spain,2017/2018,28000000.0,25000000.0,Winger,eng Premier League,31,17,1523.0,16.9,0.04780841931811885,0.23623250937707677,-0.3060727034015625,0.12044265667383844,0.040822845527441906
Pedro,Chelsea,31,Spain,2018/2019,25000000.0,20000000.0,Winger,eng Premier League,31,21,1778.0,19.8,0.16793088086495758,1.5231278671739548,-0.20726766316721043,0.5603660456272317,0.5386937844274505
Pedro,Chelsea,32,Spain,2019/2020,17000000.0,9500000.0,Winger,eng Premier League,11,8,661.0,7.3,-1.8802206029475028,-0.41195572731172353,-1.0489203476386875,0.14980276226541622,-1.070478752673714
Pedro,Roma,33,Spain,2020/2021,7500000.0,5000000.0,Winger,it Serie A,27,20,1591.0,17.7,-0.025606414277084478,0.229980368329546,-0.5481928061315173,-0.021718305149649935,-0.05305884695323846
Pedro León,Eibar,30,Spain,2017/2018,5000000.0,2000000.0,Winger,es La Liga,12,10,930.0,10.3,0.009344529917248934,-1.6848628932522238,-0.1384067484401549,-0.9860162652714154,-0.62800403222394
Pedro León,Eibar,31,Spain,2018/2019,2000000.0,1800000.0,Winger,es La Liga,9,5,425.0,4.7,-0.4928912176670329,-1.4166529030279433,0.6098668551496741,-0.3563990031171256,-0.5358188872569739
Pedro León,Eibar,32,Spain,2019/2020,1800000.0,1400000.0,Winger,es La Liga,31,23,1896.0,21.1,-0.18340798147995047,-1.8143038856225018,0.21372853469326003,-0.30710720473622705,-0.6056193718137014
Pedro León,Eibar,33,Spain,2020/2021,1000000.0,1000000.0,Winger,es La Liga,24,10,935.0,10.4,-0.30671528053792824,-1.7005225906377688,0.48823890260318575,-0.6502881484925439,-0.6002239237351191
Phil Foden,Manchester City,17,England,2017/2018,5000000.0,7000000.0,Winger,eng Premier League,5,0,49.0,0.5,-0.3021279251475507,1.5347691252983835,-0.06834494369419186,-0.1144059451788435,0.314469984273772
Phil Foden,Manchester City,18,England,2018/2019,15000000.0,25000000.0,Winger,eng Premier League,13,3,335.0,3.7,0.028965584893679328,1.8439685803565475,0.3945152150032003,-0.20051765092001436,0.6236280859730746
Phil Foden,Manchester City,19,England,2019/2020,30000000.0,27000000.0,Winger,eng Premier League,23,9,901.0,10.0,0.724047354307889,1.2245505226577478,0.20913260253707275,1.1560747134996756,0.8144180903778622
Phil Foden,Manchester City,20,England,2020/2021,40000000.0,80000000.0,Winger,eng Premier League,28,17,1616.0,18.0,0.7673363374214043,1.1493681512539362,0.0881648529110881,1.8555145993994435,0.8549294108669045
Pierrick Capelle,Angers,30,France,2017/2018,1000000.0,1000000.0,Winger,fr Ligue 1,28,23,1882.0,20.9,0.07502170548701093,-0.03281665149994605,0.8417178463311696,-0.32172115623077263,0.15633514038797724
Pierrick Capelle,Angers,31,France,2018/2019,2000000.0,2000000.0,Winger,fr Ligue 1,26,21,1842.0,20.5,-0.07555096046112879,0.6941915002529497,1.361482953412379,0.01909117637736086,0.4522427742116453
Pierrick Capelle,Angers,32,France,2019/2020,2000000.0,1600000.0,Winger,fr Ligue 1,24,20,1747.0,19.4,-0.8168572704089727,0.8832173948529423,1.218474199803877,-1.132085630591289,0.0687085871939401
Pierrick Capelle,Angers,33,France,2020/2021,1600000.0,800000.0,Winger,fr Ligue 1,35,24,2053.0,22.8,-0.5485398183268555,1.1176253082637906,1.408169452167994,-0.5048354738622104,0.34702200819577267
Portu,Girona,25,Spain,2017/2018,1800000.0,10000000.0,Winger,es La Liga,37,35,2981.0,33.1,0.14352475038922463,-1.1922367847584525,-0.761194079759074,1.6854268610421779,-0.2839572651194429
Portu,Girona,26,Spain,2018/2019,10000000.0,10000000.0,Winger,es La Liga,34,33,2821.0,31.3,-0.662333453848473,-1.0431757234075043,-0.7351797935357235,-0.25427950472677274,-0.7503500077414625
Portu,Real Sociedad,27,Spain,2019/2020,15000000.0,16000000.0,Winger,es La Liga,35,25,2393.0,26.6,-0.10803999604521575,-0.8964175935151951,-0.3777684771678644,1.0430688116373867,-0.28338809074247906
Portu,Real Sociedad,28,Spain,2020/2021,16000000.0,20000000.0,Winger,es La Liga,37,24,2184.0,24.3,-0.2706159454137952,-0.6963047062882814,-0.2659312149096758,0.7398206538928995,-0.2963419676446477
Raheem Sterling,Manchester City,22,England,2017/2018,45000000.0,90000000.0,Winger,eng Premier League,33,29,2587.0,28.7,0.20070422157380646,1.5625858817921872,-0.07372596056164915,0.7479474654691097,0.6091070076017598
Raheem Sterling,Manchester City,23,England,2018/2019,120000000.0,140000000.0,Winger,eng Premier League,34,31,2771.0,30.8,0.6457922924478918,1.2488014840880926,-0.3369229162314665,1.1963451882350058,0.6852072977827919
Raheem Sterling,Manchester City,24,England,2019/2020,160000000.0,128000000.0,Winger,eng Premier League,33,30,2651.0,29.5,-0.1396611088656889,1.3776216663206375,-0.1500680618288103,0.6818696747226146,0.3955954114564151
Raheem Sterling,Manchester City,25,England,2020/2021,128000000.0,90000000.0,Winger,eng Premier League,31,28,2536.0,28.2,-0.21539261038339907,1.2181997185911992,-0.6913737748370422,0.1222971553339517,0.15325783198998683
Renato Steffen,Wolfsburg,25,Switzerland,2017/2018,3500000.0,3500000.0,Winger,de Bundesliga,16,6,659.0,7.3,-0.8402535273860707,-0.3685635816851674,-0.3664910101743973,-0.5609950399893514,-0.5760681914937931
Renato Steffen,Wolfsburg,26,Switzerland,2018/2019,4000000.0,5000000.0,Winger,de Bundesliga,31,18,1503.0,16.7,-0.35158871093349686,0.27732290743845506,0.3654754347058986,0.35233647495393067,0.050890122294710544
Renato Steffen,Wolfsburg,27,Switzerland,2019/2020,5000000.0,4000000.0,Winger,de Bundesliga,27,19,1585.0,17.6,0.5244610938708987,0.0219927457690448,0.8953839029034848,0.8888743130081183,0.4843464731605817
Renato Steffen,Wolfsburg,28,Switzerland,2020/2021,4500000.0,4500000.0,Winger,de Bundesliga,21,19,1566.0,17.4,0.19215057142108827,0.11237491981836198,0.5528393900512849,0.6950245374806162,0.2906430362722625
Riccardo Orsolini,Bologna,20,Italy,2017/2018,3500000.0,3500000.0,Winger,it Serie A,8,4,341.0,3.8,-1.8691413470256584,-0.5404068186927383,-0.42664307556432135,-2.5012714446743525,-1.2452343439983844
Riccardo Orsolini,Bologna,21,Italy,2018/2019,4000000.0,15000000.0,Winger,it Serie A,35,19,1964.0,21.8,0.8033090607349702,-1.5083445111907463,0.45245682590506614,1.4951863843346058,0.10883027455123805
Riccardo Orsolini,Bologna,22,Italy,2019/2020,20000000.0,20000000.0,Winger,it Serie A,37,32,2681.0,29.8,0.1276067257122045,-1.3048288920295628,0.04533360089589119,-0.4445947789304703,-0.3757987350378558
Riccardo Orsolini,Bologna,23,Italy,2020/2021,22000000.0,15000000.0,Winger,it Serie A,34,21,1755.0,19.5,0.2503466906498475,-0.9427139490655401,-0.008171816513295979,-0.06484058838989637,-0.19079393060137187
Riyad Mahrez,Leicester City,26,Algeria,2017/2018,30000000.0,50000000.0,Winger,eng Premier League,36,34,2950.0,32.8,0.9649180830642818,0.0491244755952234,0.030507637372502654,1.4950191793127483,0.5563080213100552
Riyad Mahrez,Manchester City,27,Algeria,2018/2019,60000000.0,60000000.0,Winger,eng Premier League,27,14,1343.0,14.9,0.6613862943880451,1.6981789870328814,0.1250149399153287,1.1057753876234446,0.9095887406104926
Riyad Mahrez,Manchester City,28,Algeria,2019/2020,60000000.0,48000000.0,Winger,eng Premier League,33,21,1944.0,21.6,1.6406304724594876,1.5245162932545098,0.0033911380683293766,1.7273258446003636,1.2870178890338502
Riyad Mahrez,Manchester City,29,Algeria,2020/2021,48000000.0,42000000.0,Winger,eng Premier League,27,23,1949.0,21.7,0.11125471492802602,1.9423736077264744,-0.38108890589746336,0.8023444483831689,0.6312306319479769
Robbie Brady,Burnley,25,Ireland,2017/2018,10000000.0,10000000.0,Winger,eng Premier League,15,15,1277.0,14.2,0.23999199830413195,-0.7350916899682821,0.8905266217607938,0.12363067217498032,0.06593768390082494
Robbie Brady,Burnley,26,Ireland,2018/2019,8000000.0,8000000.0,Winger,eng Premier League,16,6,720.0,8.0,-0.20787883264165147,-1.7633703284402735,0.7030716628242635,-0.8010526477661108,-0.551653563800501
Robbie Brady,Burnley,27,Ireland,2019/2020,6000000.0,4800000.0,Winger,eng Premier League,17,5,454.0,5.0,-0.10410979542190577,-0.8366844561901596,1.0773282933476052,-0.46818576741263945,-0.12400217309755307
Robbie Brady,Burnley,28,Ireland,2020/2021,4800000.0,3000000.0,Winger,eng Premier League,19,12,1052.0,11.7,0.034894008818357025,-0.7540703946821526,0.9300436420448216,0.3730816575000557,0.011053379281666921
Rony Lopes,Monaco,21,Portugal,2017/2018,8000000.0,28000000.0,Winger,fr Ligue 1,38,32,2532.0,28.1,0.7368941660583129,-0.600145347542907,-0.13232303629343323,2.2437505077118933,0.3126245056729558
Rony Lopes,Monaco,22,Portugal,2018/2019,28000000.0,25000000.0,Winger,fr Ligue 1,24,22,1849.0,20.5,-0.1297336088319161,-1.2339100832723913,-0.285399173671045,-0.2809163697007378,-0.5072379402187667
Rony Lopes,Sevilla,23,Portugal,2019/2020,12500000.0,10000000.0,Winger,es La Liga,5,2,134.0,1.5,-0.4550369606754728,-0.02320175971778927,-0.41795243782794306,-0.413059781482135,-0.313871777899328
Rony Lopes,Nice,24,Portugal,2020/2021,10000000.0,7000000.0,Winger,fr Ligue 1,28,23,1783.0,19.8,-0.3107932390239774,0.030052044883141813,-0.13653051528288862,-0.2770804215397986,-0.170315827355206
Rubén Rochina,Levante,26,Spain,2017/2018,3000000.0,1500000.0,Winger,es La Liga,5,1,154.0,1.7,0.3848538016310047,0.17895739009218442,-0.20088384869020906,-0.15371964195507395,0.15208000374650799
Rubén Rochina,Levante,27,Spain,2018/2019,2000000.0,4000000.0,Winger,es La Liga,27,23,1800.0,20.0,0.8249105763350478,-0.6409378648145572,0.8022749989061954,0.01162732976828546,0.2993006038477196
Rubén Rochina,Levante,28,Spain,2019/2020,4000000.0,3200000.0,Winger,es La Liga,28,22,1875.0,20.8,0.14557873875090493,0.26203972187359426,0.5777031575854078,0.0395087645267818,0.2563349200322
Rubén Rochina,Levante,29,Spain,2020/2021,3500000.0,2800000.0,Winger,es La Liga,25,17,1404.0,15.6,0.3096907891503935,-0.16209366599283118,1.4864368408086224,-0.8650160305125045,0.2860339809727821
Ryan Fraser,Bournemouth,23,Scotland,2017/2018,5000000.0,6000000.0,Winger,eng Premier League,26,23,2004.0,22.3,-0.24153927974567396,0.5561517911435446,0.0019979876586154375,0.6460303191366018,0.13523245489017705
Ryan Fraser,Bournemouth,24,Scotland,2018/2019,10000000.0,30000000.0,Winger,eng Premier League,38,35,3166.0,35.2,0.08538440794047839,-0.3740367077677201,-0.8138659313725031,0.2711115851151688,-0.21371927691710843
Ryan Fraser,Bournemouth,25,Scotland,2019/2020,30000000.0,17500000.0,Winger,eng Premier League,28,21,2067.0,23.0,-0.34704221724410644,-0.3774610800501848,-0.4822567891043386,-0.32245861830406214,-0.38075243056397196
Ryan Fraser,Newcastle Utd,26,Scotland,2020/2021,16000000.0,10000000.0,Winger,eng Premier League,18,9,928.0,10.3,-0.49530767613287097,-1.0649434559514193,-0.8876190077729106,-0.7971067227624523,-0.7748405810694015
Sadio Mané,Liverpool,25,Senegal,2017/2018,40000000.0,70000000.0,Winger,eng Premier League,29,28,2190.0,24.3,0.26137515221754815,0.5005552592935394,0.17939761623871445,0.2721442558536954,0.3178105875081935
Sadio Mané,Liverpool,26,Senegal,2018/2019,75000000.0,120000000.0,Winger,eng Premier League,36,35,3077.0,34.2,0.3591724734149004,0.6911104862010384,0.02056656833490189,1.4830795653956053,0.5034234054328126
Sadio Mané,Liverpool,27,Senegal,2019/2020,150000000.0,120000000.0,Winger,eng Premier League,35,31,2747.0,30.5,0.4317831140413789,1.0352256060626275,0.10925540531307205,1.0163441912307825,0.6067664276210325
Sadio Mané,Liverpool,28,Senegal,2020/2021,120000000.0,85000000.0,Winger,eng Premier League,35,31,2810.0,31.2,0.2644413809999946,-0.19304195142933325,-0.08338409979944912,0.2569223028854511,0.05687937729985315
Samu Castillejo,Villarreal,22,Spain,2017/2018,7000000.0,15000000.0,Winger,es La Liga,30,25,2066.0,23.0,0.6582342664140581,0.08145541661009899,0.1449301576727223,1.1121322289522826,0.4279295859784257
Samu Castillejo,Milan,23,Spain,2018/2019,18000000.0,18000000.0,Winger,it Serie A,31,8,1023.0,11.4,0.17478313370955095,0.7439392841335136,0.38296018023418327,1.3030305777686095,0.4999901325475721
Samu Castillejo,Milan,24,Spain,2019/2020,15000000.0,11000000.0,Winger,it Serie A,22,16,1209.0,13.4,0.15866561151341063,-0.027037299832104747,0.5359021752787129,-0.07690412237169512,0.1548450774743059
Samu Castillejo,Milan,25,Spain,2020/2021,13000000.0,8000000.0,Winger,it Serie A,28,12,1181.0,13.1,-0.42779690590773595,0.3279341588621056,0.39309657541789983,-0.23055375580835977,-0.017174575201718736
Senad Lulić,Lazio,31,Bosnia and Herzegovina,2017/2018,7000000.0,6500000.0,Winger,it Serie A,35,30,2426.0,27.0,0.06814013691237397,1.0012859172366468,1.263203933019487,-0.5737691090130479,0.5229057056385362
Senad Lulić,Lazio,32,Bosnia and Herzegovina,2018/2019,5000000.0,4000000.0,Winger,it Serie A,35,34,2923.0,32.5,0.2092550098413519,0.755372596271147,1.5221314858268915,0.46336625980710133,0.6610767059639733
Senad Lulić,Lazio,33,Bosnia and Herzegovina,2019/2020,3500000.0,2800000.0,Winger,it Serie A,20,20,1573.0,17.5,-0.26029680857586973,1.144846757105687,1.1089351509352936,-0.363462804350911,0.42477605345332586
Senad Lulić,Lazio,34,Bosnia and Herzegovina,2020/2021,2500000.0,1000000.0,Winger,it Serie A,16,8,718.0,8.0,-0.4227089891735109,0.38120102330975253,0.9602010927247723,-0.19840251908924814,0.11747667795955101
Serge Gnabry,Hoffenheim,22,Germany,2017/2018,15000000.0,20000000.0,Winger,de Bundesliga,22,20,1507.0,16.7,1.4343666107289406,-0.5813175735505702,0.09617181950337887,2.753271679869858,0.6939129041140668
Serge Gnabry,Bayern Munich,23,Germany,2018/2019,30000000.0,60000000.0,Winger,de Bundesliga,30,21,1762.0,19.6,0.6374066400496256,0.900931684865457,0.139979368228652,1.4391874628204133,0.6971567814072591
Serge Gnabry,Bayern Munich,24,Germany,2019/2020,80000000.0,72000000.0,Winger,de Bundesliga,31,26,2193.0,24.4,0.429991873448198,0.7983285457668398,-0.060964677742773775,0.247240445024777,0.424026422063254
Serge Gnabry,Bayern Munich,25,Germany,2020/2021,90000000.0,70000000.0,Winger,de Bundesliga,27,20,1644.0,18.3,1.024550712135596,0.7097393786466073,0.14606539876989455,2.0407924089930907,0.8560344191015086
Simone Edera,Torino,20,Italy,2017/2018,150000.0,1500000.0,Winger,it Serie A,14,2,327.0,3.6,0.16515341371642756,-0.30411506597368393,0.18664182584287728,0.958128577688217,0.107968068631863
Simone Edera,Bologna,21,Italy,2018/2019,1300000.0,1000000.0,Winger,it Serie A,4,3,196.0,2.2,-0.4609435610864741,-1.2800316498852662,0.11081791451132568,-0.7755085323506671,-0.623774189732971
Simone Edera,Torino,22,Italy,2019/2020,1000000.0,800000.0,Winger,it Serie A,13,4,398.0,4.4,-0.5402655616220879,-0.085412199954496,0.11042407350813983,-0.47055790350649285,-0.2667008602842053
Simone Edera,Torino,23,Italy,2020/2021,900000.0,500000.0,Winger,it Serie A,2,0,52.0,0.6,-0.853169144061714,-1.2500434614938685,-0.8880399307884569,-1.1858186117261422,-1.0124705434031516
Sofiane Boufal,Southampton,23,Morocco,2017/2018,15000000.0,12000000.0,Winger,eng Premier League,26,11,1219.0,13.5,0.31218606164059715,-0.46638171350399327,0.7563896613187843,-0.6254594561258,0.07369189725621775
Sofiane Boufal,Celta Vigo,24,Morocco,2018/2019,12000000.0,12000000.0,Winger,es La Liga,35,25,2085.0,23.2,0.84548702382313,-1.0132181011818264,-0.03762345815193257,-0.9334181181356197,-0.0666371242692444
Sofiane Boufal,Southampton,25,Morocco,2019/2020,10000000.0,8000000.0,Winger,eng Premier League,20,8,764.0,8.5,0.08724955228635389,-0.8480908964956494,0.4844222201183232,-1.7520629022331489,-0.2978492942338036
Sofiane Boufal,Angers,26,Morocco,2020/2021,8000000.0,5000000.0,Winger,fr Ligue 1,14,9,732.0,8.1,0.23362820879321491,-1.0269724142190784,0.28406876663326236,-0.2763227117201624,-0.1854589585938013
Solly March,Brighton,23,England,2017/2018,500000.0,5000000.0,Winger,eng Premier League,36,18,1851.0,20.6,-0.4373810317942889,-0.7315348407717676,1.008806995550566,-0.7140743964521082,-0.2640589054843434
Solly March,Brighton,24,England,2018/2019,7000000.0,8000000.0,Winger,eng Premier League,35,30,2463.0,27.4,-0.17342613561593048,-1.589645810986473,-0.002816282994723233,-0.3228992706525869,-0.5791173812065175
Solly March,Brighton,25,England,2019/2020,8000000.0,6500000.0,Winger,eng Premier League,19,11,1143.0,12.7,-0.22672064306814027,-0.15597873742920748,0.6796889622207377,-0.48969508355426083,-0.050513594367296896
Solly March,Brighton,26,England,2020/2021,9000000.0,9000000.0,Winger,eng Premier League,21,19,1672.0,18.6,-0.006699353594018298,-0.10394560469255075,0.9143923518407715,-0.48042161535807076,0.1009728859869747
Son Heung-min,Tottenham,25,South Korea,2017/2018,30000000.0,50000000.0,Winger,eng Premier League,37,27,2317.0,25.7,0.7617986901669304,0.16870839527925235,-0.5770471094244404,1.618209648381089,0.40174353760376874
Son Heung-min,Tottenham,26,South Korea,2018/2019,50000000.0,80000000.0,Winger,eng Premier League,31,23,2039.0,22.7,0.6890702013529737,0.5805400355662622,-0.6202316916207797,1.8993227038291807,0.5156760232698303
Son Heung-min,Tottenham,27,South Korea,2019/2020,80000000.0,64000000.0,Winger,eng Premier League,30,28,2476.0,27.5,0.7308253164707574,-0.11071604585951478,-0.2745630856473293,1.462736780456772,0.35047637374665985
Son Heung-min,Tottenham,28,South Korea,2020/2021,75000000.0,85000000.0,Winger,eng Premier League,37,36,3114.0,34.6,0.6338376204450031,-0.21071576455665653,-0.4726691819149673,2.288087489993565,0.32459523142736735
Steven Zuber,Hoffenheim,25,Switzerland,2017/2018,5000000.0,7000000.0,Winger,de Bundesliga,20,17,1431.0,15.9,-0.5998659554588068,1.7600353152035881,0.6179269581447906,-0.6184970514220525,0.3497998988643066
Steven Zuber,Stuttgart,26,Switzerland,2018/2019,10000000.0,7000000.0,Winger,de Bundesliga,13,13,1051.0,11.7,-0.10099825472977464,-0.4949842116938338,0.06388142895095748,0.8324964255669578,-0.09286863705317269
Steven Zuber,Hoffenheim,27,Switzerland,2019/2020,5500000.0,4500000.0,Winger,de Bundesliga,14,10,749.0,8.3,-0.4867964623354134,1.5908708097565345,0.49665875589682124,0.41146898236127,0.4230213074082862
Steven Zuber,Eint Frankfurt,28,Switzerland,2020/2021,3000000.0,3500000.0,Winger,de Bundesliga,20,6,585.0,6.5,-0.20885388691514617,0.7065230456835213,0.4226584024850697,-0.9246707690083887,0.12047996253517296
Suso,Milan,23,Spain,2017/2018,15000000.0,35000000.0,Winger,it Serie A,35,33,2830.0,31.4,0.8665653018548147,0.09088385614562573,-0.6615889587107961,0.03623273581968759,0.24519675942542316
Suso,Milan,24,Spain,2018/2019,40000000.0,40000000.0,Winger,it Serie A,35,35,3018.0,33.5,0.9711079498363739,0.6462506546664004,-0.3837076806551019,0.24132667520120388,0.5297095077235696
Suso,Milan,25,Spain,2019/2020,33000000.0,17500000.0,Winger,it Serie A,16,15,1359.0,15.1,-0.3101498723867109,0.7800039123239045,-0.5192596429121051,-1.4896782283018672,-0.14287852667012077
Suso,Sevilla,26,Spain,2020/2021,20000000.0,20000000.0,Winger,es La Liga,34,28,2210.0,24.6,0.18722778033559317,1.1682369316987817,-0.4649790120717441,-0.06351535195596449,0.32601485403392655
Takashi Inui,Eibar,29,Japan,2017/2018,3000000.0,5000000.0,Winger,es La Liga,34,31,2622.0,29.1,-0.3657069069450104,-0.3641903038736848,-0.22984251525447127,0.29676962817582636,-0.2718313941734212
Takashi Inui,Alavés,30,Japan,2018/2019,7500000.0,4000000.0,Winger,es La Liga,12,10,828.0,9.2,-0.09375095904587749,-0.6735901927978292,0.015136050478762023,0.549433466637685,-0.18160688469817882
Takashi Inui,Eibar,31,Japan,2019/2020,3000000.0,2400000.0,Winger,es La Liga,29,23,1960.0,21.8,-0.6764217647765226,-0.577986193718945,-0.10542921974204646,-0.18687600201600874,-0.48373800817630275
Takashi Inui,Eibar,32,Japan,2020/2021,2400000.0,1500000.0,Winger,es La Liga,28,22,1819.0,20.2,-0.4711127065545323,-1.2851130014915264,-0.21197924796976605,-0.017630414900376864,-0.6181378741532617
Theo Walcott,Everton,28,England,2017/2018,20000000.0,20000000.0,Winger,eng Premier League,14,13,1152.0,12.8,0.24733505118616006,-1.0079738591514138,0.14209969176649423,0.4621353432676578,-0.12882466459089545
Theo Walcott,Everton,29,England,2018/2019,20000000.0,18000000.0,Winger,eng Premier League,37,24,2119.0,23.5,-0.2768322132968771,-0.681401378556916,-0.26508932125075174,0.2807239566685036,-0.34009876746912565
Theo Walcott,Everton,30,England,2019/2020,15000000.0,12000000.0,Winger,eng Premier League,25,17,1287.0,14.3,0.0554090227849361,-1.3143330734924776,-0.3056025943938194,0.14086210521095527,-0.4191706212914372
Theo Walcott,Southampton,31,England,2020/2021,10000000.0,5000000.0,Winger,eng Premier League,21,20,1618.0,18.0,-0.512749890656658,-0.850806715686091,-0.08097778490241814,0.399016300279962,-0.43663589792097796
