ID,Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,GA,GA/90,SoTA,SoTA/90,PSxG-GA,PSxG-GA/90,Save%,CS%,CrossAtt,CrossAtt/90,CrossStop%,PKAtt,PKAtt/90,PKSave%,ActOutPA,ActOutPA/90,SPassAtt,SPassAtt/90,SPassCmp,SPassCmp/90,LPassAtt,LPassAtt/90,LPassCmp,LPassCmp/90,SPass%,LPass%,PPM,On-Off
207834,Yassine Bounou,Girona,26,Morocco,2017/2018,1000000,3000000,Goalkeeper,es La Liga,30,30,2655.0,29.5,46.0,1.56,136.0,4.610169491525424,-4.6,-0.16,69.1,30.0,259.0,8.779661016949152,7.7,4.0,0.13559322033898305,0.0,10.0,0.34,84.0,2.847457627118644,78.0,2.6440677966101696,552.0,18.71186440677966,233.0,7.898305084745763,92.9,42.2,1.5,0.45
207834,Yassine Bounou,Girona,27,Morocco,2018/2019,4000000,5000000,Goalkeeper,es La Liga,32,32,2861.0,31.8,43.0,1.35,162.0,5.09433962264151,4.3,0.13,77.2,25.0,320.0,10.062893081761006,7.2,6.0,0.18867924528301885,0.0,13.0,0.41,292.0,9.182389937106919,289.0,9.08805031446541,620.0,19.49685534591195,301.0,9.465408805031446,99.0,48.5,1.06,0.65
207834,Yassine Bounou,Sevilla,28,Morocco,2019/2020,5000000,4000000,Goalkeeper,es La Liga,6,5,495.0,5.5,3.0,0.55,19.0,3.4545454545454546,0.8,0.15,89.5,80.0,40.0,7.2727272727272725,7.5,1.0,0.18181818181818182,0.0,2.0,0.36,57.0,10.363636363636363,57.0,10.363636363636363,94.0,17.09090909090909,51.0,9.272727272727273,100.0,54.3,2.67,0.87
207834,Yassine Bounou,Sevilla,29,Morocco,2020/2021,3000000,18000000,Goalkeeper,es La Liga,33,33,2970.0,33.0,28.0,0.85,100.0,3.0303030303030303,-0.2,-0.01,76.0,45.5,284.0,8.606060606060606,11.3,4.0,0.12121212121212122,33.3,23.0,0.7,411.0,12.454545454545455,409.0,12.393939393939394,560.0,16.96969696969697,332.0,10.06060606060606,99.5,59.3,2.06,0.15
6270,Yohann Pelé,Marseille,34,France,2017/2018,500000,500000,Goalkeeper,fr Ligue 1,10,7,738.0,8.2,10.0,1.22,26.0,3.1707317073170733,-1.3,-0.16,61.5,42.9,69.0,8.414634146341465,5.8,0.0,0.0,,7.0,0.88,52.0,6.341463414634147,51.0,6.219512195121951,112.0,13.658536585365855,65.0,7.926829268292684,98.1,58.0,1.9,-0.33
6270,Yohann Pelé,Marseille,35,France,2018/2019,500000,500000,Goalkeeper,fr Ligue 1,9,7,682.0,7.6,12.0,1.59,22.0,2.8947368421052633,-1.7,-0.22,63.6,42.9,57.0,7.5,5.3,4.0,0.5263157894736842,20.0,7.0,0.93,92.0,12.105263157894738,92.0,12.105263157894738,117.0,15.394736842105264,72.0,9.473684210526317,100.0,61.5,1.56,0.73
6270,Yohann Pelé,Marseille,36,France,2019/2020,250000,250000,Goalkeeper,fr Ligue 1,2,1,150.0,1.7,2.0,1.21,6.0,3.5294117647058822,0.6,0.34,66.7,0.0,14.0,8.23529411764706,0.0,0.0,0.0,100.0,2.0,1.21,23.0,13.529411764705882,23.0,13.529411764705882,20.0,11.764705882352942,9.0,5.294117647058823,100.0,45.0,2.0,0.82
6270,Yohann Pelé,Marseille,37,France,2020/2021,250000,250000,Goalkeeper,fr Ligue 1,1,1,90.0,1.0,2.0,2.0,5.0,5.0,0.4,0.35,60.0,0.0,8.0,8.0,12.5,0.0,0.0,,1.0,1.0,17.0,17.0,16.0,16.0,2.0,2.0,1.0,1.0,94.1,50.0,0.0,-1.22
29692,Łukasz Fabiański,Swansea City,32,Poland,2017/2018,9000000,5000000,Goalkeeper,eng Premier League,38,38,3420.0,38.0,56.0,1.47,182.0,4.7894736842105265,1.8,0.05,70.9,23.7,398.0,10.473684210526315,10.1,3.0,0.07894736842105263,50.0,12.0,0.32,245.0,6.447368421052632,240.0,6.315789473684211,952.0,25.05263157894737,435.0,11.447368421052632,98.0,45.7,0.87,
29692,Łukasz Fabiański,West Ham,33,Poland,2018/2019,5000000,5000000,Goalkeeper,eng Premier League,38,38,3420.0,38.0,55.0,1.45,192.0,5.052631578947368,11.4,0.3,73.4,18.4,367.0,9.657894736842104,9.8,4.0,0.10526315789473684,20.0,17.0,0.45,223.0,5.868421052631579,221.0,5.815789473684211,972.0,25.57894736842105,407.0,10.710526315789474,99.1,41.9,1.37,
29692,Łukasz Fabiański,West Ham,34,Poland,2019/2020,4000000,3200000,Goalkeeper,eng Premier League,25,25,2117.0,23.5,34.0,1.45,98.0,4.170212765957447,-1.7,-0.07,68.4,20.0,239.0,10.170212765957446,4.2,3.0,0.1276595744680851,25.0,5.0,0.21,93.0,3.9574468085106385,91.0,3.872340425531915,551.0,23.4468085106383,261.0,11.106382978723405,97.8,47.4,1.24,1.12
29692,Łukasz Fabiański,West Ham,35,Poland,2020/2021,2500000,1500000,Goalkeeper,eng Premier League,35,35,3150.0,35.0,44.0,1.26,134.0,3.8285714285714287,4.8,0.14,69.4,28.6,357.0,10.2,7.6,3.0,0.08571428571428572,40.0,11.0,0.31,190.0,5.428571428571429,186.0,5.314285714285714,755.0,21.571428571428573,364.0,10.4,97.9,48.2,1.69,-0.3
80894,Łukasz Skorupski,Roma,26,Poland,2017/2018,7000000,7000000,Goalkeeper,it Serie A,1,1,90.0,1.0,0.0,0.0,3.0,3.0,0.5,0.46,100.0,100.0,10.0,10.0,0.0,0.0,0.0,,1.0,1.0,17.0,17.0,16.0,16.0,17.0,17.0,11.0,11.0,94.1,64.7,3.0,0.14
80894,Łukasz Skorupski,Bologna,27,Poland,2018/2019,7000000,7000000,Goalkeeper,it Serie A,38,38,3420.0,38.0,56.0,1.47,173.0,4.552631578947368,-4.6,-0.12,69.9,26.3,406.0,10.68421052631579,10.1,4.0,0.10526315789473684,0.0,9.0,0.24,305.0,8.026315789473685,301.0,7.921052631578948,764.0,20.105263157894736,408.0,10.736842105263158,98.7,53.4,1.16,
80894,Łukasz Skorupski,Bologna,28,Poland,2019/2020,7000000,5500000,Goalkeeper,it Serie A,37,37,3330.0,37.0,64.0,1.73,180.0,4.864864864864865,-5.2,-0.14,67.8,5.4,320.0,8.64864864864865,14.4,6.0,0.16216216216216217,14.3,15.0,0.41,398.0,10.756756756756756,395.0,10.675675675675675,583.0,15.756756756756756,310.0,8.378378378378379,99.2,53.2,1.24,-0.35
80894,Łukasz Skorupski,Bologna,29,Poland,2020/2021,5500000,3800000,Goalkeeper,it Serie A,28,28,2520.0,28.0,46.0,1.64,143.0,5.107142857142857,-0.1,0.0,71.3,14.3,243.0,8.678571428571429,10.3,5.0,0.17857142857142858,28.6,13.0,0.46,300.0,10.714285714285714,295.0,10.535714285714286,433.0,15.464285714285714,224.0,8.0,98.3,51.7,1.25,0.72
