ID,Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,GA,GA/90,SoTA,SoTA/90,PSxG-GA,PSxG-GA/90,Save%,CS%,CrossAtt,CrossAtt/90,CrossStop%,PKAtt,PKAtt/90,PKSave%,ActOutPA,ActOutPA/90,SPassAtt,SPassAtt/90,SPassCmp,SPassCmp/90,LPassAtt,LPassAtt/90,LPassCmp,LPassCmp/90,SPass%,LPass%,PPM,On-Off
39015,Ralf Fährmann,Schalke 04,28,Germany,2017/2018,9000000,13000000,Goalkeeper,de Bundesliga,34,34,3015.0,33.5,37.0,1.1,121.0,3.611940298507463,-2.8,-0.08,71.9,35.3,290.0,8.656716417910447,12.8,3.0,0.08955223880597014,40.0,15.0,0.45,271.0,8.08955223880597,270.0,8.059701492537313,594.0,17.73134328358209,266.0,7.940298507462686,99.6,44.8,1.85,0.48
39015,Ralf Fährmann,Schalke 04,29,Germany,2018/2019,10000000,5000000,Goalkeeper,de Bundesliga,17,16,1470.0,16.3,26.0,1.59,80.0,4.9079754601226995,0.4,0.03,70.0,18.8,138.0,8.466257668711656,8.7,2.0,0.12269938650306748,0.0,15.0,0.92,163.0,10.0,161.0,9.877300613496931,319.0,19.570552147239262,174.0,10.67484662576687,98.8,54.5,0.88,0.08
39015,Ralf Fährmann,Norwich City,30,Germany,2019/2020,4000000,1600000,Goalkeeper,eng Premier League,1,1,21.0,0.2,1.0,4.29,1.0,5.0,0.1,0.29,100.0,0.0,4.0,20.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,20.0,2.0,10.0,0.0,50.0,0.0,-3.01
39015,Ralf Fährmann,Schalke 04,31,Germany,2020/2021,1600000,1000000,Goalkeeper,de Bundesliga,22,22,1876.0,20.8,50.0,2.4,139.0,6.6826923076923075,-7.5,-0.36,66.2,13.6,225.0,10.817307692307692,5.8,3.0,0.14423076923076922,25.0,18.0,0.86,243.0,11.682692307692307,237.0,11.394230769230768,476.0,22.884615384615383,199.0,9.567307692307692,97.5,41.8,0.55,0.67
160963,Robin Zentner,Mainz 05,22,Germany,2017/2018,200000,600000,Goalkeeper,de Bundesliga,15,15,1350.0,15.0,27.0,1.8,66.0,4.4,-0.8,-0.06,65.2,13.3,116.0,7.733333333333333,9.5,4.0,0.26666666666666666,0.0,19.0,1.27,127.0,8.466666666666667,125.0,8.333333333333334,332.0,22.133333333333333,128.0,8.533333333333333,98.4,38.6,0.93,-0.22
160963,Robin Zentner,Mainz 05,23,Germany,2018/2019,1000000,1000000,Goalkeeper,de Bundesliga,10,10,900.0,10.0,14.0,1.4,51.0,5.1,1.0,0.1,72.5,20.0,111.0,11.1,13.5,0.0,0.0,,8.0,0.8,105.0,10.5,105.0,10.5,214.0,21.4,80.0,8.0,100.0,37.4,1.6,0.74
160963,Robin Zentner,Mainz 05,24,Germany,2019/2020,3000000,3200000,Goalkeeper,de Bundesliga,22,22,1935.0,21.5,40.0,1.86,113.0,5.255813953488372,-2.0,-0.1,65.5,13.6,226.0,10.511627906976743,10.2,1.0,0.046511627906976744,50.0,20.0,0.93,221.0,10.279069767441861,218.0,10.13953488372093,487.0,22.651162790697676,202.0,9.395348837209303,98.6,41.5,1.18,0.54
160963,Robin Zentner,Mainz 05,25,Germany,2020/2021,4500000,5000000,Goalkeeper,de Bundesliga,31,31,2790.0,31.0,46.0,1.48,135.0,4.354838709677419,-4.3,-0.14,69.6,16.1,294.0,9.483870967741936,9.5,5.0,0.16129032258064516,0.0,19.0,0.61,310.0,10.0,307.0,9.903225806451612,617.0,19.903225806451612,267.0,8.612903225806452,99.0,43.3,1.16,0.91
59027,Roman Bürki,Dortmund,26,Switzerland,2017/2018,9000000,7000000,Goalkeeper,de Bundesliga,33,33,2969.0,33.0,43.0,1.3,140.0,4.242424242424242,5.2,0.16,70.7,36.4,268.0,8.121212121212121,10.1,2.0,0.06060606060606061,0.0,38.0,1.15,442.0,13.393939393939394,432.0,13.090909090909092,677.0,20.515151515151516,329.0,9.969696969696969,97.7,48.6,1.64,0.52
59027,Roman Bürki,Dortmund,27,Switzerland,2018/2019,8500000,14000000,Goalkeeper,de Bundesliga,32,32,2880.0,32.0,40.0,1.25,125.0,3.90625,-2.1,-0.07,71.2,31.3,276.0,8.625,5.8,4.0,0.125,0.0,25.0,0.78,360.0,11.25,356.0,11.125,602.0,18.8125,289.0,9.03125,98.9,48.0,2.19,0.09
59027,Roman Bürki,Dortmund,28,Switzerland,2019/2020,14000000,11000000,Goalkeeper,de Bundesliga,31,31,2770.0,30.8,40.0,1.3,93.0,3.019480519480519,-2.3,-0.07,60.2,41.9,221.0,7.175324675324675,6.8,3.0,0.09740259740259741,0.0,27.0,0.88,452.0,14.675324675324674,448.0,14.545454545454545,433.0,14.058441558441558,221.0,7.175324675324675,99.1,51.0,2.0,-1.0
59027,Roman Bürki,Dortmund,29,Switzerland,2020/2021,7000000,4000000,Goalkeeper,de Bundesliga,19,18,1665.0,18.5,30.0,1.62,89.0,4.8108108108108105,-4.6,-0.25,70.8,22.2,121.0,6.54054054054054,7.4,4.0,0.21621621621621623,0.0,6.0,0.32,264.0,14.27027027027027,263.0,14.216216216216216,274.0,14.81081081081081,162.0,8.756756756756756,99.6,59.1,1.68,-0.92
199321,Rubén Blanco,Celta Vigo,22,Spain,2017/2018,1500000,3000000,Goalkeeper,es La Liga,22,22,1941.0,21.6,31.0,1.44,90.0,4.166666666666666,-5.5,-0.26,68.9,18.2,231.0,10.694444444444443,12.1,3.0,0.13888888888888887,0.0,7.0,0.32,245.0,11.342592592592592,236.0,10.925925925925926,414.0,19.166666666666664,159.0,7.361111111111111,96.3,38.4,1.55,0.7
199321,Rubén Blanco,Celta Vigo,23,Spain,2018/2019,3000000,3000000,Goalkeeper,es La Liga,25,25,2250.0,25.0,40.0,1.6,106.0,4.24,-3.3,-0.13,66.0,24.0,247.0,9.88,3.6,4.0,0.16,0.0,25.0,1.0,240.0,9.6,240.0,9.6,507.0,20.28,225.0,9.0,100.0,44.4,1.08,-0.48
199321,Rubén Blanco,Celta Vigo,24,Spain,2019/2020,6000000,8000000,Goalkeeper,es La Liga,33,33,2960.0,32.9,43.0,1.31,126.0,3.8297872340425534,-2.3,-0.07,69.8,30.3,335.0,10.182370820668693,6.3,5.0,0.1519756838905775,0.0,10.0,0.3,236.0,7.173252279635259,229.0,6.9604863221884505,642.0,19.513677811550153,275.0,8.358662613981764,97.0,42.8,0.97,-0.36
199321,Rubén Blanco,Celta Vigo,25,Spain,2020/2021,7000000,5000000,Goalkeeper,es La Liga,19,19,1637.0,18.2,27.0,1.48,60.0,3.296703296703297,-4.2,-0.23,56.7,21.1,149.0,8.186813186813188,6.0,1.0,0.054945054945054944,0.0,12.0,0.66,200.0,10.989010989010989,199.0,10.934065934065934,365.0,20.054945054945055,173.0,9.505494505494505,99.5,47.4,1.42,0.21
24112,Rune Jarstein,Hertha BSC,32,Norway,2017/2018,2500000,2500000,Goalkeeper,de Bundesliga,31,31,2790.0,31.0,44.0,1.42,130.0,4.193548387096774,-6.7,-0.21,70.0,22.6,292.0,9.419354838709678,6.8,5.0,0.16129032258064516,0.0,14.0,0.45,190.0,6.129032258064516,188.0,6.064516129032258,857.0,27.64516129032258,368.0,11.870967741935484,98.9,42.9,1.29,-0.1
24112,Rune Jarstein,Hertha BSC,33,Norway,2018/2019,2000000,2000000,Goalkeeper,de Bundesliga,31,31,2745.0,30.5,48.0,1.57,141.0,4.622950819672131,1.5,0.05,67.4,25.8,270.0,8.852459016393443,11.9,2.0,0.06557377049180328,33.3,15.0,0.49,217.0,7.114754098360656,216.0,7.081967213114754,884.0,28.983606557377048,423.0,13.868852459016393,99.5,47.9,1.19,0.06
24112,Rune Jarstein,Hertha BSC,34,Norway,2019/2020,1500000,800000,Goalkeeper,de Bundesliga,29,29,2547.0,28.3,46.0,1.63,131.0,4.628975265017668,-5.2,-0.18,70.2,31.0,281.0,9.929328621908127,9.6,7.0,0.24734982332155475,0.0,16.0,0.57,226.0,7.985865724381625,223.0,7.879858657243816,697.0,24.62897526501767,352.0,12.43816254416961,98.7,50.5,1.31,0.45
24112,Rune Jarstein,Hertha BSC,35,Norway,2020/2021,600000,500000,Goalkeeper,de Bundesliga,8,8,720.0,8.0,13.0,1.62,31.0,3.875,-1.9,-0.24,61.3,12.5,75.0,9.375,9.3,1.0,0.125,50.0,4.0,0.5,79.0,9.875,78.0,9.75,181.0,22.625,83.0,10.375,98.7,45.9,0.88,-0.56
25508,Salvatore Sirigu,Torino,30,Italy,2017/2018,4000000,6000000,Goalkeeper,it Serie A,37,37,3330.0,37.0,45.0,1.22,160.0,4.324324324324325,3.3,0.09,75.0,27.0,399.0,10.783783783783784,7.8,5.0,0.13513513513513514,37.5,34.0,0.92,402.0,10.864864864864865,391.0,10.567567567567568,719.0,19.43243243243243,376.0,10.162162162162161,97.3,52.3,1.38,-0.81
25508,Salvatore Sirigu,Torino,31,Italy,2018/2019,6000000,7500000,Goalkeeper,it Serie A,36,36,3169.0,35.2,36.0,1.02,136.0,3.8636363636363633,7.8,0.22,75.0,38.9,323.0,9.176136363636363,8.7,2.0,0.056818181818181816,50.0,24.0,0.68,243.0,6.90340909090909,234.0,6.6477272727272725,824.0,23.409090909090907,420.0,11.931818181818182,96.3,51.0,1.64,-0.35
25508,Salvatore Sirigu,Torino,32,Italy,2019/2020,8000000,6500000,Goalkeeper,it Serie A,36,36,3240.0,36.0,64.0,1.78,189.0,5.25,3.9,0.11,70.9,19.4,378.0,10.5,6.6,9.0,0.25,10.0,14.0,0.39,308.0,8.555555555555555,304.0,8.444444444444445,756.0,21.0,421.0,11.694444444444445,98.7,55.7,1.08,-0.08
25508,Salvatore Sirigu,Torino,33,Italy,2020/2021,6500000,2500000,Goalkeeper,it Serie A,32,32,2880.0,32.0,62.0,1.94,129.0,4.03125,-15.3,-0.48,58.1,21.9,301.0,9.40625,6.0,8.0,0.25,0.0,16.0,0.5,248.0,7.75,242.0,7.5625,579.0,18.09375,285.0,8.90625,97.6,49.2,0.88,-0.79
28021,Samir Handanović,Inter,33,Slovenia,2017/2018,10000000,8500000,Goalkeeper,it Serie A,38,38,3420.0,38.0,30.0,0.79,119.0,3.1315789473684212,7.2,0.19,76.5,44.7,369.0,9.710526315789474,5.7,2.0,0.05263157894736842,0.0,10.0,0.26,457.0,12.026315789473685,449.0,11.81578947368421,427.0,11.236842105263158,262.0,6.894736842105263,98.2,61.4,1.89,
28021,Samir Handanović,Inter,34,Slovenia,2018/2019,6000000,6000000,Goalkeeper,it Serie A,38,38,3420.0,38.0,35.0,0.92,128.0,3.3684210526315788,5.4,0.14,75.0,44.7,337.0,8.868421052631579,4.7,3.0,0.07894736842105263,0.0,13.0,0.34,466.0,12.263157894736842,461.0,12.131578947368421,503.0,13.236842105263158,298.0,7.842105263157895,98.9,59.2,1.82,
28021,Samir Handanović,Inter,35,Slovenia,2019/2020,6000000,4800000,Goalkeeper,it Serie A,35,35,3150.0,35.0,32.0,0.91,108.0,3.085714285714286,1.5,0.04,72.2,37.1,334.0,9.542857142857143,6.3,2.0,0.05714285714285714,33.3,12.0,0.34,460.0,13.142857142857142,458.0,13.085714285714285,432.0,12.342857142857143,286.0,8.17142857142857,99.6,66.2,2.17,0.2
28021,Samir Handanović,Inter,36,Slovenia,2020/2021,4000000,2500000,Goalkeeper,it Serie A,37,37,3240.0,36.0,33.0,0.92,105.0,2.9166666666666665,-2.5,-0.07,72.4,37.8,281.0,7.805555555555555,5.7,4.0,0.1111111111111111,33.3,14.0,0.39,498.0,13.833333333333334,494.0,13.722222222222221,386.0,10.722222222222221,241.0,6.694444444444445,99.2,62.4,2.38,-1.67
51710,Sergio Asenjo,Villarreal,28,Spain,2017/2018,7500000,8000000,Goalkeeper,es La Liga,23,23,2070.0,23.0,30.0,1.3,89.0,3.869565217391304,2.5,0.11,69.7,26.1,284.0,12.347826086956522,8.5,3.0,0.13043478260869565,40.0,16.0,0.7,110.0,4.782608695652174,107.0,4.6521739130434785,318.0,13.826086956521738,130.0,5.6521739130434785,97.3,40.9,1.7,-0.14
51710,Sergio Asenjo,Villarreal,29,Spain,2018/2019,12000000,12000000,Goalkeeper,es La Liga,32,32,2880.0,32.0,45.0,1.41,164.0,5.125,4.2,0.13,73.8,28.1,388.0,12.125,10.1,2.0,0.0625,33.3,21.0,0.66,216.0,6.75,211.0,6.59375,538.0,16.8125,259.0,8.09375,97.7,48.1,1.03,-0.49
51710,Sergio Asenjo,Villarreal,30,Spain,2019/2020,12000000,9500000,Goalkeeper,es La Liga,34,34,3060.0,34.0,41.0,1.21,142.0,4.176470588235294,-0.5,-0.01,74.6,32.4,354.0,10.411764705882353,5.6,5.0,0.14705882352941177,16.7,18.0,0.53,341.0,10.029411764705882,337.0,9.911764705882353,571.0,16.794117647058822,279.0,8.205882352941176,98.8,48.9,1.62,-0.43
51710,Sergio Asenjo,Villarreal,31,Spain,2020/2021,9000000,9000000,Goalkeeper,es La Liga,36,36,3240.0,36.0,41.0,1.14,114.0,3.1666666666666665,-3.2,-0.09,70.2,27.8,427.0,11.86111111111111,9.8,7.0,0.19444444444444445,12.5,21.0,0.58,520.0,14.444444444444445,512.0,14.222222222222221,606.0,16.833333333333332,340.0,9.444444444444445,98.5,56.1,1.61,1.5
207302,Sergio Rico,Sevilla,23,Spain,2017/2018,20000000,12000000,Goalkeeper,es La Liga,24,23,2157.0,24.0,39.0,1.63,90.0,3.75,-6.4,-0.27,60.0,39.1,231.0,9.625,11.3,3.0,0.125,25.0,6.0,0.25,163.0,6.791666666666667,154.0,6.416666666666667,281.0,11.708333333333334,118.0,4.916666666666667,94.5,42.0,1.42,-0.49
207302,Sergio Rico,Fulham,24,Spain,2018/2019,12000000,12000000,Goalkeeper,eng Premier League,29,29,2610.0,29.0,56.0,1.93,161.0,5.551724137931035,-2.1,-0.07,67.7,17.2,304.0,10.482758620689655,6.9,4.0,0.13793103448275862,0.0,12.0,0.41,173.0,5.9655172413793105,172.0,5.931034482758621,664.0,22.896551724137932,292.0,10.068965517241379,99.4,44.0,0.72,0.42
207302,Sergio Rico,Paris S-G,25,Spain,2019/2020,10000000,8000000,Goalkeeper,fr Ligue 1,2,2,180.0,2.0,4.0,2.0,11.0,5.5,-0.9,-0.45,63.6,0.0,18.0,9.0,11.1,0.0,0.0,,2.0,1.0,21.0,10.5,21.0,10.5,13.0,6.5,4.0,2.0,100.0,30.8,3.0,-0.96
207302,Sergio Rico,Paris S-G,26,Spain,2020/2021,8000000,7000000,Goalkeeper,fr Ligue 1,10,8,810.0,9.0,9.0,1.0,36.0,4.0,1.9,0.21,75.0,62.5,58.0,6.444444444444445,5.2,0.0,0.0,,5.0,0.56,106.0,11.777777777777779,106.0,11.777777777777779,53.0,5.888888888888889,33.0,3.6666666666666665,100.0,62.3,2.2,-0.11
23951,Steve Mandanda,Marseille,32,France,2017/2018,8000000,2500000,Goalkeeper,fr Ligue 1,31,31,2680.0,29.8,37.0,1.24,118.0,3.959731543624161,0.5,0.02,72.0,35.5,242.0,8.120805369127517,9.9,4.0,0.1342281879194631,20.0,10.0,0.33,249.0,8.355704697986576,245.0,8.221476510067115,409.0,13.724832214765101,195.0,6.543624161073826,98.4,47.7,2.03,0.33
23951,Steve Mandanda,Marseille,33,France,2018/2019,2500000,2500000,Goalkeeper,fr Ligue 1,31,31,2735.0,30.4,41.0,1.35,108.0,3.5526315789473686,-4.6,-0.15,67.6,29.0,196.0,6.447368421052632,8.2,6.0,0.19736842105263158,14.3,20.0,0.66,385.0,12.664473684210527,382.0,12.56578947368421,552.0,18.157894736842106,260.0,8.552631578947368,99.2,47.1,1.52,-0.72
23951,Steve Mandanda,Marseille,34,France,2019/2020,2500000,2400000,Goalkeeper,fr Ligue 1,27,27,2370.0,26.3,27.0,1.02,91.0,3.4600760456273765,2.7,0.1,74.7,40.7,192.0,7.300380228136882,7.8,4.0,0.1520912547528517,0.0,17.0,0.65,284.0,10.79847908745247,283.0,10.760456273764259,489.0,18.59315589353612,218.0,8.288973384030419,99.6,44.6,1.96,-0.82
23951,Steve Mandanda,Marseille,35,France,2020/2021,2500000,2000000,Goalkeeper,fr Ligue 1,37,37,3330.0,37.0,45.0,1.22,126.0,3.4054054054054053,-1.0,-0.03,66.7,21.6,367.0,9.91891891891892,7.1,3.0,0.08108108108108109,0.0,22.0,0.59,463.0,12.513513513513514,456.0,12.324324324324325,665.0,17.972972972972972,291.0,7.864864864864865,98.5,43.8,1.62,1.22
108390,Thibaut Courtois,Chelsea,25,Belgium,2017/2018,40000000,60000000,Goalkeeper,eng Premier League,35,35,3150.0,35.0,34.0,0.97,104.0,2.9714285714285715,-3.3,-0.09,69.2,42.9,282.0,8.057142857142857,8.2,2.0,0.05714285714285714,0.0,16.0,0.46,486.0,13.885714285714286,483.0,13.8,596.0,17.02857142857143,305.0,8.714285714285714,99.4,51.2,1.89,-0.04
108390,Thibaut Courtois,Real Madrid,26,Belgium,2018/2019,65000000,55000000,Goalkeeper,es La Liga,27,27,2430.0,27.0,36.0,1.33,100.0,3.7037037037037037,-3.5,-0.13,70.0,29.6,188.0,6.962962962962963,10.1,6.0,0.2222222222222222,14.3,11.0,0.41,374.0,13.851851851851851,371.0,13.74074074074074,378.0,14.0,194.0,7.185185185185185,99.2,51.3,1.67,-0.65
108390,Thibaut Courtois,Real Madrid,27,Belgium,2019/2020,55000000,48000000,Goalkeeper,es La Liga,34,34,3060.0,34.0,20.0,0.59,95.0,2.7941176470588234,2.8,0.08,78.9,52.9,285.0,8.382352941176471,8.8,0.0,0.0,,22.0,0.65,513.0,15.088235294117647,511.0,15.029411764705882,428.0,12.588235294117647,196.0,5.764705882352941,99.6,45.8,2.26,-0.07
108390,Thibaut Courtois,Real Madrid,28,Belgium,2020/2021,60000000,60000000,Goalkeeper,es La Liga,38,38,3420.0,38.0,28.0,0.74,111.0,2.9210526315789473,2.8,0.07,81.1,44.7,286.0,7.526315789473684,9.4,7.0,0.18421052631578946,22.2,24.0,0.63,619.0,16.289473684210527,617.0,16.236842105263158,518.0,13.631578947368421,292.0,7.684210526315789,99.7,56.4,2.21,
222209,Thomas Strakosha,Lazio,22,Albania,2017/2018,4500000,20000000,Goalkeeper,it Serie A,38,38,3420.0,38.0,49.0,1.29,153.0,4.026315789473684,4.2,0.11,73.9,28.9,290.0,7.631578947368421,4.1,9.0,0.23684210526315788,10.0,23.0,0.61,335.0,8.81578947368421,323.0,8.5,654.0,17.210526315789473,380.0,10.0,96.4,58.1,1.89,
222209,Thomas Strakosha,Lazio,23,Albania,2018/2019,20000000,20000000,Goalkeeper,it Serie A,35,35,3150.0,35.0,39.0,1.11,129.0,3.6857142857142855,0.3,0.01,73.6,28.6,311.0,8.885714285714286,6.8,5.0,0.14285714285714285,28.6,18.0,0.51,312.0,8.914285714285715,301.0,8.6,637.0,18.2,325.0,9.285714285714286,96.5,51.0,1.57,0.65
222209,Thomas Strakosha,Lazio,24,Albania,2019/2020,25000000,20000000,Goalkeeper,it Serie A,38,38,3420.0,38.0,42.0,1.11,145.0,3.8157894736842106,4.6,0.12,75.9,28.9,282.0,7.421052631578948,5.3,7.0,0.18421052631578946,12.5,17.0,0.45,330.0,8.68421052631579,323.0,8.5,582.0,15.31578947368421,322.0,8.473684210526315,97.9,55.3,2.05,
222209,Thomas Strakosha,Lazio,25,Albania,2020/2021,25000000,14000000,Goalkeeper,it Serie A,9,9,810.0,9.0,14.0,1.56,37.0,4.111111111111111,-0.8,-0.09,67.6,33.3,77.0,8.555555555555555,9.1,2.0,0.2222222222222222,0.0,1.0,0.11,105.0,11.666666666666666,104.0,11.555555555555555,153.0,17.0,97.0,10.777777777777779,99.0,63.4,1.22,-1.08
64399,Vicente Guaita,Getafe,30,Spain,2017/2018,1800000,5000000,Goalkeeper,es La Liga,33,33,2970.0,33.0,26.0,0.79,108.0,3.272727272727273,2.8,0.09,76.9,36.4,314.0,9.515151515151516,14.3,1.0,0.030303030303030304,50.0,19.0,0.58,81.0,2.4545454545454546,77.0,2.3333333333333335,725.0,21.96969696969697,247.0,7.484848484848484,95.1,34.1,1.45,0.27
64399,Vicente Guaita,Crystal Palace,31,Spain,2018/2019,5000000,5000000,Goalkeeper,eng Premier League,20,20,1754.0,19.5,23.0,1.18,84.0,4.3076923076923075,-0.4,-0.02,73.8,35.0,207.0,10.615384615384615,8.2,1.0,0.05128205128205128,0.0,4.0,0.21,106.0,5.435897435897436,104.0,5.333333333333333,446.0,22.871794871794872,154.0,7.897435897435898,98.1,34.5,1.7,1.06
64399,Vicente Guaita,Crystal Palace,32,Spain,2019/2020,5000000,4000000,Goalkeeper,eng Premier League,35,35,3150.0,35.0,42.0,1.2,147.0,4.2,6.8,0.19,71.4,28.6,331.0,9.457142857142857,9.1,0.0,0.0,,16.0,0.46,226.0,6.457142857142857,219.0,6.257142857142857,735.0,21.0,281.0,8.028571428571428,96.9,38.2,1.2,1.63
64399,Vicente Guaita,Crystal Palace,33,Spain,2020/2021,4000000,2000000,Goalkeeper,eng Premier League,37,37,3330.0,37.0,64.0,1.73,168.0,4.54054054054054,-2.2,-0.06,63.7,21.6,367.0,9.91891891891892,7.1,3.0,0.08108108108108109,25.0,15.0,0.41,195.0,5.27027027027027,189.0,5.108108108108108,797.0,21.54054054054054,322.0,8.702702702702704,96.9,40.4,1.11,-1.7
296802,Walter Benítez,Nice,24,Argentina,2017/2018,1500000,3500000,Goalkeeper,fr Ligue 1,28,28,2520.0,28.0,36.0,1.29,114.0,4.071428571428571,1.5,0.05,71.1,25.0,320.0,11.428571428571429,5.3,3.0,0.10714285714285714,40.0,6.0,0.21,215.0,7.678571428571429,207.0,7.392857142857143,243.0,8.678571428571429,97.0,3.4642857142857144,96.3,39.9,1.57,0.44
296802,Walter Benítez,Nice,25,Argentina,2018/2019,7000000,10000000,Goalkeeper,fr Ligue 1,35,35,3150.0,35.0,29.0,0.83,141.0,4.0285714285714285,12.3,0.35,80.9,45.7,371.0,10.6,4.6,2.0,0.05714285714285714,60.0,13.0,0.37,479.0,13.685714285714285,472.0,13.485714285714286,528.0,15.085714285714285,288.0,8.228571428571428,98.5,54.5,1.57,1.67
296802,Walter Benítez,Nice,26,Argentina,2019/2020,10000000,8000000,Goalkeeper,fr Ligue 1,26,26,2340.0,26.0,36.0,1.38,129.0,4.961538461538462,10.6,0.41,75.2,15.4,256.0,9.846153846153847,7.0,4.0,0.15384615384615385,20.0,9.0,0.35,310.0,11.923076923076923,305.0,11.73076923076923,286.0,11.0,161.0,6.1923076923076925,98.4,56.3,1.35,-0.96
296802,Walter Benítez,Nice,27,Argentina,2020/2021,10000000,10000000,Goalkeeper,fr Ligue 1,38,38,3420.0,38.0,53.0,1.39,167.0,4.394736842105263,-4.5,-0.12,72.5,23.7,356.0,9.368421052631579,7.0,7.0,0.18421052631578946,0.0,17.0,0.45,498.0,13.105263157894736,491.0,12.921052631578947,471.0,12.394736842105264,242.0,6.368421052631579,98.6,51.4,1.37,
19948,Willy Caballero,Chelsea,35,Argentina,2017/2018,1500000,1000000,Goalkeeper,eng Premier League,3,3,270.0,3.0,4.0,1.33,12.0,4.0,0.3,0.12,66.7,33.3,24.0,8.0,4.2,0.0,0.0,,5.0,1.67,36.0,12.0,36.0,12.0,44.0,14.666666666666666,23.0,7.666666666666667,100.0,52.3,1.33,0.04
19948,Willy Caballero,Chelsea,36,Argentina,2018/2019,1000000,1000000,Goalkeeper,eng Premier League,2,2,180.0,2.0,0.0,0.0,3.0,1.5,0.4,0.2,100.0,100.0,18.0,9.0,22.2,0.0,0.0,,0.0,0.0,22.0,11.0,22.0,11.0,30.0,15.0,18.0,9.0,100.0,60.0,2.0,0.39
19948,Willy Caballero,Chelsea,37,Argentina,2019/2020,750000,600000,Goalkeeper,eng Premier League,5,5,450.0,5.0,7.0,1.4,16.0,3.2,-0.1,-0.02,56.3,20.0,20.0,4.0,0.0,0.0,0.0,,2.0,0.4,55.0,11.0,55.0,11.0,87.0,17.4,43.0,8.6,100.0,49.4,1.6,-0.22
19948,Willy Caballero,Chelsea,38,Argentina,2020/2021,500000,250000,Goalkeeper,eng Premier League,1,1,90.0,1.0,3.0,3.0,3.0,3.0,-1.5,-1.54,0.0,0.0,8.0,8.0,0.0,0.0,0.0,,2.0,2.0,13.0,13.0,13.0,13.0,5.0,5.0,3.0,3.0,100.0,60.0,1.0,-0.59
44058,Wojciech Szczęsny,Juventus,27,Poland,2017/2018,17000000,20000000,Goalkeeper,it Serie A,17,17,1530.0,17.0,9.0,0.53,34.0,2.0,2.5,0.15,73.5,64.7,126.0,7.411764705882353,4.8,0.0,0.0,,2.0,0.12,162.0,9.529411764705882,161.0,9.470588235294118,251.0,14.764705882352942,161.0,9.470588235294118,99.4,64.1,2.47,-0.61
44058,Wojciech Szczęsny,Juventus,28,Poland,2018/2019,30000000,35000000,Goalkeeper,it Serie A,28,28,2520.0,28.0,20.0,0.71,78.0,2.7857142857142856,5.0,0.18,75.6,39.3,218.0,7.785714285714286,9.6,1.0,0.03571428571428571,50.0,21.0,0.75,275.0,9.821428571428571,273.0,9.75,399.0,14.25,256.0,9.142857142857142,99.3,64.2,2.54,0.75
44058,Wojciech Szczęsny,Juventus,29,Poland,2019/2020,40000000,32000000,Goalkeeper,it Serie A,29,29,2591.0,28.8,33.0,1.15,120.0,4.166666666666667,1.6,0.06,79.2,37.9,219.0,7.604166666666666,5.0,8.0,0.2777777777777778,11.1,22.0,0.76,286.0,9.930555555555555,281.0,9.756944444444445,339.0,11.770833333333334,241.0,8.368055555555555,98.3,71.1,2.1,-0.14
44058,Wojciech Szczęsny,Juventus,30,Poland,2020/2021,35000000,25000000,Goalkeeper,it Serie A,30,30,2677.0,29.7,32.0,1.08,95.0,3.1986531986531985,-1.9,-0.06,70.5,16.7,241.0,8.114478114478114,7.1,4.0,0.13468013468013468,33.3,24.0,0.81,449.0,15.117845117845118,444.0,14.94949494949495,376.0,12.659932659932661,279.0,9.393939393939394,98.9,74.2,1.87,-1.16
42205,Yann Sommer,M'Gladbach,28,Switzerland,2017/2018,9000000,8000000,Goalkeeper,de Bundesliga,30,30,2625.0,29.2,42.0,1.44,145.0,4.965753424657534,-0.2,-0.01,73.8,20.0,315.0,10.787671232876713,8.3,4.0,0.136986301369863,0.0,16.0,0.55,462.0,15.821917808219178,457.0,15.65068493150685,647.0,22.15753424657534,315.0,10.787671232876713,98.9,48.7,1.47,1.52
42205,Yann Sommer,M'Gladbach,29,Switzerland,2018/2019,10000000,12000000,Goalkeeper,de Bundesliga,34,34,3060.0,34.0,43.0,1.26,154.0,4.529411764705882,9.9,0.29,74.0,38.2,290.0,8.529411764705882,8.6,3.0,0.08823529411764706,0.0,26.0,0.76,688.0,20.235294117647058,683.0,20.08823529411765,747.0,21.970588235294116,423.0,12.441176470588236,99.3,56.6,1.62,
42205,Yann Sommer,M'Gladbach,30,Switzerland,2019/2020,12000000,9500000,Goalkeeper,de Bundesliga,34,34,3060.0,34.0,40.0,1.18,152.0,4.470588235294118,4.3,0.13,74.3,20.6,286.0,8.411764705882353,4.9,1.0,0.029411764705882353,50.0,31.0,0.91,647.0,19.029411764705884,642.0,18.88235294117647,689.0,20.264705882352942,426.0,12.529411764705882,99.2,61.8,1.91,
42205,Yann Sommer,M'Gladbach,31,Switzerland,2020/2021,7000000,6000000,Goalkeeper,de Bundesliga,31,31,2712.0,30.1,50.0,1.66,124.0,4.119601328903654,-6.9,-0.23,64.5,19.4,240.0,7.973421926910299,5.8,6.0,0.19933554817275748,0.0,20.0,0.66,472.0,15.681063122923588,468.0,15.548172757475083,544.0,18.073089700996675,321.0,10.664451827242525,99.2,59.0,1.45,-0.61
