Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Offensive_Contribution,Passing_Ability,Defensive_Performance,Team_Impact,Overall_Performance_Index,Team_Rating
Alberto Moreno,Liverpool,25,Spain,2017/2018,10000000.0,10000000.0,Wing-Back,eng Premier League,16,14,1266.0,14.1,-0.2364733286977319,0.843018492215815,0.6644802259198438,-0.9607146876111552,0.276309234755464,1.150000000000003
Alberto Moreno,Liverpool,26,Spain,2018/2019,9000000.0,9000000.0,Wing-Back,eng Premier League,2,2,154.0,1.7,-0.0784867790114072,2.020421778620519,-0.7396889023807739,-0.1652481569502971,0.206143479423407,1.6750000000000018
Alberto Moreno,Villarreal,27,Spain,2019/2020,7500000.0,6000000.0,Wing-Back,es La Liga,18,17,1471.0,16.3,-0.3957385856479578,0.8623924980148677,-0.1244688237564722,-0.0726813573995875,0.0460443247546055,0.3499999999999998
Alberto Moreno,Villarreal,28,Spain,2020/2021,5000000.0,2500000.0,Wing-Back,es La Liga,5,2,193.0,2.1,-0.5258228981521489,-0.0343439513491766,-1.385654663709163,1.0791008285654322,-0.5434019067246024,0.4000000000000002
Aleix Vidal,Barcelona,27,Spain,2017/2018,7500000.0,7500000.0,Wing-Back,es La Liga,15,4,468.0,5.2,0.6654421460832606,-0.3241584897386584,-0.1991662732766039,1.3565471076072797,0.1845395365042301,1.7500000000000022
Aleix Vidal,Sevilla,28,Spain,2018/2019,5000000.0,4000000.0,Wing-Back,es La Liga,11,5,528.0,5.9,0.5654747983299265,-0.3659320861026672,0.0523157989155445,0.6695245604987927,0.1634224036436309,0.3750000000000016
Aleix Vidal,Alaves,29,Spain,2019/2020,4500000.0,3500000.0,Wing-Back,es La Liga,29,26,2165.0,24.1,0.4059938928519037,-1.713437563558844,-1.5206794001431012,0.8939359325839644,-0.7494054198258289,-0.6250000000000007
Aleix Vidal,Sevilla,30,Spain,2020/2021,3000000.0,2000000.0,Wing-Back,es La Liga,12,5,595.0,6.6,-0.3390211908390157,1.8884046914960648,0.3216007866553537,1.290668229534339,0.6120219139051192,0.5
Aleksandar Kolarov,Roma,31,Serbia,2017/2018,10000000.0,12000000.0,Wing-Back,it Serie A,35,34,3060.0,34.0,0.8390199132303878,0.3380938161695586,0.0376784612903972,-0.2941746097089357,0.3199994284922514,0.8250000000000107
Aleksandar Kolarov,Roma,32,Serbia,2018/2019,12000000.0,8000000.0,Wing-Back,it Serie A,33,32,2906.0,32.3,0.8019241183836034,0.4492902578093379,-0.5080493840597555,0.5247631351669438,0.2275588290631954,0.4500000000000003
Aleksandar Kolarov,Roma,33,Serbia,2019/2020,8000000.0,6500000.0,Wing-Back,it Serie A,32,30,2732.0,30.4,0.8911106806946337,0.3446235854554006,0.1880344965671903,0.0185738984463999,0.4211585642153969,0.6500000000000031
Aleksandar Kolarov,Inter,34,Serbia,2020/2021,5000000.0,1500000.0,Wing-Back,it Serie A,7,4,390.0,4.3,-1.038569145100263,1.7997586350251424,0.8209644785862747,-1.122011768424649,0.3135053058889379,1.350000000000007
Alessandro Florenzi,Roma,26,Italy,2017/2018,20000000.0,30000000.0,Wing-Back,it Serie A,32,26,2387.0,26.5,0.3197239601324149,0.2911020650221785,-0.5898986532715762,0.5932991490939316,0.0215580905596105,0.8250000000000107
Alessandro Florenzi,Roma,27,Italy,2018/2019,30000000.0,25000000.0,Wing-Back,it Serie A,29,24,2180.0,24.2,0.2885358450385029,-0.0221082183060956,-0.5047809089705172,0.4154629167766488,-0.0540933275269891,0.4500000000000003
Alessandro Florenzi,Roma,28,Italy,2019/2020,20000000.0,16000000.0,Wing-Back,it Serie A,14,12,997.0,11.1,-0.1205866928938944,-0.3287270988841232,-0.6304754110040721,-0.3337880889983879,-0.3724029853404631,0.6500000000000031
Alessandro Florenzi,Paris SG,29,Italy,2020/2021,10000000.0,13000000.0,Wing-Back,fr Ligue 1,21,18,1538.0,17.1,0.0135292644539753,0.6857508549116225,-0.6903858624735657,-0.7928729688264298,-0.1454258556842927,1.4500000000000024
Alex Sandro,Juventus,26,Brazil,2017/2018,35000000.0,45000000.0,Wing-Back,it Serie A,26,23,2117.0,23.5,0.8488183331361806,1.4395213269937417,0.1895228587445665,0.9760347398828264,0.7784623062381705,1.5500000000000114
Alex Sandro,Juventus,27,Brazil,2018/2019,50000000.0,45000000.0,Wing-Back,it Serie A,31,28,2387.0,26.5,0.3178876046182322,0.9465549434653132,0.1091673597657801,0.6438252052939378,0.4345961136992148,0.9999999999999998
Alex Sandro,Juventus,28,Brazil,2019/2020,50000000.0,40000000.0,Wing-Back,it Serie A,29,27,2385.0,26.5,0.2894113620810746,1.6011385998415186,-0.1607939895222856,-0.6678006250164628,0.3640500997502558,0.8250000000000025
Alex Sandro,Juventus,29,Brazil,2020/2021,35000000.0,20000000.0,Wing-Back,it Serie A,26,20,1858.0,20.6,0.2701206848007858,1.852598080653619,0.4191164617292391,0.5540917323022868,0.7462856604391028,0.9750000000000068
Alfonso Pedraza,Alaves,21,Spain,2017/2018,1000000.0,5000000.0,Wing-Back,es La Liga,33,27,2440.0,27.1,1.0402854321695525,-2.7356805210001425,-0.4996890765334632,-0.4862026704660828,-0.5953459444324902,-0.2499999999999984
Alfonso Pedraza,Villarreal,22,Spain,2018/2019,7500000.0,22000000.0,Wing-Back,es La Liga,34,22,2095.0,23.3,1.0066246157935563,-1.6009279255240605,-0.1847363615270681,-1.101364921015599,-0.2730388152789819,-0.0749999999999979
Alfonso Pedraza,Betis,23,Spain,2019/2020,17500000.0,9500000.0,Wing-Back,es La Liga,21,15,1349.0,15.0,0.360095256574847,-0.398338707113399,0.0055656683043578,-0.8533195766450674,-0.0749400735638771,-0.3000000000000002
Alfonso Pedraza,Villarreal,24,Spain,2020/2021,10000000.0,20000000.0,Wing-Back,es La Liga,29,24,2093.0,23.3,0.4432128363623211,-0.3786726019730854,-0.2354433033137988,-0.3539401237872334,-0.0795034681231279,0.4000000000000002
Allan Nyom,West Brom,29,Cameroon,2017/2018,4500000.0,4500000.0,Wing-Back,eng Premier League,29,25,2310.0,25.7,-0.9800906991412986,-0.7421800683177012,0.1860292129803386,0.1160107247023869,-0.4028609298084576,-0.624999999999996
Allan Nyom,Leganes,30,Cameroon,2018/2019,3500000.0,3000000.0,Wing-Back,es La Liga,23,20,1708.0,19.0,-0.1441861608003504,-0.878428046483747,-0.016919994332102,0.3508085493189082,-0.2337040029453867,-0.1499999999999982
Allan Nyom,Getafe,31,Cameroon,2019/2020,3500000.0,3200000.0,Wing-Back,es La Liga,34,31,2422.0,26.9,-0.1117719756150762,-1.564918243901385,-0.2984671006525187,-0.2447549415693136,-0.5537001330451821,0.1500000000000001
Allan Nyom,Getafe,32,Cameroon,2020/2021,2500000.0,2000000.0,Wing-Back,es La Liga,31,28,2323.0,25.8,-0.2693970147718383,-1.6369040987675505,0.0986944268854714,0.0453094253577718,-0.4509711371777469,-0.3750000000000001
Almamy Touré,Monaco,21,Mali,2017/2018,4000000.0,8000000.0,Wing-Back,fr Ligue 1,20,13,1248.0,13.9,0.4183394890623471,-0.5258294545091118,-0.1322897900325095,-0.2016916924603157,-0.0724261126659837,1.0000000000000029
Almamy Touré,Ein Frankfurt,22,Mali,2018/2019,8000000.0,6500000.0,Wing-Back,de Bundesliga,7,6,519.0,5.8,-0.4328709467142846,-0.1071954170876918,1.1951503499241944,-0.5120182540515328,0.2104406587821064,0.3333333333333266
Almamy Touré,Ein Frankfurt,23,Mali,2019/2020,6500000.0,6500000.0,Wing-Back,de Bundesliga,19,18,1491.0,16.6,0.522451632477284,-1.1879175342802792,0.8762951652061102,-0.5166776650216672,0.1147916474930872,-0.0277777777777885
Almamy Touré,Ein Frankfurt,24,Mali,2020/2021,5500000.0,5500000.0,Wing-Back,de Bundesliga,17,8,704.0,7.8,0.9569933469504688,-1.4567361788149995,0.5651926878856507,0.5557239121812338,0.1763037913594918,0.4444444444444388
Ambroise Oyongo,Montpellier,26,Cameroon,2017/2018,750000.0,750000.0,Wing-Back,fr Ligue 1,3,3,201.0,2.2,-0.2712198217648102,-0.9403516128400178,-1.3097286704364604,0.4067710784068533,-0.7341817765515233,0.0750000000000027
Ambroise Oyongo,Montpellier,27,Cameroon,2018/2019,1500000.0,4000000.0,Wing-Back,fr Ligue 1,26,25,2136.0,23.7,0.1532930036766056,-0.8932887234506435,-0.8008891472465522,0.303254724131842,-0.4273200088827882,0.2750000000000013
Ambroise Oyongo,Montpellier,28,Cameroon,2019/2020,3500000.0,2800000.0,Wing-Back,fr Ligue 1,21,21,1821.0,20.2,-0.2756794940839046,-0.5135300806574243,-0.9510211171629954,0.6852588163911353,-0.4754178777574622,0.0442828286169387
Ambroise Oyongo,Montpellier,29,Cameroon,2020/2021,2500000.0,2200000.0,Wing-Back,fr Ligue 1,13,5,558.0,6.2,0.1433051715818405,0.0100887254108663,-0.2904546871491507,-0.1104980295937999,-0.067195210634314,-0.0499999999999973
Ander Capa,Eibar,25,Spain,2017/2018,5000000.0,3000000.0,Wing-Back,es La Liga,33,25,2256.0,25.1,0.0784893315710713,-0.2011852153756977,0.4383905540999658,-0.6216994129735808,0.0645172482650269,-0.1499999999999983
Ander Capa,Ath Bilbao,26,Spain,2018/2019,3000000.0,3000000.0,Wing-Back,es La Liga,25,17,1642.0,18.2,-0.1148329407695864,-0.7532201253932936,0.0238908496786627,0.3787354001399601,-0.1765195761776714,-0.0999999999999977
Ander Capa,Ath Bilbao,27,Spain,2019/2020,7500000.0,6000000.0,Wing-Back,es La Liga,35,32,2872.0,31.9,0.7470540732744553,-0.6209633646087932,-0.1055372444586884,-0.1320093807404463,0.0187364071955527,0.0749999999999999
Ander Capa,Ath Bilbao,28,Spain,2020/2021,5000000.0,6000000.0,Wing-Back,es La Liga,28,25,2131.0,23.7,0.1381698193402351,-0.2731599089570468,-0.1113092726872514,0.1429830627565021,-0.0514989706020789,0.1000000000000002
Andoni Gorosabel,Sociedad,20,Spain,2017/2018,200000.0,1000000.0,Wing-Back,es La Liga,2,1,76.0,0.8,-2.364829967439241,0.8537319162992539,-1.458637029978094,-1.0720434183735257,-1.113743313486644,0.1750000000000018
Andoni Gorosabel,Sociedad,21,Spain,2018/2019,2500000.0,1500000.0,Wing-Back,es La Liga,7,6,455.0,5.1,-0.7227325034906683,0.1989606005367765,-0.6627523675477094,-0.7492333193265601,-0.4739662614873606,-0.0249999999999982
Andoni Gorosabel,Sociedad,22,Spain,2019/2020,2000000.0,1600000.0,Wing-Back,es La Liga,14,8,714.0,7.9,-0.1465188867122212,-0.3917824438050679,0.3920826191612987,-1.1711440464083889,-0.1217867648993176,0.2
Andoni Gorosabel,Sociedad,23,Spain,2020/2021,3000000.0,10000000.0,Wing-Back,es La Liga,32,28,2382.0,26.5,-0.4894730637580962,0.273721542118744,-0.4532260103540743,1.188536710524155,-0.1181869661692533,0.5249999999999996
Andrea Conti,Milan,23,Italy,2017/2018,10000000.0,15000000.0,Wing-Back,it Serie A,2,2,157.0,1.7,-0.1214846717212902,1.6444572092964047,-0.4991891997942846,2.3406495689538533,0.4340176377750998,0.3500000000000109
Andrea Conti,Milan,24,Italy,2018/2019,14000000.0,15000000.0,Wing-Back,it Serie A,12,4,500.0,5.6,-0.2591482376531415,0.6986508828387142,-0.2978723625296006,0.7723954114392518,0.0699024636723011,0.4750000000000005
Andrea Conti,Milan,25,Italy,2019/2020,15000000.0,12000000.0,Wing-Back,it Serie A,23,21,1725.0,19.2,-0.5000600375476413,0.8190128973677431,-0.2597044281085902,-0.4661680652233105,-0.0827781432826942,0.4250000000000023
Andrea Conti,Parma,26,Italy,2020/2021,10000000.0,4500000.0,Wing-Back,it Serie A,11,9,809.0,9.0,-0.4347078299533488,0.0669089058140504,0.2505496274937127,-0.4561006603127404,-0.0716028189409666,-1.0999999999999928
Andrew Robertson,Liverpool,23,Scotland,2017/2018,7000000.0,25000000.0,Wing-Back,eng Premier League,22,22,1940.0,21.6,-0.2914622907178768,1.5399607915743314,0.2954769488848068,0.9390352399778116,0.4948719667856833,1.150000000000003
Andrew Robertson,Liverpool,24,Scotland,2018/2019,35000000.0,60000000.0,Wing-Back,eng Premier League,36,36,3216.0,35.7,0.2695616751617897,1.5711361083242168,-0.0923163965797558,-0.0744864312684255,0.433893147699834,1.6750000000000018
Andrew Robertson,Liverpool,25,Scotland,2019/2020,80000000.0,64000000.0,Wing-Back,eng Premier League,36,34,3111.0,34.6,0.2738266043815365,1.6791254361136854,-0.1996232129295254,1.1066921012032418,0.5427304259378726,1.3000000000000054
Andrew Robertson,Liverpool,26,Scotland,2020/2021,75000000.0,65000000.0,Wing-Back,eng Premier League,38,38,3383.0,37.6,0.2692786767546916,1.7452525225978237,-0.0436084392317893,-6.36333972685027,-0.1345001927402899,0.6499999999999976
Antonio Barragán,Betis,30,Spain,2017/2018,3000000.0,2500000.0,Wing-Back,es La Liga,29,28,2370.0,26.3,0.0799229291002372,0.5601650599806935,-0.6206241790574126,-0.3059831790688458,-0.0837986368517344,-0.0249999999999988
Antonio Barragán,Betis,31,Spain,2018/2019,2000000.0,2000000.0,Wing-Back,es La Liga,14,12,934.0,10.4,-0.7535673860156953,0.8111804429182031,-0.7305135314151521,-1.3805763655502628,-0.4170124776254872,-0.1999999999999977
Antonio Barragán,Betis,32,Spain,2019/2020,2000000.0,1600000.0,Wing-Back,es La Liga,12,7,641.0,7.1,-0.2192082400282749,0.5628603379837877,-0.7504907763500992,-0.2798681032461764,-0.2157059695596879,-0.3000000000000002
Antonio Barragán,Elche,33,Spain,2020/2021,1000000.0,800000.0,Wing-Back,es La Liga,27,26,2235.0,24.8,-0.6491579262128059,0.3020075152756984,-1.1549138933461156,0.5080023743511726,-0.4726651242809404,-0.5250000000000002
Antonio Barreca,Torino,22,Italy,2017/2018,4000000.0,3500000.0,Wing-Back,it Serie A,9,3,468.0,5.2,-0.6615927261850786,0.3934112027347333,-0.1759284145694888,-1.5622802435754417,-0.3179279866287055,0.2000000000000118
Antonio Barreca,Monaco,23,Italy,2018/2019,8000000.0,7000000.0,Wing-Back,fr Ligue 1,7,7,593.0,6.6,-0.0240291640599336,-1.1522605999163802,-0.8504798698578715,0.3513019410786567,-0.5578116595394644,-0.4749999999999985
Antonio Barreca,Genoa,24,Italy,2019/2020,4000000.0,3200000.0,Wing-Back,it Serie A,18,11,1095.0,12.2,-0.3643995694811301,-1.518886979987865,-1.5566192150999858,-0.0954014366537681,-1.043398484791677,-0.6499999999999967
Antonio Barreca,Fiorentina,25,Italy,2020/2021,3000000.0,2000000.0,Wing-Back,it Serie A,3,1,85.0,0.9,-1.256968971721986,-0.986755479829777,-1.3257212878285152,-1.0700039376159212,-1.1947824059756125,-0.2999999999999929
Arthur Masuaku,West Ham,23,Democratic Republic of the Congo,2017/2018,7000000.0,7000000.0,Wing-Back,eng Premier League,27,21,1870.0,20.8,0.5704273347858907,-1.2271351575855582,0.5030813506139961,0.936293313796317,0.1340522151339079,-0.4999999999999964
Arthur Masuaku,West Ham,24,Democratic Republic of the Congo,2018/2019,7000000.0,7000000.0,Wing-Back,eng Premier League,23,19,1759.0,19.5,0.064225255594402,0.2411687390440789,0.3943969141004185,0.5310429659394977,0.2707029779684365,-0.0749999999999992
Arthur Masuaku,West Ham,25,Democratic Republic of the Congo,2019/2020,10000000.0,6500000.0,Wing-Back,eng Premier League,17,10,937.0,10.4,0.5372412586492684,-0.1803151666203414,0.8135798403860275,-1.2043371391648847,0.2804128161583162,-0.3249999999999945
Arthur Masuaku,West Ham,26,Democratic Republic of the Congo,2020/2021,7500000.0,7000000.0,Wing-Back,eng Premier League,12,12,1006.0,11.2,0.5057790420884825,0.0408087980108757,-0.6414544512238725,0.6923399622934658,0.0066608504302549,0.374999999999997
Ashley Young,Man United,32,England,2017/2018,5000000.0,7000000.0,Wing-Back,eng Premier League,30,28,2442.0,27.1,0.1519241645907899,0.3310175177837497,-0.0912630292934073,-0.4904182313192041,0.0473477454385614,1.0000000000000036
Ashley Young,Man United,33,England,2018/2019,7000000.0,5000000.0,Wing-Back,eng Premier League,30,28,2569.0,28.5,0.3525346227681875,-0.0853044131680006,-0.1821103029171824,0.2414499063457009,0.0448406681520123,0.2750000000000012
Ashley Young,Inter,34,England,2019/2020,4000000.0,3200000.0,Wing-Back,it Serie A,18,13,1185.0,13.2,1.507084972875461,0.3549405847321249,-1.0098191640541656,-0.4454436038201591,0.1428795702446956,1.1250000000000029
Ashley Young,Inter,35,England,2020/2021,3000000.0,1000000.0,Wing-Back,it Serie A,26,16,1425.0,15.8,-0.0014385006743656,0.2964860776891171,-1.5961896953856196,0.6645630297012015,-0.418520121194877,1.350000000000007
Bartosz Bereszyński,Sampdoria,25,Poland,2017/2018,2000000.0,12000000.0,Wing-Back,it Serie A,31,28,2480.0,27.6,-0.5609559784535265,0.551669358175284,0.1360446200450848,-0.0238614228402361,0.0148600207395191,-0.0999999999999884
Bartosz Bereszyński,Sampdoria,26,Poland,2018/2019,11000000.0,10000000.0,Wing-Back,it Serie A,27,24,2200.0,24.4,-0.1277837925678398,0.8758824726386736,-0.3312241780614219,-0.1371503749974678,0.050991980568072,0.2249999999999998
Bartosz Bereszyński,Sampdoria,27,Poland,2019/2020,8000000.0,6500000.0,Wing-Back,it Serie A,28,27,2402.0,26.7,-0.4419350156486517,-0.2578783980107006,0.1875787964457676,-0.8583674075190288,-0.2172342661931549,-0.4249999999999964
Bartosz Bereszyński,Sampdoria,28,Poland,2020/2021,6000000.0,6000000.0,Wing-Back,it Serie A,31,29,2607.0,29.0,-0.3373522336176485,0.4382329535306722,0.5162499075513534,-0.7995018487519906,0.1090898510651481,-0.0499999999999922
Bastian Oczipka,Schalke 04,28,Germany,2017/2018,3500000.0,7000000.0,Wing-Back,de Bundesliga,29,26,2320.0,25.8,0.5902025547653938,-0.217682795502386,-0.4814715841486412,0.2280149275613895,-0.0230734941418638,0.4444444444444367
Bastian Oczipka,Schalke 04,29,Germany,2018/2019,5500000.0,4000000.0,Wing-Back,de Bundesliga,21,21,1875.0,20.8,0.3453294468660222,-0.6074668162271766,-0.5253846881680551,0.6489382015036962,-0.1672586907054371,-0.5000000000000069
Bastian Oczipka,Schalke 04,30,Germany,2019/2020,4000000.0,3200000.0,Wing-Back,de Bundesliga,34,33,3015.0,33.5,-0.0306281471840228,-0.147869946872787,-0.25343659645964,1.4559194099557309,0.0107332013612954,-0.555555555555567
Bastian Oczipka,Schalke 04,31,Germany,2020/2021,2800000.0,600000.0,Wing-Back,de Bundesliga,27,20,1922.0,21.4,-0.5492838171060995,-0.2073015380025983,-0.46026023364086,-1.1303735029181654,-0.4907389616985969,-1.6944444444444504
Ben Chilwell,Leicester,20,England,2017/2018,2500000.0,8000000.0,Wing-Back,eng Premier League,24,20,1853.0,20.6,0.05846251705816,-0.8024416396828509,0.993996310291594,0.6109953926810231,0.2259265930668955,-0.0999999999999957
Ben Chilwell,Leicester,21,England,2018/2019,15000000.0,35000000.0,Wing-Back,eng Premier League,36,36,3240.0,36.0,0.1109456278814904,-0.9674964117856693,0.5681912986045646,2.1623208471157738,0.2065086246412048,0.0750000000000008
Ben Chilwell,Leicester,22,England,2019/2020,50000000.0,40000000.0,Wing-Back,eng Premier League,27,27,2373.0,26.4,0.4538398238329006,0.3784506787244244,0.4479288259479487,0.3082755572608024,0.4183672616388386,0.6500000000000052
Ben Chilwell,Chelsea,23,England,2020/2021,50000000.0,45000000.0,Wing-Back,eng Premier League,27,27,2286.0,25.4,0.4352361923634908,0.3810200582234912,0.1501608756779925,-0.1149725915225457,0.2668849195999628,0.5499999999999972
Ben Davies,Tottenham,24,Wales,2017/2018,12000000.0,25000000.0,Wing-Back,eng Premier League,29,26,2324.0,25.8,0.3795937543841163,0.5017526663797757,0.7673980766190295,0.1479639624601147,0.5227020159728506,0.9500000000000032
Ben Davies,Tottenham,25,Wales,2018/2019,25000000.0,25000000.0,Wing-Back,eng Premier League,27,20,1844.0,20.5,-0.5777049380700933,0.5516143972642177,-0.0268809657116326,-0.462352809561309,-0.0910515010601759,0.7000000000000012
Ben Davies,Tottenham,26,Wales,2019/2020,22000000.0,17500000.0,Wing-Back,eng Premier League,18,16,1431.0,15.9,-0.4409192164697903,0.1430728140657492,0.591193715756862,-0.3398314521915453,0.0764270938712473,0.3500000000000051
Ben Davies,Tottenham,27,Wales,2020/2021,17500000.0,16000000.0,Wing-Back,eng Premier League,20,14,1346.0,15.0,-0.6028992819283542,-0.010863101088598,-0.2343687874601507,0.0904909318052834,-0.2565655422811802,0.5749999999999975
Benjamin Henrichs,Leverkusen,20,Germany,2017/2018,10000000.0,12000000.0,Wing-Back,de Bundesliga,23,11,1268.0,14.1,0.1679163708499615,-0.620634406722846,0.9281070879441796,-0.0989948753406206,0.2101543028206777,0.38888888888888
Benjamin Henrichs,Monaco,21,Germany,2018/2019,16000000.0,15000000.0,Wing-Back,fr Ligue 1,22,21,1824.0,20.3,-0.0417074868049777,-0.6182214375864189,0.1396649132922209,-1.57454212592121,-0.2756390983779417,-0.4749999999999985
Benjamin Henrichs,Monaco,22,Germany,2019/2020,15000000.0,12000000.0,Wing-Back,fr Ligue 1,13,10,890.0,9.9,-0.3068155266561765,0.1115701461210625,0.1763785467121228,-1.836329710128609,-0.1860526011302052,0.013668006147627
Benjamin Henrichs,RB Leipzig,23,Germany,2020/2021,12000000.0,12000000.0,Wing-Back,de Bundesliga,13,5,540.0,6.0,-0.0068542368149237,0.286912751454126,0.4802910970931313,-0.397687270383822,0.198005073763268,0.7777777777777718
