Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Offensive_Contribution,Passing_Ability,Defensive_Performance,Team_Impact,Overall_Performance_Index,Team_Rating
Phil Bardsley,Burnley,35,Scotland,2020/2021,800000.0,300000.0,Wing-Back,eng Premier League,4,3,274.0,3.0,-0.3499860951010897,-0.8658960514431076,0.4459195799515619,-1.6022429075613904,-0.3256222791641961,-0.5500000000000022
Pol Lirola,Sassuolo,19,Spain,2017/2018,4000000.0,7500000.0,Wing-Back,it Serie A,24,22,2025.0,22.5,0.0083917413988306,-1.3030034421906909,-0.2700425293685883,-0.3971777114883137,-0.4574659945558608,-0.7499999999999892
Pol Lirola,Sassuolo,20,Spain,2018/2019,10000000.0,13000000.0,Wing-Back,it Serie A,35,32,2975.0,33.1,0.3803944602893512,-0.2398216486620179,-1.1645885265905696,0.0480321194142259,-0.3486398464439758,-0.1749999999999993
Pol Lirola,Fiorentina,21,Spain,2019/2020,12000000.0,9500000.0,Wing-Back,it Serie A,35,30,2648.0,29.4,0.4388791532607939,-0.6650417903639667,-1.1770617692009029,-0.3776878727954756,-0.484337108112617,0.075000000000002
Pol Lirola,Marseille,22,Spain,2020/2021,10000000.0,9000000.0,Wing-Back,fr Ligue 1,19,17,1553.0,17.3,0.7597863101294114,-0.3540812471751129,-0.1280633796520975,-0.6883606024455015,0.0257573381222609,0.1750000000000026
Racine Coly,Nice,21,Senegal,2017/2018,1500000.0,2500000.0,Wing-Back,fr Ligue 1,7,7,617.0,6.9,-0.1369374860529127,0.6338428103089422,-0.4166170251753575,-0.9993098956389314,-0.1283674916139065,0.0250000000000029
Racine Coly,Nice,22,Senegal,2018/2019,2500000.0,2500000.0,Wing-Back,fr Ligue 1,9,6,503.0,5.6,-0.1482313765347495,0.3443340932548964,-0.231966664894824,-0.0707783931102837,-0.0466520616709175,-0.1249999999999983
Racine Coly,Nice,23,Senegal,2019/2020,2500000.0,2000000.0,Wing-Back,fr Ligue 1,10,8,649.0,7.2,0.1333153433066206,1.2501121643822284,0.7697481631423602,-0.2162672790276455,0.6003077732846048,0.0780880361364353
Racine Coly,Nice,24,Senegal,2020/2021,2500000.0,1300000.0,Wing-Back,fr Ligue 1,1,0,17.0,0.2,-2.62725879248501,0.8520590957071952,-1.4971442392622905,-0.2011336642660173,-1.1192767139871076,-0.0749999999999975
Ramy Bensebaini,Rennes,22,Algeria,2017/2018,2000000.0,8000000.0,Wing-Back,fr Ligue 1,29,26,2342.0,26.0,-0.0493711353885669,-0.1769923210339537,0.6669616043436344,-0.6295006641427843,0.111427074230935,0.1500000000000017
Ramy Bensebaini,Rennes,23,Algeria,2018/2019,8000000.0,8000000.0,Wing-Back,fr Ligue 1,25,24,2152.0,23.9,-0.0921898072736906,0.0266408318622829,0.6541687764156837,-0.5446422450247536,0.1534981130264774,0.075000000000001
Ramy Bensebaini,M'gladbach,24,Algeria,2019/2020,12000000.0,9500000.0,Wing-Back,de Bundesliga,19,16,1448.0,16.1,0.7968327819134736,0.0272924019481279,0.5528933798875448,0.4469114697497411,0.4840767649966888,0.7222222222222102
Ramy Bensebaini,M'gladbach,25,Algeria,2020/2021,15000000.0,22000000.0,Wing-Back,de Bundesliga,25,20,1811.0,20.1,0.4567726012440392,0.3474162370027647,1.1588745966952605,0.0295718505356117,0.6324491335208052,0.2222222222222162
Raphael Framberger,Augsburg,21,Germany,2017/2018,250000.0,750000.0,Wing-Back,de Bundesliga,9,7,696.0,7.7,0.2021331846627351,-0.8964647865741009,0.5831790740390159,-0.6935393920818969,-0.0287175045392388,-0.0833333333333418
Raphael Framberger,Augsburg,22,Germany,2018/2019,1500000.0,1000000.0,Wing-Back,de Bundesliga,7,6,548.0,6.1,-0.2629308460862049,-1.5741238385492575,-0.5741031698842342,-1.0182645296868815,-0.775172775891346,-0.5555555555555628
Raphael Framberger,Augsburg,23,Germany,2019/2020,1500000.0,1200000.0,Wing-Back,de Bundesliga,18,12,1175.0,13.1,-0.6667448623804257,-1.2362401999293606,0.52590132745963,1.380537109522654,-0.186964333133332,-0.5000000000000112
Raphael Framberger,Augsburg,24,Germany,2020/2021,1500000.0,2000000.0,Wing-Back,de Bundesliga,21,19,1540.0,17.1,-0.4672175257297044,-1.402356889155658,-0.0999900138417955,1.3094125556775542,-0.3948097292846989,-0.5000000000000056
Raphaël Guerreiro,Dortmund,23,Portugal,2017/2018,20000000.0,18000000.0,Wing-Back,de Bundesliga,9,6,547.0,6.1,1.0874638212554728,-0.021794670516908,-1.064711834957496,-0.7632633714004192,-0.1281850006277507,0.4722222222222135
Raphaël Guerreiro,Dortmund,24,Portugal,2018/2019,21000000.0,25000000.0,Wing-Back,de Bundesliga,23,17,1527.0,17.0,1.4854664482528062,0.3599121767753191,-0.6873562413604374,0.0732063769843777,0.3023639318919564,1.0277777777777697
Raphaël Guerreiro,Dortmund,25,Portugal,2019/2020,25000000.0,28000000.0,Wing-Back,de Bundesliga,29,26,2335.0,25.9,1.471498052027317,2.190284509858253,0.0251468975531074,-0.7471435711023129,0.9231076001061148,1.1944444444444329
Raphaël Guerreiro,Dortmund,26,Portugal,2020/2021,35000000.0,40000000.0,Wing-Back,de Bundesliga,27,25,2218.0,24.6,1.278398220791739,1.9734906502152127,-0.5910235054209109,0.2794487595760579,0.6979787778516119,0.8055555555555495
Raúl Carnero,Leganes,28,Spain,2017/2018,1000000.0,900000.0,Wing-Back,es La Liga,19,15,1394.0,15.5,-0.1532207217901293,-2.694289360202088,1.8999302621955136,0.4969340584442291,-0.0048695589747082,-0.4249999999999987
Raúl Carnero,Girona,29,Spain,2018/2019,800000.0,1000000.0,Wing-Back,es La Liga,10,10,850.0,9.4,-0.0655515543705769,-1.2351544105915582,0.4616287740798342,-0.4349925727501573,-0.2103832553061364,-0.3999999999999977
Raúl Carnero,Valladolid,30,Spain,2019/2020,1000000.0,800000.0,Wing-Back,es La Liga,12,12,1012.0,11.2,-0.3383620268944161,-1.4135835805702657,0.0921005429168186,0.5748230658677014,-0.3651870066032345,-0.2749999999999996
Raúl Carnero,Valladolid,31,Spain,2020/2021,800000.0,600000.0,Wing-Back,es La Liga,8,5,504.0,5.6,2.1141119020010155,-1.785617792188535,1.2040130128074478,-2.944425779639479,0.3147910990718296,-0.5749999999999997
Ricardo Rodríguez,Milan,24,Switzerland,2017/2018,17000000.0,15000000.0,Wing-Back,it Serie A,34,34,3005.0,33.4,-0.0466106707255547,0.859013837961205,-0.3573566625501221,-0.0194626842803768,0.0737491579520544,0.3500000000000109
Ricardo Rodríguez,Milan,25,Switzerland,2018/2019,17000000.0,17000000.0,Wing-Back,it Serie A,35,35,3047.0,33.9,-0.1926512351169631,0.9643154159142996,-0.6399280907974952,-0.1152280384563348,-0.0522141521812708,0.4750000000000005
Ricardo Rodríguez,Milan,26,Switzerland,2019/2020,13000000.0,5500000.0,Wing-Back,it Serie A,5,5,386.0,4.3,-1.8649410633699943,0.9852785459025416,-0.034552335524775,-1.411862943050753,-0.4664422942741095,0.4250000000000023
Ricardo Rodríguez,Torino,27,Switzerland,2020/2021,3500000.0,2000000.0,Wing-Back,it Serie A,16,15,1238.0,13.8,-0.2282679268697541,0.2197768530919337,-0.1737407427964634,-0.8281451708585834,-0.1571599418525633,-0.4749999999999933
Ridle Baku,Mainz,19,Germany,2017/2018,100000.0,125000.0,Wing-Back,de Bundesliga,3,3,233.0,2.6,2.082828461819539,-0.1737291644067751,-0.0928023625548883,1.5392731506926025,0.7028627356192173,-0.3888888888888973
Ridle Baku,Mainz,20,Germany,2018/2019,1500000.0,3500000.0,Wing-Back,de Bundesliga,15,10,937.0,10.4,-0.0184546268544979,-0.4641850143010656,-0.7627700988562787,-1.269983412740795,-0.5155505175053928,-0.3055555555555628
Ridle Baku,Mainz,21,Germany,2019/2020,4500000.0,5000000.0,Wing-Back,de Bundesliga,30,26,2351.0,26.1,0.219458835530783,-1.36155965280959,0.3498440981633164,-0.6645128510619094,-0.2185581132921927,-0.5833333333333444
Ridle Baku,Wolfsburg,22,Germany,2020/2021,7000000.0,25000000.0,Wing-Back,de Bundesliga,32,31,2678.0,29.8,0.927973432873209,-0.6423207266681098,-0.4460447367420846,0.6782364462976861,0.0295198349649742,0.6666666666666607
Robin Gosens,Atalanta,23,Germany,2017/2018,1000000.0,2500000.0,Wing-Back,it Serie A,21,17,1451.0,16.1,0.0084339594640307,0.2712294623151071,0.5919713381789022,-0.0119010231235174,0.2763374194682501,0.4500000000000114
Robin Gosens,Atalanta,24,Germany,2018/2019,6000000.0,8000000.0,Wing-Back,it Serie A,28,23,1942.0,21.6,0.859813483524026,0.0903071726980428,1.02961701705259,-0.1329483907091003,0.6275919551292151,0.775000000000001
Robin Gosens,Atalanta,25,Germany,2019/2020,12000000.0,20000000.0,Wing-Back,it Serie A,34,31,2617.0,29.1,0.9804608861453712,0.0724964316165356,-0.042843345241072,0.151654501443161,0.3124326530576862,1.250000000000003
Robin Gosens,Atalanta,26,Germany,2020/2021,27000000.0,35000000.0,Wing-Back,it Serie A,32,30,2523.0,28.0,1.33247177952162,0.6325205228316986,-0.1666173820401955,0.4567681823712145,0.5452323990874637,1.075000000000008
Rogério,Sassuolo,19,Brazil,2017/2018,900000.0,2000000.0,Wing-Back,it Serie A,13,10,910.0,10.1,0.0024970802303759,-0.8526234875577094,-0.1395404966974768,0.5328314753394625,-0.2079627741304852,-0.7499999999999892
Rogério,Sassuolo,20,Brazil,2018/2019,3500000.0,10000000.0,Wing-Back,it Serie A,33,29,2672.0,29.7,-0.0386238548809402,0.0998404700111514,-0.2679868408446416,-0.3734478115372909,-0.1177672144108478,-0.1749999999999993
Rogério,Sassuolo,21,Brazil,2019/2020,10000000.0,6300000.0,Wing-Back,it Serie A,15,12,1015.0,11.3,0.5944616682584534,0.5585139881411753,-0.8324420837659755,0.245528398342875,0.0511651080290258,0.1500000000000018
Rogério,Sassuolo,22,Brazil,2020/2021,6500000.0,6000000.0,Wing-Back,it Serie A,28,21,1877.0,20.9,-0.1855946643480168,0.882556312984537,-0.4186766329041509,-0.8875766300978963,-0.0703338055845132,0.2000000000000068
Ronaël Pierre-Gabriel,St Etienne,19,France,2017/2018,600000.0,4000000.0,Wing-Back,fr Ligue 1,16,13,1171.0,13.0,0.2091792306005893,0.0807095779750147,-0.8500039139619584,-0.8955423562118044,-0.3041244418339354,-0.0749999999999972
Ronaël Pierre-Gabriel,Monaco,20,France,2018/2019,6000000.0,4000000.0,Wing-Back,fr Ligue 1,4,4,355.0,3.9,-0.6618170540758362,0.5928195833727455,-0.0962192590694007,1.8175584164570897,0.0977388805918542,-0.4749999999999985
Ronaël Pierre-Gabriel,Mainz,21,France,2019/2020,4000000.0,3600000.0,Wing-Back,de Bundesliga,8,8,574.0,6.4,0.0073567933788251,-1.0401401583031502,0.1128848480161537,-2.7001813582891008,-0.4883364405853963,-0.5833333333333444
Ronaël Pierre-Gabriel,Brest,22,France,2020/2021,3600000.0,4000000.0,Wing-Back,fr Ligue 1,29,28,2305.0,25.6,0.162635031551007,0.7072530315451593,0.0735206394556209,-1.5736794034008206,0.0939680508209772,-0.3999999999999974
Ruben Aguilar,Montpellier,24,France,2017/2018,900000.0,6000000.0,Wing-Back,fr Ligue 1,31,27,2459.0,27.3,-0.1482358769103466,-0.393420482629491,-0.4809904149011859,1.069960624267973,-0.2041764665190944,0.0750000000000027
Ruben Aguilar,Montpellier,25,France,2018/2019,6000000.0,8000000.0,Wing-Back,fr Ligue 1,29,29,2528.0,28.1,0.750989055245482,0.0508374494237556,0.2308152423915485,0.161058584020147,0.3348972721686402,0.2750000000000013
Ruben Aguilar,Monaco,26,France,2019/2020,8000000.0,6500000.0,Wing-Back,fr Ligue 1,19,11,1072.0,11.9,0.1047370113581834,0.5137534949139297,0.76658428737024,0.1309675942449715,0.4412607371400186,0.013668006147627
Ruben Aguilar,Monaco,27,France,2020/2021,8000000.0,12000000.0,Wing-Back,fr Ligue 1,33,27,2225.0,24.7,0.1666180631256124,0.6602430511846805,1.0961278652410755,-1.5342958063687029,0.44526135393136,0.8500000000000025
Rubén Duarte,Alaves,21,Spain,2017/2018,1000000.0,2000000.0,Wing-Back,es La Liga,24,24,2138.0,23.8,-0.1168770932828352,-1.172994749643785,0.0630304166757169,0.911030362814222,-0.2151481332778737,-0.2499999999999984
Rubén Duarte,Alaves,22,Spain,2018/2019,2500000.0,5000000.0,Wing-Back,es La Liga,33,33,2772.0,30.8,-0.3014044784476343,-1.235068235891335,0.6695582524103484,-0.9492806753668124,-0.2597710817001833,-0.2749999999999981
Rubén Duarte,Alaves,23,Spain,2019/2020,6000000.0,4800000.0,Wing-Back,es La Liga,31,30,2663.0,29.6,-0.4285057687082256,-1.1808280908467728,0.4593615196557108,2.244152080557088,-0.0385670133889533,-0.6250000000000007
Rubén Duarte,Alaves,24,Spain,2020/2021,5000000.0,4000000.0,Wing-Back,es La Liga,31,29,2545.0,28.3,-0.4209721829750079,-0.858420778941222,0.8201482057511633,0.0407436238493324,-0.0497706152299674,-0.5250000000000005
Rubén Peña,Eibar,26,Spain,2017/2018,1500000.0,2000000.0,Wing-Back,es La Liga,28,18,1733.0,19.3,0.3807062927068723,-1.0472251717333954,-0.1840513679398025,0.1683470163409471,-0.1951776822661232,-0.1499999999999983
Rubén Peña,Eibar,27,Spain,2018/2019,7500000.0,10000000.0,Wing-Back,es La Liga,31,30,2674.0,29.7,0.6289180588708144,-0.5595861475051712,0.894085832945517,0.0502739634700715,0.3667363186628896,-0.099999999999998
Rubén Peña,Villarreal,28,Spain,2019/2020,8000000.0,6500000.0,Wing-Back,es La Liga,26,21,1909.0,21.2,-0.0058191876576259,0.1609370760053509,0.2047732711501635,0.1279096142114623,0.1229501190277534,0.3499999999999998
Rubén Peña,Villarreal,29,Spain,2020/2021,6000000.0,4000000.0,Wing-Back,es La Liga,19,12,1116.0,12.4,0.7022702980212029,-0.6038145768470271,-0.331135640929839,-0.11489669972137,-0.0676596991029765,0.4000000000000002
Ryan Bertrand,Southampton,27,England,2017/2018,20000000.0,20000000.0,Wing-Back,eng Premier League,35,35,3135.0,34.8,-0.3925683665659816,-0.1194159744537243,-0.3994856063113184,0.3481466189017724,-0.2526298039020097,-0.4749999999999965
Ryan Bertrand,Southampton,28,England,2018/2019,18000000.0,15000000.0,Wing-Back,eng Premier League,24,24,2160.0,24.0,-0.4670671954622185,-0.8295796084564493,0.0036899541996068,-0.68366208947048,-0.4145897857299635,-0.5000000000000001
Ryan Bertrand,Southampton,29,England,2019/2020,13000000.0,10500000.0,Wing-Back,eng Premier League,32,31,2742.0,30.5,-0.5009518397604055,-0.2043613052562231,0.4592574957478085,0.3978063029867723,-0.0008551244317671,-0.2249999999999936
Ryan Bertrand,Southampton,30,England,2020/2021,10500000.0,8000000.0,Wing-Back,eng Premier League,29,29,2598.0,28.9,-0.456434807586932,0.0189952939147214,0.0525123068929009,-0.1503608659905127,-0.1288383979839352,-0.5250000000000021
Samir Santos,Udinese,22,Brazil,2017/2018,5000000.0,5000000.0,Wing-Back,it Serie A,31,30,2569.0,28.5,-0.3913743348341815,0.0476772107524247,1.041507287110709,-1.5834962394510566,0.1006849287814942,-0.3749999999999889
Samir Santos,Udinese,23,Brazil,2018/2019,7500000.0,10000000.0,Wing-Back,it Serie A,21,21,1797.0,20.0,0.0310159943057466,-0.4323619656623874,0.8103923633740382,0.117639077628396,0.19661554181988,-0.3499999999999996
Samir Santos,Udinese,24,Brazil,2019/2020,12000000.0,11000000.0,Wing-Back,it Serie A,21,16,1546.0,17.2,-0.4477260548983074,0.6776113899993541,0.8328751012096427,-1.428080982569896,0.1837832181967316,-0.3499999999999983
Samir Santos,Udinese,25,Brazil,2020/2021,12000000.0,16000000.0,Wing-Back,it Serie A,30,24,2216.0,24.6,-0.3251317704195164,0.7075262987699947,0.2736672330232976,-1.3851294791289988,0.036612627211898,-0.3999999999999931
Sead Kolašinac,Arsenal,24,Bosnia and Herzegovina,2017/2018,15000000.0,18000000.0,Wing-Back,eng Premier League,27,25,2147.0,23.9,0.1273281224027122,0.4510226066136079,0.6403943257924875,0.2435431060891243,0.3994464130104986,0.5750000000000041
Sead Kolašinac,Arsenal,25,Bosnia and Herzegovina,2018/2019,20000000.0,20000000.0,Wing-Back,eng Premier League,24,22,1887.0,21.0,-0.1208232814749317,0.2354743088453474,-0.5306783589814225,-0.1922641949650271,-0.1823422523711432,0.5500000000000017
Sead Kolašinac,Arsenal,26,Bosnia and Herzegovina,2019/2020,20000000.0,16000000.0,Wing-Back,eng Premier League,26,19,1701.0,18.9,-0.3738263099779242,0.8100570330554432,-0.2677803082809594,-0.3563529590876471,-0.0389920385366169,0.2000000000000052
Sead Kolašinac,Schalke 04,27,Bosnia and Herzegovina,2020/2021,10000000.0,6500000.0,Wing-Back,de Bundesliga,17,16,1426.0,15.8,0.1160701143358781,-0.4652749031700915,-0.5011287306532249,-0.0897572145650615,-0.2658684686768943,-1.6944444444444504
Serge Aurier,Tottenham,24,Côte d'Ivoire,2017/2018,15000000.0,20000000.0,Wing-Back,eng Premier League,17,16,1429.0,15.9,0.6702761130076998,0.0678994192055582,1.7023465423749884,0.7758582316234871,0.8914648016972941,0.9500000000000032
Serge Aurier,Tottenham,25,Côte d'Ivoire,2018/2019,20000000.0,18000000.0,Wing-Back,eng Premier League,8,6,564.0,6.3,-0.1829207747562929,-0.2139677186475155,0.982695891356126,0.3077781270868898,0.2663532125945663,0.7000000000000012
Serge Aurier,Tottenham,26,Côte d'Ivoire,2019/2020,15000000.0,16000000.0,Wing-Back,eng Premier League,33,31,2700.0,30.0,0.2123930016004188,-0.4569445089274839,0.8344058986691427,1.315428906824519,0.3730667284649065,0.3500000000000051
Serge Aurier,Tottenham,27,Côte d'Ivoire,2020/2021,16000000.0,20000000.0,Wing-Back,eng Premier League,19,19,1605.0,17.8,0.2013666571737537,-0.2609486832572216,0.9721028700769264,0.1918576494447833,0.3545945958092232,0.5749999999999975
Sergio Escudero,Sevilla,27,Spain,2017/2018,7500000.0,7500000.0,Wing-Back,es La Liga,27,26,2333.0,25.9,0.2553872639853234,0.1499731117963634,0.3837296302378815,0.524066246642845,0.3008214523922309,-0.2249999999999982
Sergio Escudero,Sevilla,28,Spain,2018/2019,7500000.0,7500000.0,Wing-Back,es La Liga,21,18,1545.0,17.2,-0.0908309125411951,-0.2013120868429651,0.3294495674239557,-0.8850382567712011,-0.0507737725518354,0.3750000000000016
Sergio Escudero,Sevilla,29,Spain,2019/2020,6000000.0,4800000.0,Wing-Back,es La Liga,11,8,773.0,8.6,0.3564945474127883,0.3312906342220126,0.8608625562845738,-0.649173991284389,0.4261555183505015,0.5000000000000001
Sergio Escudero,Sevilla,30,Spain,2020/2021,4000000.0,2500000.0,Wing-Back,es La Liga,9,7,565.0,6.3,0.1974501762236018,1.0621738451866531,-0.0486064601725646,-0.5355303204853072,0.2542132210548155,0.5
Séamus Coleman,Everton,28,Ireland,2017/2018,17000000.0,12000000.0,Wing-Back,eng Premier League,12,12,1035.0,11.5,0.0727423128655084,-0.4081836518059946,-0.1904182388782964,1.0303351306898465,-0.0438360896302652,-0.3499999999999968
Séamus Coleman,Everton,29,Ireland,2018/2019,15000000.0,15000000.0,Wing-Back,eng Premier League,29,29,2558.0,28.4,0.1444877977414519,0.0410059437431004,0.288321446087359,1.023909907713264,0.2569013221601127,0.2000000000000014
Séamus Coleman,Everton,30,Ireland,2019/2020,12000000.0,9500000.0,Wing-Back,eng Premier League,27,21,1839.0,20.4,0.2347548584870751,-0.0907069624655802,0.3484042495854856,-0.6247818321478288,0.1072130210698645,-0.2999999999999947
Séamus Coleman,Everton,31,Ireland,2020/2021,9500000.0,5000000.0,Wing-Back,eng Premier League,25,18,1613.0,17.9,-0.0432067349016944,-0.2065793678600162,-0.2022739733175008,0.5619906736558788,-0.0792036857310498,-0.0250000000000033
Theo Hernández,Real Madrid,19,France,2017/2018,15000000.0,15000000.0,Wing-Back,es La Liga,13,10,962.0,10.7,0.2524349324294583,0.8795280593411209,-0.2469425480897757,0.6622059296552695,0.2754031956982232,1.2500000000000029
Theo Hernández,Sociedad,20,France,2018/2019,15000000.0,15000000.0,Wing-Back,es La Liga,24,22,1976.0,22.0,0.4724291860089709,-0.1950877283932333,-0.2522627726395672,-0.8560469077040472,-0.0809398374898703,-0.0249999999999982
Theo Hernández,Milan,21,France,2019/2020,18000000.0,32000000.0,Wing-Back,it Serie A,33,32,2817.0,31.3,1.1867549312622374,0.5328961433167188,0.5157488816406,0.2499535846969015,0.694757982251751,0.4250000000000023
Theo Hernández,Milan,22,France,2020/2021,45000000.0,50000000.0,Wing-Back,it Serie A,33,33,2933.0,32.6,1.394093880339467,0.5514112661185266,0.1853529230623015,-0.7506374615179652,0.5458907575514806,0.8250000000000074
Theodor Gebre Selassie,Werder Bremen,30,Czech Republic,2017/2018,3000000.0,2500000.0,Wing-Back,de Bundesliga,32,31,2828.0,31.4,-0.0793713729378433,-0.3356402893622751,0.6666463183614106,0.1721749911357582,0.1428222263181477,-0.083333333333342
Theodor Gebre Selassie,Werder Bremen,31,Czech Republic,2018/2019,2500000.0,2500000.0,Wing-Back,de Bundesliga,32,32,2814.0,31.3,0.3105820442906174,0.3338507644873005,0.8972393362324345,-0.6927984518326984,0.4213912269070926,0.2499999999999924
Theodor Gebre Selassie,Werder Bremen,32,Czech Republic,2019/2020,1800000.0,1400000.0,Wing-Back,de Bundesliga,28,28,2427.0,27.0,-0.3853138778214284,0.1194430131352055,0.3659555182470451,1.2672572379410116,0.1690767451179398,-0.7500000000000118
Theodor Gebre Selassie,Werder Bremen,33,Czech Republic,2020/2021,1200000.0,800000.0,Wing-Back,de Bundesliga,34,34,3032.0,33.7,-0.1671138791967668,-0.6360374744708007,0.4038544453021944,-0.765288730566402,-0.1443233495776024,-0.5833333333333393
Thomas Meunier,Paris SG,25,Belgium,2017/2018,9000000.0,15000000.0,Wing-Back,fr Ligue 1,24,16,1577.0,17.5,1.0581636019582816,1.233365919335702,0.1007489121749234,0.1476848231394417,0.6758211619965774,1.9750000000000023
Thomas Meunier,Paris SG,26,Belgium,2018/2019,25000000.0,30000000.0,Wing-Back,fr Ligue 1,22,19,1610.0,17.9,0.6146575449139493,0.9168383786251696,0.2913875959652828,0.5914583167971812,0.5747383483980443,1.7500000000000009
Thomas Meunier,Paris SG,27,Belgium,2019/2020,30000000.0,24000000.0,Wing-Back,fr Ligue 1,16,14,1242.0,13.8,-0.1305411385374774,1.204805724663309,-0.1674936783877801,0.1326663087422842,0.2166829330430893,1.826928539061115
Thomas Meunier,Dortmund,28,Belgium,2020/2021,18000000.0,12000000.0,Wing-Back,de Bundesliga,21,17,1472.0,16.4,0.3647690634848863,1.2845742944128182,0.2570598865148774,-0.737892336041762,0.4467560193247013,0.8055555555555495
Timothy Castagne,Atalanta,21,Belgium,2017/2018,3000000.0,5000000.0,Wing-Back,it Serie A,20,17,1500.0,16.7,-0.0052871799572342,0.29128441926922,0.4154728757960788,0.3906333287971003,0.2557137902384723,0.4500000000000114
Timothy Castagne,Atalanta,22,Belgium,2018/2019,5000000.0,18000000.0,Wing-Back,it Serie A,28,21,2006.0,22.3,0.5374863268180538,0.4717057865186856,0.3468235346616073,0.0600496756005887,0.4065655493667089,0.775000000000001
Timothy Castagne,Atalanta,23,Belgium,2019/2020,20000000.0,16000000.0,Wing-Back,it Serie A,27,19,1769.0,19.7,0.1644973508931861,0.6414389016650688,-0.2905829110175041,-0.2697335165224461,0.0810315601758519,1.250000000000003
Timothy Castagne,Leicester,24,Belgium,2020/2021,18000000.0,28000000.0,Wing-Back,eng Premier League,27,27,2345.0,26.1,-0.1764626440676011,0.7176111169521815,-0.1668356049839522,0.1382174923764902,0.0818932735110307,0.4499999999999977
Timothy Chandler,Ein Frankfurt,27,United States,2017/2018,3500000.0,5000000.0,Wing-Back,de Bundesliga,24,22,1892.0,21.0,0.1096762624071396,-1.3845186072295512,-0.1923274326598513,-0.2325980607416755,-0.4038011805903614,-8.469709509272135e-15
Timothy Chandler,Ein Frankfurt,28,United States,2018/2019,5000000.0,4000000.0,Wing-Back,de Bundesliga,1,0,17.0,0.2,-1.5525128810472226,-1.4492215146565437,-3.713185378034909,-0.5604068599795117,-2.183714811288472,0.3333333333333266
Timothy Chandler,Ein Frankfurt,29,United States,2019/2020,3000000.0,2400000.0,Wing-Back,de Bundesliga,22,12,1220.0,13.6,1.2203516034286108,-1.8278522459203688,-0.0058310244835849,-0.795107958623087,-0.1724092348830724,-0.0277777777777885
Timothy Chandler,Ein Frankfurt,30,United States,2020/2021,2000000.0,1500000.0,Wing-Back,de Bundesliga,15,3,432.0,4.8,0.4664929368186606,-0.4853185497822807,-0.7065483641571815,-1.4980472757946597,-0.3784784114344515,0.4444444444444388
Timothy Fosu-Mensah,Crystal Palace,19,Netherlands,2017/2018,2500000.0,7000000.0,Wing-Back,eng Premier League,21,17,1596.0,17.7,-0.7965443396848908,-0.7015412286474021,0.4106346137518363,-1.511499286992123,-0.4217764229533874,-0.2499999999999953
Timothy Fosu-Mensah,Fulham,20,Netherlands,2018/2019,7000000.0,7000000.0,Wing-Back,eng Premier League,12,10,793.0,8.8,-0.0144134835895077,-0.2107554002868974,-0.516808286351484,-0.3671948641269679,-0.2746152817842929,-1.174999999999998
Timothy Fosu-Mensah,Man United,21,Netherlands,2019/2020,7000000.0,6300000.0,Wing-Back,eng Premier League,3,2,136.0,1.5,-0.3787343805387228,0.6957628000465922,-0.426398066377109,0.5444915215799468,-0.0344697852239622,0.7500000000000046
Timothy Fosu-Mensah,Leverkusen,22,Netherlands,2020/2021,6300000.0,4000000.0,Wing-Back,de Bundesliga,6,5,409.0,4.5,-0.0959822470590969,1.3152024665815107,0.4193611299079181,-1.6139670052317916,0.2853856374722407,0.3888888888888829
Toni Lato,Valencia,19,Spain,2017/2018,3000000.0,8000000.0,Wing-Back,es La Liga,16,9,798.0,8.9,-0.236734557139913,0.0859882734393945,0.4338851485449956,-0.2600773637729134,0.0763287668313318,0.6750000000000014
Toni Lato,Valencia,20,Spain,2018/2019,6000000.0,5000000.0,Wing-Back,es La Liga,4,3,270.0,3.0,-0.3609973527495471,0.2921949028315013,-0.0898039601688756,-0.214433472944036,-0.0881252134704988,0.4000000000000022
Toni Lato,Osasuna,21,Spain,2019/2020,2000000.0,1600000.0,Wing-Back,es La Liga,8,6,470.0,5.2,0.7791521683523494,-1.314249896503325,0.6970556583559899,0.6622830090816604,0.2153809577126361,-0.2000000000000001
Toni Lato,Valencia,22,Spain,2020/2021,1500000.0,2500000.0,Wing-Back,es La Liga,15,8,728.0,8.1,0.2360944045420552,-0.3987238534693985,0.1033977233900442,-0.7994136044983811,-0.0726047992680557,-0.0749999999999998
Toño,Levante,27,Spain,2017/2018,1500000.0,1500000.0,Wing-Back,es La Liga,12,12,1080.0,12.0,0.1696605382550851,-0.2628205504890465,-1.3084113546049756,-0.3882959220122269,-0.5115805424587002,-0.3499999999999984
Toño,Levante,28,Spain,2018/2019,3000000.0,1000000.0,Wing-Back,es La Liga,21,21,1763.0,19.6,0.5011125057663642,-0.372530048632252,-1.1288031742721722,1.2367325011961872,-0.2142066213037953,-0.1749999999999975
Toño,Levante,29,Spain,2019/2020,900000.0,725000.0,Wing-Back,es La Liga,20,18,1589.0,17.7,-0.0900144945133287,0.1557843020407964,-0.8441420701966504,-0.7537729581732795,-0.3588852932299551,-0.1500000000000006
Toño,Levante,30,Spain,2020/2021,800000.0,800000.0,Wing-Back,es La Liga,12,9,726.0,8.1,-0.2883366292634883,0.2987323859697411,-0.8525966075740321,-0.7462923933820426,-0.3848559442757266,-0.2749999999999999
