Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Overall_Performance_Index,Team_Rating
Roberto Gagliardini,Inter,23,Italy,2017/2018,15000000.0,20000000.0,Central Midfielder,it Serie A,30,23,1988.0,22.1,0.032468352325271,0.9000000000000113
Roberto Gagliardini,Inter,24,Italy,2018/2019,18000000.0,15000000.0,Central Midfielder,it Serie A,19,13,1087.0,12.1,1.132863439879536,0.6000000000000001
Roberto Gagliardini,Inter,25,Italy,2019/2020,15000000.0,12000000.0,Central Midfielder,it Serie A,24,21,1797.0,20.0,0.5913599422688828,1.1250000000000029
Roberto Gagliardini,Inter,26,Italy,2020/2021,14000000.0,15000000.0,Central Midfielder,it Serie A,28,14,1232.0,13.7,0.3813047101618115,1.350000000000007
Rodrigo Bentancur,Juventus,20,Uruguay,2017/2018,9000000.0,15000000.0,Central Midfielder,it Serie A,20,5,581.0,6.5,0.3871718101547835,1.5500000000000114
Rodrigo Bentancur,Juventus,21,Uruguay,2018/2019,20000000.0,35000000.0,Central Midfielder,it Serie A,31,21,2003.0,22.3,0.2715958787468867,0.9999999999999998
Rodrigo Bentancur,Juventus,22,Uruguay,2019/2020,40000000.0,40000000.0,Central Midfielder,it Serie A,30,25,2196.0,24.4,0.2086901571701354,0.8250000000000025
Rodrigo Bentancur,Juventus,23,Uruguay,2020/2021,50000000.0,35000000.0,Central Midfielder,it Serie A,33,27,2324.0,25.8,0.3897504875079727,0.9750000000000068
Rodrigo De Paul,Udinese,23,Argentina,2017/2018,4000000.0,6000000.0,Central Midfielder,it Serie A,37,25,2319.0,25.8,-0.3739704763899202,-0.3749999999999889
Rodrigo De Paul,Udinese,24,Argentina,2018/2019,12000000.0,25000000.0,Central Midfielder,it Serie A,36,36,3189.0,35.4,-0.1054127016491618,-0.3499999999999996
Rodrigo De Paul,Udinese,25,Argentina,2019/2020,25000000.0,20000000.0,Central Midfielder,it Serie A,34,33,2822.0,31.4,0.3115450255910074,-0.3499999999999983
Rodrigo De Paul,Udinese,26,Argentina,2020/2021,30000000.0,40000000.0,Central Midfielder,it Serie A,36,36,3201.0,35.6,0.0868587736290894,-0.3999999999999931
Romain Amalfitano,Dijon,27,France,2017/2018,1000000.0,2000000.0,Central Midfielder,fr Ligue 1,33,31,2703.0,30.0,-0.4468073352129313,-0.449999999999997
Romain Amalfitano,Dijon,28,France,2018/2019,2000000.0,2000000.0,Central Midfielder,fr Ligue 1,32,30,2522.0,28.0,-0.6957750913308443,-0.7249999999999981
Romain Amalfitano,Dijon,29,France,2019/2020,2000000.0,1600000.0,Central Midfielder,fr Ligue 1,26,18,1695.0,18.8,-0.3619730636096385,-0.3276597807046766
Romain Amalfitano,Dijon,30,France,2020/2021,1500000.0,1200000.0,Central Midfielder,fr Ligue 1,2,1,116.0,1.3,-0.8663034328716601,-1.199999999999997
Roque Mesa,Swansea,28,Spain,2017/2018,12000000.0,7000000.0,Central Midfielder,eng Premier League,11,9,754.0,8.4,-0.8075111819829843,-0.6999999999999948
Roque Mesa,Sevilla,29,Spain,2018/2019,7000000.0,7000000.0,Central Midfielder,es La Liga,31,20,1746.0,19.4,-0.1488958819429297,0.3750000000000016
Roque Mesa,Leganes,30,Spain,2019/2020,7000000.0,5500000.0,Central Midfielder,es La Liga,29,22,2012.0,22.4,-0.3857200466700742,-0.5249999999999998
Roque Mesa,Valladolid,31,Spain,2020/2021,4000000.0,2500000.0,Central Midfielder,es La Liga,25,21,1761.0,19.6,-0.4663324719069844,-0.5749999999999997
Ross Barkley,Chelsea,23,England,2017/2018,25000000.0,25000000.0,Central Midfielder,eng Premier League,2,2,129.0,1.4,-1.438761813809344,0.6000000000000035
Ross Barkley,Chelsea,24,England,2018/2019,25000000.0,30000000.0,Central Midfielder,eng Premier League,27,13,1245.0,13.8,0.8013391590937814,0.6000000000000014
Ross Barkley,Chelsea,25,England,2019/2020,27000000.0,21500000.0,Central Midfielder,eng Premier League,21,13,1103.0,12.3,0.4191690212428508,0.3750000000000054
Ross Barkley,Aston Villa,26,England,2020/2021,21500000.0,20000000.0,Central Midfielder,eng Premier League,24,18,1531.0,17.0,0.0553394783542955,0.2249999999999978
Ruben Loftus-Cheek,Crystal Palace,21,England,2017/2018,5000000.0,15000000.0,Central Midfielder,eng Premier League,24,21,1874.0,20.8,0.0055176699080531,-0.2499999999999953
Ruben Loftus-Cheek,Chelsea,22,England,2018/2019,18000000.0,30000000.0,Central Midfielder,eng Premier League,24,6,998.0,11.1,0.903011649361656,0.6000000000000014
Ruben Loftus-Cheek,Chelsea,23,England,2019/2020,30000000.0,24000000.0,Central Midfielder,eng Premier League,7,2,208.0,2.3,-0.311804124700662,0.3750000000000054
Ruben Loftus-Cheek,Fulham,24,England,2020/2021,24000000.0,18000000.0,Central Midfielder,eng Premier League,30,21,1909.0,21.2,-0.3149048435588432,-0.6500000000000021
Rubén Pardo,Sociedad,24,Spain,2017/2018,4000000.0,1500000.0,Central Midfielder,es La Liga,6,3,222.0,2.5,-0.3124317654281506,0.1750000000000018
Rubén Pardo,Sociedad,25,Spain,2018/2019,2500000.0,4000000.0,Central Midfielder,es La Liga,24,16,1368.0,15.2,-0.2610550763594163,-0.0249999999999982
Rubén Pardo,Bordeaux,26,Spain,2019/2020,3000000.0,2400000.0,Central Midfielder,fr Ligue 1,6,1,188.0,2.1,-0.1474547380596665,0.2540642288263319
Rubén Pardo,Bordeaux,27,Spain,2020/2021,2400000.0,2400000.0,Central Midfielder,fr Ligue 1,2,0,23.0,0.3,-1.805142967586547,-0.3499999999999975
Sami Khedira,Juventus,30,Germany,2017/2018,28000000.0,26000000.0,Central Midfielder,it Serie A,26,24,1912.0,21.2,0.3943841750037797,1.5500000000000114
Sami Khedira,Juventus,31,Germany,2018/2019,25000000.0,7000000.0,Central Midfielder,it Serie A,10,8,706.0,7.8,0.2464266508255338,0.9999999999999998
Sami Khedira,Juventus,32,Germany,2019/2020,8500000.0,5500000.0,Central Midfielder,it Serie A,12,9,681.0,7.6,0.0154674736450658,0.8250000000000025
Sami Khedira,Hertha,33,Germany,2020/2021,4000000.0,2000000.0,Central Midfielder,de Bundesliga,9,4,395.0,4.4,-0.3641073595856312,-0.3055555555555619
Samuel Moutoussamy,Nantes,20,Democratic Republic of the Congo,2017/2018,200000.0,500000.0,Central Midfielder,fr Ligue 1,7,4,431.0,4.8,-0.7071144436909668,-0.1249999999999966
Samuel Moutoussamy,Nantes,21,Democratic Republic of the Congo,2018/2019,1250000.0,5000000.0,Central Midfielder,fr Ligue 1,28,19,1648.0,18.3,-0.2287684951691792,9.143313306604365e-16
Samuel Moutoussamy,Nantes,22,Democratic Republic of the Congo,2019/2020,4000000.0,3200000.0,Central Midfielder,fr Ligue 1,18,3,523.0,5.8,-0.5900578971226338,-0.0396957927176841
Samuel Moutoussamy,Nantes,23,Democratic Republic of the Congo,2020/2021,2200000.0,750000.0,Central Midfielder,fr Ligue 1,1,1,82.0,0.9,-1.1696803500513224,-0.1999999999999974
Sanjin Prcić,Rennes,23,Bosnia and Herzegovina,2017/2018,1250000.0,2500000.0,Central Midfielder,fr Ligue 1,19,18,1565.0,17.4,-0.0653074694588621,0.1500000000000017
Sanjin Prcić,Strasbourg,24,Bosnia and Herzegovina,2018/2019,2500000.0,4000000.0,Central Midfielder,fr Ligue 1,13,12,1053.0,11.7,0.0219117966398847,0.2500000000000016
Sanjin Prcić,Strasbourg,25,Bosnia and Herzegovina,2019/2020,3000000.0,1600000.0,Central Midfielder,fr Ligue 1,3,1,78.0,0.9,-0.645683518925168,-0.0403504947041176
Sanjin Prcić,Strasbourg,26,Bosnia and Herzegovina,2020/2021,2000000.0,2000000.0,Central Midfielder,fr Ligue 1,14,3,353.0,3.9,-0.1473352226629179,-0.2249999999999976
Saúl Ñíguez,Ath Madrid,22,Spain,2017/2018,40000000.0,70000000.0,Central Midfielder,es La Liga,36,35,3155.0,35.1,0.1521407259563345,0.9000000000000025
Saúl Ñíguez,Ath Madrid,23,Spain,2018/2019,90000000.0,90000000.0,Central Midfielder,es La Liga,33,32,2925.0,32.5,0.1984592402210426,0.6500000000000026
Saúl Ñíguez,Ath Madrid,24,Spain,2019/2020,90000000.0,72000000.0,Central Midfielder,es La Liga,35,35,3072.0,34.1,0.2849687946803577,0.5999999999999999
Saúl Ñíguez,Ath Madrid,25,Spain,2020/2021,70000000.0,40000000.0,Central Midfielder,es La Liga,33,22,2033.0,22.6,0.3048256378563788,1.0500000000000005
Saša Lukić,Levante,20,Serbia,2017/2018,2200000.0,1500000.0,Central Midfielder,es La Liga,16,12,992.0,11.0,-0.5091142785469484,-0.3499999999999984
Saša Lukić,Torino,21,Serbia,2018/2019,1400000.0,4000000.0,Central Midfielder,it Serie A,24,11,989.0,11.0,0.0255478896241396,0.3750000000000001
Saša Lukić,Torino,22,Serbia,2019/2020,4000000.0,3200000.0,Central Midfielder,it Serie A,30,20,1861.0,20.7,-0.5170726423752987,-0.5499999999999986
Saša Lukić,Torino,23,Serbia,2020/2021,3500000.0,5000000.0,Central Midfielder,it Serie A,32,24,2106.0,23.4,-0.3453273725624355,-0.4749999999999933
Scott McTominay,Man United,20,Scotland,2017/2018,1000000.0,7000000.0,Central Midfielder,eng Premier League,13,7,634.0,7.0,-0.1962167313560459,1.0000000000000036
Scott McTominay,Man United,21,Scotland,2018/2019,7000000.0,12000000.0,Central Midfielder,eng Premier League,16,9,867.0,9.6,0.1032359888969247,0.2750000000000012
Scott McTominay,Man United,22,Scotland,2019/2020,20000000.0,22500000.0,Central Midfielder,eng Premier League,27,20,1772.0,19.7,0.332555726499502,0.7500000000000046
Scott McTominay,Man United,23,Scotland,2020/2021,22500000.0,35000000.0,Central Midfielder,eng Premier League,32,24,2129.0,23.7,0.3819529824609113,0.724999999999997
Seko Fofana,Udinese,22,Côte d'Ivoire,2017/2018,7500000.0,9500000.0,Central Midfielder,it Serie A,27,22,1868.0,20.8,-0.2833146038327965,-0.3749999999999889
Seko Fofana,Udinese,23,Côte d'Ivoire,2018/2019,13000000.0,13000000.0,Central Midfielder,it Serie A,31,31,2639.0,29.3,-0.3961217933993231,-0.3499999999999996
Seko Fofana,Udinese,24,Côte d'Ivoire,2019/2020,12000000.0,9500000.0,Central Midfielder,it Serie A,32,24,2249.0,25.0,-0.1726688197508763,-0.3499999999999983
Seko Fofana,Lens,25,Côte d'Ivoire,2020/2021,10000000.0,12000000.0,Central Midfielder,fr Ligue 1,30,25,2309.0,25.7,0.10155282532952,0.0250000000000022
Sergej Milinković-Savić,Lazio,22,Serbia,2017/2018,22000000.0,90000000.0,Central Midfielder,it Serie A,35,33,2844.0,31.6,0.953685075420812,1.0000000000000109
Sergej Milinković-Savić,Lazio,23,Serbia,2018/2019,75000000.0,65000000.0,Central Midfielder,it Serie A,31,29,2396.0,26.6,0.7074051111342397,0.2500000000000001
Sergej Milinković-Savić,Lazio,24,Serbia,2019/2020,70000000.0,64000000.0,Central Midfielder,it Serie A,37,35,3029.0,33.7,0.7907870360389049,0.9250000000000028
Sergej Milinković-Savić,Lazio,25,Serbia,2020/2021,65000000.0,70000000.0,Central Midfielder,it Serie A,32,32,2746.0,30.5,0.8217274188935167,0.1500000000000073
Sergi Roberto,Barcelona,25,Spain,2017/2018,25000000.0,55000000.0,Central Midfielder,es La Liga,30,24,2221.0,24.7,0.2335909401543002,1.7500000000000022
Sergi Roberto,Barcelona,26,Spain,2018/2019,55000000.0,50000000.0,Central Midfielder,es La Liga,29,23,2088.0,23.2,0.1687820200036598,1.3500000000000014
Sergi Roberto,Barcelona,27,Spain,2019/2020,50000000.0,40000000.0,Central Midfielder,es La Liga,30,27,2339.0,26.0,0.1174574997701442,1.2000000000000002
Sergi Roberto,Barcelona,28,Spain,2020/2021,20000000.0,18000000.0,Central Midfielder,es La Liga,15,9,946.0,10.5,-0.1149485040394923,1.175
Soualiho Meïté,Bordeaux,23,France,2017/2018,7000000.0,8000000.0,Central Midfielder,fr Ligue 1,18,15,1335.0,14.8,-0.129974929880631,0.1250000000000027
Soualiho Meïté,Torino,24,France,2018/2019,10000000.0,13000000.0,Central Midfielder,it Serie A,35,30,2659.0,29.5,0.0802182470556456,0.3750000000000001
Soualiho Meïté,Torino,25,France,2019/2020,11000000.0,7000000.0,Central Midfielder,it Serie A,33,23,2201.0,24.5,-0.3552814284444443,-0.5499999999999986
Soualiho Meïté,Torino,26,France,2020/2021,6000000.0,5000000.0,Central Midfielder,it Serie A,14,11,920.0,10.2,-0.5244794899656473,-0.4749999999999933
Stefano Sensi,Sassuolo,21,Italy,2017/2018,4500000.0,3500000.0,Central Midfielder,it Serie A,17,10,1041.0,11.6,0.0833631857168736,-0.7499999999999892
Stefano Sensi,Sassuolo,22,Italy,2018/2019,7000000.0,18000000.0,Central Midfielder,it Serie A,28,23,1972.0,21.9,0.047126998537334,-0.1749999999999993
Stefano Sensi,Inter,23,Italy,2019/2020,30000000.0,24000000.0,Central Midfielder,it Serie A,12,9,723.0,8.0,0.9476781964716944,1.1250000000000029
Stefano Sensi,Inter,24,Italy,2020/2021,20000000.0,13000000.0,Central Midfielder,it Serie A,18,4,603.0,6.7,0.5890936472078088,1.350000000000007
Stefano Sturaro,Juventus,24,Italy,2017/2018,10000000.0,7500000.0,Central Midfielder,it Serie A,12,7,613.0,6.8,-0.2204620479871935,1.5500000000000114
Stefano Sturaro,Genoa,25,Italy,2018/2019,7000000.0,10000000.0,Central Midfielder,it Serie A,5,4,213.0,2.4,-0.3030639979997205,-0.4499999999999993
Stefano Sturaro,Genoa,26,Italy,2019/2020,10000000.0,8000000.0,Central Midfielder,it Serie A,16,15,1252.0,13.9,0.0071151968616158,-0.6499999999999967
Stefano Sturaro,Genoa,27,Italy,2020/2021,6000000.0,4500000.0,Central Midfielder,it Serie A,6,6,445.0,4.9,-0.7407391884657393,-0.2749999999999934
Suat Serdar,Mainz,20,Germany,2017/2018,1500000.0,7500000.0,Central Midfielder,de Bundesliga,25,16,1703.0,18.9,-0.2055292329894632,-0.3888888888888973
Suat Serdar,Schalke 04,21,Germany,2018/2019,11000000.0,13000000.0,Central Midfielder,de Bundesliga,26,20,1729.0,19.2,-0.3074186047688984,-0.5000000000000069
Suat Serdar,Schalke 04,22,Germany,2019/2020,20000000.0,20000000.0,Central Midfielder,de Bundesliga,20,19,1599.0,17.8,0.4079211600278956,-0.555555555555567
Suat Serdar,Schalke 04,23,Germany,2020/2021,15000000.0,9000000.0,Central Midfielder,de Bundesliga,25,24,1953.0,21.7,-0.4858154547889599,-1.6944444444444504
Tanguy Ndombele,Lyon,20,France,2017/2018,1000000.0,25000000.0,Central Midfielder,fr Ligue 1,32,28,2350.0,26.1,0.1248325473474784,1.100000000000003
Tanguy Ndombele,Lyon,21,France,2018/2019,35000000.0,65000000.0,Central Midfielder,fr Ligue 1,34,31,2690.0,29.9,0.3306434226071354,0.5750000000000007
Tanguy Ndombele,Tottenham,22,France,2019/2020,65000000.0,52000000.0,Central Midfielder,eng Premier League,21,12,1009.0,11.2,-0.1393125035940877,0.3500000000000051
Tanguy Ndombele,Tottenham,23,France,2020/2021,45000000.0,50000000.0,Central Midfielder,eng Premier League,33,28,2091.0,23.2,0.0774566927924294,0.5749999999999975
Thiago Alcántara,Bayern Munich,26,Spain,2017/2018,40000000.0,60000000.0,Central Midfielder,de Bundesliga,19,12,1247.0,13.9,0.8612825934235471,1.77777777777777
Thiago Alcántara,Bayern Munich,27,Spain,2018/2019,60000000.0,70000000.0,Central Midfielder,de Bundesliga,30,26,2408.0,26.8,0.8072267923268713,1.5555555555555487
Thiago Alcántara,Bayern Munich,28,Spain,2019/2020,60000000.0,48000000.0,Central Midfielder,de Bundesliga,24,20,1771.0,19.7,0.7188476656048166,1.8888888888888784
Thiago Alcántara,Liverpool,29,Spain,2020/2021,48000000.0,30000000.0,Central Midfielder,eng Premier League,24,20,1854.0,20.6,0.4656463611298193,0.6499999999999976
Thomas Mangani,Angers,30,France,2017/2018,3500000.0,3500000.0,Central Midfielder,fr Ligue 1,35,34,3025.0,33.6,-0.1533146193092668,-0.2499999999999976
Thomas Mangani,Angers,31,France,2018/2019,3500000.0,2000000.0,Central Midfielder,fr Ligue 1,29,18,1598.0,17.8,-0.1392379902303143,-0.1249999999999988
Thomas Mangani,Angers,32,France,2019/2020,2000000.0,1600000.0,Central Midfielder,fr Ligue 1,24,21,1871.0,20.8,-0.0566424945842592,-0.1658712025361544
Thomas Mangani,Angers,33,France,2020/2021,1600000.0,1000000.0,Central Midfielder,fr Ligue 1,35,32,2691.0,29.9,0.067785503614195,-0.4499999999999983
Tom Davies,Everton,19,England,2017/2018,8000000.0,15000000.0,Central Midfielder,eng Premier League,33,20,1900.0,21.1,-0.4154027692066727,-0.3499999999999968
Tom Davies,Everton,20,England,2018/2019,15000000.0,15000000.0,Central Midfielder,eng Premier League,16,10,980.0,10.9,-0.501694090444343,0.2000000000000014
Tom Davies,Everton,21,England,2019/2020,18000000.0,16000000.0,Central Midfielder,eng Premier League,30,23,2027.0,22.5,-0.3793344618276413,-0.2999999999999947
Tom Davies,Everton,22,England,2020/2021,16000000.0,18000000.0,Central Midfielder,eng Premier League,25,17,1423.0,15.8,-0.509426936863624,-0.0250000000000033
Tomás Pina Isla,Alaves,29,Spain,2017/2018,1500000.0,1800000.0,Central Midfielder,es La Liga,30,28,2384.0,26.5,-0.2809280965798476,-0.2499999999999984
Tomás Pina Isla,Alaves,30,Spain,2018/2019,1800000.0,2500000.0,Central Midfielder,es La Liga,28,27,2340.0,26.0,-0.1070358616256741,-0.2749999999999981
Tomás Pina Isla,Alaves,31,Spain,2019/2020,2500000.0,2000000.0,Central Midfielder,es La Liga,20,17,1344.0,14.9,0.0419157561684921,-0.6250000000000007
Tomás Pina Isla,Alaves,32,Spain,2020/2021,1500000.0,1200000.0,Central Midfielder,es La Liga,33,31,2575.0,28.6,-0.3820075457114427,-0.5250000000000005
Toni Kroos,Real Madrid,27,Germany,2017/2018,70000000.0,80000000.0,Central Midfielder,es La Liga,27,26,2261.0,25.1,0.6814353762209113,1.2500000000000029
Toni Kroos,Real Madrid,28,Germany,2018/2019,80000000.0,60000000.0,Central Midfielder,es La Liga,28,26,2221.0,24.7,0.140944135008983,0.4250000000000024
Toni Kroos,Real Madrid,29,Germany,2019/2020,60000000.0,48000000.0,Central Midfielder,es La Liga,35,31,2652.0,29.5,0.3109877833578867,1.124999999999999
Toni Kroos,Real Madrid,30,Germany,2020/2021,50000000.0,40000000.0,Central Midfielder,es La Liga,28,24,2117.0,23.5,0.6490377489406607,0.9749999999999982
Tristan Dingomé,Troyes,26,Cameroon,2017/2018,1000000.0,1000000.0,Central Midfielder,fr Ligue 1,14,14,1167.0,13.0,-0.3778947130791802,-0.6749999999999969
Tristan Dingomé,Reims,27,Cameroon,2018/2019,1000000.0,2500000.0,Central Midfielder,fr Ligue 1,20,17,1344.0,14.9,-0.2487079295591877,-0.0749999999999996
Tristan Dingomé,Reims,28,Cameroon,2019/2020,2000000.0,1600000.0,Central Midfielder,fr Ligue 1,15,12,892.0,9.9,-0.4388668034691645,0.1304743697314622
Tristan Dingomé,Reims,29,Cameroon,2020/2021,1400000.0,1300000.0,Central Midfielder,fr Ligue 1,1,0,15.0,0.2,-2.2683246237976187,-0.1999999999999976
Valentin Rongier,Nantes,22,France,2017/2018,3000000.0,9000000.0,Central Midfielder,fr Ligue 1,32,29,2350.0,26.1,-0.4219415836587389,-0.1249999999999966
Valentin Rongier,Nantes,23,France,2018/2019,12000000.0,15000000.0,Central Midfielder,fr Ligue 1,36,36,3226.0,35.8,0.2996501527188474,9.143313306604365e-16
Valentin Rongier,Marseille,24,France,2019/2020,20000000.0,16000000.0,Central Midfielder,fr Ligue 1,23,20,1790.0,19.9,0.197696384517761,0.3414042051690664
Valentin Rongier,Marseille,25,France,2020/2021,18000000.0,14000000.0,Central Midfielder,fr Ligue 1,26,21,1887.0,21.0,0.2703122507112758,0.1750000000000026
Vicente Iborra,Leicester,29,Spain,2017/2018,9000000.0,10000000.0,Central Midfielder,eng Premier League,19,17,1410.0,15.7,0.4113577637765758,-0.0999999999999957
Vicente Iborra,Villarreal,30,Spain,2018/2019,9000000.0,9000000.0,Central Midfielder,es La Liga,19,19,1665.0,18.5,0.230293224087849,-0.0749999999999979
Vicente Iborra,Villarreal,31,Spain,2019/2020,7500000.0,6000000.0,Central Midfielder,es La Liga,34,33,2648.0,29.4,-0.0973660886777857,0.3499999999999998
Vicente Iborra,Villarreal,32,Spain,2020/2021,4000000.0,3000000.0,Central Midfielder,es La Liga,13,10,928.0,10.3,-0.3062353234729779,0.4000000000000002
Vladimír Darida,Hertha,26,Czech Republic,2017/2018,10000000.0,8000000.0,Central Midfielder,de Bundesliga,21,18,1635.0,18.2,-0.1760614121559423,-0.0833333333333419
Vladimír Darida,Hertha,27,Czech Republic,2018/2019,5000000.0,4000000.0,Central Midfielder,de Bundesliga,10,3,376.0,4.2,-0.0979554550966136,-0.2222222222222292
Vladimír Darida,Hertha,28,Czech Republic,2019/2020,5500000.0,4500000.0,Central Midfielder,de Bundesliga,28,25,2256.0,25.1,-0.004120997418303,-0.3055555555555669
Vladimír Darida,Hertha,29,Czech Republic,2020/2021,5500000.0,3500000.0,Central Midfielder,de Bundesliga,27,24,1903.0,21.1,-0.0512198297148402,-0.3055555555555619
Weston McKennie,Schalke 04,18,United States,2017/2018,100000.0,6500000.0,Central Midfielder,de Bundesliga,22,13,1263.0,14.0,-0.1305717190532653,0.4444444444444367
Weston McKennie,Schalke 04,19,United States,2018/2019,12000000.0,20000000.0,Central Midfielder,de Bundesliga,24,19,1746.0,19.4,-0.1089658411542462,-0.5000000000000069
Weston McKennie,Schalke 04,20,United States,2019/2020,22000000.0,20000000.0,Central Midfielder,de Bundesliga,28,24,2074.0,23.0,0.2863458637137747,-0.555555555555567
Weston McKennie,Juventus,21,United States,2020/2021,22000000.0,25000000.0,Central Midfielder,it Serie A,34,18,1702.0,18.9,0.4510308803652542,0.9750000000000068
Wylan Cyprien,Nice,22,France,2017/2018,10000000.0,10000000.0,Central Midfielder,fr Ligue 1,16,10,949.0,10.5,0.3547342298572125,0.0250000000000029
Wylan Cyprien,Nice,23,France,2018/2019,14000000.0,14000000.0,Central Midfielder,fr Ligue 1,29,27,2360.0,26.2,0.1728075553355452,-0.1249999999999983
