Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Overall_Performance_Index,Team_Rating,Latest_Transfer_Fee
Matthew Lowton,Burnley,28,England,2017/2018,2.5,5.0,Wing-Back,eng Premier League,26,25,2295.0,25.5,-0.1379784638341246,-0.0749999999999971,1.26
Matthew Lowton,Burnley,29,England,2018/2019,5.0,5.0,Wing-Back,eng Premier League,21,19,1750.0,19.4,-0.2827867206712641,-0.5749999999999984,1.26
Matthew Lowton,Burnley,30,England,2019/2020,5.0,4.0,Wing-Back,eng Premier League,17,17,1530.0,17.0,-0.3952008780712406,-0.1749999999999951,1.26
Matthew Lowton,Burnley,31,England,2020/2021,4.0,2.5,Wing-Back,eng Premier League,34,34,3060.0,34.0,-0.1547151908433313,-0.5500000000000022,1.26
Mattia De Sciglio,Juventus,24,Italy,2017/2018,8.5,14.0,Wing-Back,it Serie A,12,10,968.0,10.8,0.7602194513223428,1.5500000000000114,10.8
Mattia De Sciglio,Juventus,25,Italy,2018/2019,14.0,14.0,Wing-Back,it Serie A,22,19,1743.0,19.4,0.2483055629822753,0.9999999999999998,10.8
Mattia De Sciglio,Juventus,26,Italy,2019/2020,12.0,9.5,Wing-Back,it Serie A,9,6,471.0,5.2,0.2689916062296331,0.8250000000000025,10.8
Mattia De Sciglio,Lyon,27,Italy,2020/2021,7.5,7.5,Wing-Back,fr Ligue 1,29,14,1467.0,16.3,-0.3328647918788532,0.950000000000002,10.8
Maximilian Mittelstädt,Hertha,20,Germany,2017/2018,1.0,2.0,Wing-Back,de Bundesliga,11,5,424.0,4.7,-0.0280471306664806,-0.0833333333333419,0.0
Maximilian Mittelstädt,Hertha,21,Germany,2018/2019,4.0,11.0,Wing-Back,de Bundesliga,25,20,1804.0,20.0,0.0642815302151926,-0.2222222222222292,0.0
Maximilian Mittelstädt,Hertha,22,Germany,2019/2020,14.0,11.0,Wing-Back,de Bundesliga,26,19,1887.0,21.0,0.1976030940721824,-0.3055555555555669,0.0
Maximilian Mittelstädt,Hertha,23,Germany,2020/2021,10.0,7.0,Wing-Back,de Bundesliga,27,22,1797.0,20.0,0.0905907048520334,-0.3055555555555619,0.0
Maxwel Cornet,Lyon,20,Côte d'Ivoire,2017/2018,10.0,15.0,Wing-Back,fr Ligue 1,30,13,1271.0,14.1,-0.4567568822991757,1.100000000000003,0.36
Maxwel Cornet,Lyon,21,Côte d'Ivoire,2018/2019,12.0,15.0,Wing-Back,fr Ligue 1,27,12,1281.0,14.2,-0.4214060169398483,0.5750000000000007,0.36
Maxwel Cornet,Lyon,22,Côte d'Ivoire,2019/2020,13.0,10.5,Wing-Back,fr Ligue 1,22,14,1330.0,14.8,0.0085036412486691,0.5085615447161532,0.36
Maxwel Cornet,Lyon,23,Côte d'Ivoire,2020/2021,10.5,12.0,Wing-Back,fr Ligue 1,36,29,2446.0,27.2,0.4889313764420077,0.950000000000002,0.36
Mikel Balenziaga,Ath Bilbao,29,Spain,2017/2018,5.0,4.0,Wing-Back,es La Liga,18,18,1547.0,17.2,-0.3002756255633582,-0.1999999999999979,0.45
Mikel Balenziaga,Ath Bilbao,30,Spain,2018/2019,3.0,2.0,Wing-Back,es La Liga,11,6,523.0,5.8,-0.4357466726190365,-0.0999999999999977,0.45
Mikel Balenziaga,Ath Bilbao,31,Spain,2019/2020,2.0,1.6,Wing-Back,es La Liga,9,6,563.0,6.3,-0.413656557037466,0.0749999999999999,0.45
Mikel Balenziaga,Ath Bilbao,32,Spain,2020/2021,1.5,1.2,Wing-Back,es La Liga,23,17,1689.0,18.8,-0.4405037859340182,0.1000000000000002,0.45
Mitchell Weiser,Hertha,23,Germany,2017/2018,9.0,12.0,Wing-Back,de Bundesliga,24,23,1979.0,22.0,-0.1205380327544983,-0.0833333333333419,0.0
Mitchell Weiser,Leverkusen,24,Germany,2018/2019,12.0,14.0,Wing-Back,de Bundesliga,30,22,2111.0,23.5,0.4308638749476832,0.4722222222222149,10.8
Mitchell Weiser,Leverkusen,25,Germany,2019/2020,14.0,8.0,Wing-Back,de Bundesliga,18,14,1172.0,13.0,0.7102226548052032,0.4722222222222104,10.8
Mitchell Weiser,Leverkusen,26,Germany,2020/2021,7.0,3.0,Wing-Back,de Bundesliga,5,2,226.0,2.5,1.0209939615139287,0.3888888888888829,10.8
Mário Rui,Napoli,26,Portugal,2017/2018,7.0,14.0,Wing-Back,it Serie A,25,24,2087.0,23.2,0.3351958113943442,1.2000000000000104,5.4
Mário Rui,Napoli,27,Portugal,2018/2019,15.0,12.0,Wing-Back,it Serie A,20,17,1417.0,15.7,0.0332423867320378,0.95,5.4
Mário Rui,Napoli,28,Portugal,2019/2020,15.0,12.0,Wing-Back,it Serie A,24,22,1966.0,21.8,0.3217007700401375,0.2750000000000023,5.4
Mário Rui,Napoli,29,Portugal,2020/2021,14.0,8.0,Wing-Back,it Serie A,27,17,1669.0,18.5,0.1824878744046856,1.125000000000007,5.4
Nacho Monreal,Arsenal,31,Spain,2017/2018,13.0,13.0,Wing-Back,eng Premier League,28,26,2243.0,24.9,0.962558037738072,0.5750000000000041,9.0
Nacho Monreal,Arsenal,32,Spain,2018/2019,10.0,8.0,Wing-Back,eng Premier League,22,21,1861.0,20.7,0.4033232389659098,0.5500000000000017,9.0
Nacho Monreal,Sociedad,33,Spain,2019/2020,4.0,3.2,Wing-Back,es La Liga,29,27,2390.0,26.6,0.0156923122614144,0.2,0.225
Nacho Monreal,Sociedad,34,Spain,2020/2021,2.0,1.5,Wing-Back,es La Liga,26,23,2082.0,23.1,0.1067337178430104,0.5249999999999996,0.225
Nico Schulz,Hoffenheim,24,Germany,2017/2018,2.0,7.0,Wing-Back,de Bundesliga,27,19,1780.0,19.8,0.005003186521206,0.499999999999991,2.7
Nico Schulz,Hoffenheim,25,Germany,2018/2019,10.0,25.0,Wing-Back,de Bundesliga,30,29,2537.0,28.2,-0.4443415211713942,0.4999999999999924,2.7
Nico Schulz,Dortmund,26,Germany,2019/2020,20.0,16.0,Wing-Back,de Bundesliga,11,7,594.0,6.6,0.0613152413545215,1.1944444444444329,22.95
Nico Schulz,Dortmund,27,Germany,2020/2021,12.0,6.0,Wing-Back,de Bundesliga,13,6,610.0,6.8,0.2182831308553774,0.8055555555555495,22.95
Nicola Murru,Sampdoria,22,Italy,2017/2018,2.5,4.0,Wing-Back,it Serie A,20,16,1449.0,16.1,-0.1558687402941752,-0.0999999999999884,8.1
Nicola Murru,Sampdoria,23,Italy,2018/2019,5.0,7.0,Wing-Back,it Serie A,35,34,2934.0,32.6,0.0564570307530392,0.2249999999999998,8.1
Nicola Murru,Sampdoria,24,Italy,2019/2020,6.5,5.2,Wing-Back,it Serie A,28,26,2259.0,25.1,-0.5162500543229704,-0.4249999999999964,8.1
Nicola Murru,Torino,25,Italy,2020/2021,5.0,3.5,Wing-Back,it Serie A,14,7,569.0,6.3,-0.2578125411324268,-0.4749999999999933,8.1
Nordi Mukiele,Montpellier,19,France,2017/2018,1.5,14.0,Wing-Back,fr Ligue 1,33,31,2791.0,31.0,0.3189998230397984,0.0750000000000027,1.35
Nordi Mukiele,RB Leipzig,20,France,2018/2019,14.0,15.0,Wing-Back,de Bundesliga,19,14,1225.0,13.6,0.5499096617834531,0.9444444444444368,14.4
Nordi Mukiele,RB Leipzig,21,France,2019/2020,22.0,20.0,Wing-Back,de Bundesliga,25,21,1783.0,19.8,0.8414976479552784,1.2222222222222108,14.4
Nordi Mukiele,RB Leipzig,22,France,2020/2021,23.0,25.0,Wing-Back,de Bundesliga,28,21,1677.0,18.6,0.5575683812813669,0.7777777777777718,14.4
Nélson Semedo,Barcelona,23,Portugal,2017/2018,20.0,30.0,Wing-Back,es La Liga,24,17,1500.0,16.7,0.3358521810199763,1.7500000000000022,32.13
Nélson Semedo,Barcelona,24,Portugal,2018/2019,35.0,40.0,Wing-Back,es La Liga,26,20,1600.0,17.8,0.3015067196640679,1.3500000000000014,32.13
Nélson Semedo,Barcelona,25,Portugal,2019/2020,40.0,32.0,Wing-Back,es La Liga,32,24,2097.0,23.3,0.2431715666211875,1.2000000000000002,32.13
Nélson Semedo,Wolves,26,Portugal,2020/2021,40.0,28.0,Wing-Back,eng Premier League,34,34,2983.0,33.1,0.105803985949615,-0.4000000000000026,27.0
Oleksandr Zinchenko,Man City,20,Ukraine,2017/2018,4.5,7.0,Wing-Back,eng Premier League,8,6,532.0,5.9,1.1926496358242031,1.9750000000000043,1.8
Oleksandr Zinchenko,Man City,21,Ukraine,2018/2019,15.0,20.0,Wing-Back,eng Premier League,14,14,1151.0,12.8,0.9482684036261338,1.800000000000001,1.8
Oleksandr Zinchenko,Man City,22,Ukraine,2019/2020,30.0,24.0,Wing-Back,eng Premier League,19,13,1276.0,14.2,0.5728222443123159,1.675000000000006,1.8
Oleksandr Zinchenko,Man City,23,Ukraine,2020/2021,20.0,28.0,Wing-Back,eng Premier League,20,15,1478.0,16.4,0.5166098207260921,1.2749999999999977,1.8
Oscar Wendt,M'gladbach,31,Sweden,2017/2018,3.0,2.5,Wing-Back,de Bundesliga,28,28,2457.0,27.3,-0.4299358782921643,-0.1388888888888974,0.0
Oscar Wendt,M'gladbach,32,Sweden,2018/2019,2.0,2.0,Wing-Back,de Bundesliga,32,30,2731.0,30.3,-0.0909010144416984,0.3611111111111041,0.0
Oscar Wendt,M'gladbach,33,Sweden,2019/2020,1.5,1.2,Wing-Back,de Bundesliga,25,18,1680.0,18.7,-0.1633722727057037,0.7222222222222102,0.0
Oscar Wendt,M'gladbach,34,Sweden,2020/2021,1.0,0.6,Wing-Back,de Bundesliga,22,15,1254.0,13.9,-0.2355014205077124,0.2222222222222162,0.0
Paolo Faragò,Cagliari,24,Italy,2017/2018,2.5,6.0,Wing-Back,it Serie A,35,25,2457.0,27.3,0.3917710173122398,-0.6999999999999892,2.07
Paolo Faragò,Cagliari,25,Italy,2018/2019,5.0,5.0,Wing-Back,it Serie A,26,17,1703.0,18.9,0.1412705743658888,-0.4500000000000002,2.07
Paolo Faragò,Cagliari,26,Italy,2019/2020,5.0,4.0,Wing-Back,it Serie A,21,14,1343.0,14.9,0.1482691993309204,-0.0999999999999973,2.07
Paolo Faragò,Cagliari,27,Italy,2020/2021,3.8,2.0,Wing-Back,it Serie A,8,4,369.0,4.1,-0.6329474162338992,-0.3999999999999923,2.07
Patrick Burner,Nice,21,Martinique,2017/2018,0.4,2.0,Wing-Back,fr Ligue 1,13,10,897.0,10.0,0.0502696027641172,0.0250000000000029,0.0
Patrick Burner,Nice,22,Martinique,2018/2019,2.0,3.5,Wing-Back,fr Ligue 1,17,15,1352.0,15.0,-0.1873671778751111,-0.1249999999999983,0.0
Patrick Burner,Nice,23,Martinique,2019/2020,4.0,3.2,Wing-Back,fr Ligue 1,20,15,1434.0,15.9,0.0673814462067591,0.0780880361364353,0.0
Patrick Burner,Nimes,24,Martinique,2020/2021,2.5,2.0,Wing-Back,fr Ligue 1,22,14,1317.0,14.6,-0.4894776786292748,-0.7749999999999964,1.35
Patrick van Aanholt,Crystal Palace,26,Netherlands,2017/2018,9.0,9.0,Wing-Back,eng Premier League,28,25,2184.0,24.3,0.1298053879073658,-0.2499999999999953,9.45
Patrick van Aanholt,Crystal Palace,27,Netherlands,2018/2019,9.0,10.0,Wing-Back,eng Premier League,36,36,3195.0,35.5,-0.010039289480933,-0.0499999999999985,9.45
Patrick van Aanholt,Crystal Palace,28,Netherlands,2019/2020,12.0,9.5,Wing-Back,eng Premier League,29,29,2507.0,27.9,-0.2829894669705028,-0.4749999999999953,9.45
Patrick van Aanholt,Crystal Palace,29,Netherlands,2020/2021,8.0,7.0,Wing-Back,eng Premier League,22,20,1777.0,19.7,-0.1201917565583843,-0.6250000000000012,9.45
Paul Dummett,Newcastle,25,Wales,2017/2018,3.5,3.5,Wing-Back,eng Premier League,20,19,1602.0,17.8,-0.3632388722190543,-0.1999999999999971,0.0
Paul Dummett,Newcastle,26,Wales,2018/2019,3.5,5.0,Wing-Back,eng Premier League,26,21,1990.0,22.1,-0.1705727836191937,-0.149999999999999,0.0
Paul Dummett,Newcastle,27,Wales,2019/2020,7.0,5.5,Wing-Back,eng Premier League,16,14,1228.0,13.6,-0.2972385502726814,-0.4999999999999952,0.0
Paul Dummett,Newcastle,28,Wales,2020/2021,4.5,3.0,Wing-Back,eng Premier League,15,14,1255.0,13.9,-0.1300365631875484,-0.4000000000000024,0.0
Pavel Kadeřábek,Hoffenheim,25,Czech Republic,2017/2018,4.5,11.0,Wing-Back,de Bundesliga,28,24,2199.0,24.4,-0.1161877313332736,0.499999999999991,3.15
Pavel Kadeřábek,Hoffenheim,26,Czech Republic,2018/2019,18.0,20.0,Wing-Back,de Bundesliga,29,28,2509.0,27.9,-0.019170131420403,0.4999999999999924,3.15
Pavel Kadeřábek,Hoffenheim,27,Czech Republic,2019/2020,20.0,13.5,Wing-Back,de Bundesliga,30,28,2474.0,27.5,-0.1816115318039488,-1.1790951498654148e-14,3.15
Pavel Kadeřábek,Hoffenheim,28,Czech Republic,2020/2021,10.0,8.0,Wing-Back,de Bundesliga,20,17,1588.0,17.6,-0.2722712686848504,-0.055555555555561,3.15
Peter Pekarík,Hertha,30,Slovakia,2017/2018,2.5,1.75,Wing-Back,de Bundesliga,17,17,1375.0,15.3,-0.0786284945121819,-0.0833333333333419,0.0
Peter Pekarík,Hertha,31,Slovakia,2018/2019,1.0,0.8,Wing-Back,de Bundesliga,3,2,217.0,2.4,-0.4777082877504233,-0.2222222222222292,0.0
Peter Pekarík,Hertha,32,Slovakia,2019/2020,0.5,0.4,Wing-Back,de Bundesliga,9,9,769.0,8.5,-0.0536252764152686,-0.3055555555555669,0.0
Peter Pekarík,Hertha,33,Slovakia,2020/2021,0.8,0.8,Wing-Back,de Bundesliga,23,22,1692.0,18.8,0.0003790365888972,-0.3055555555555619,0.0
Phil Bardsley,Burnley,32,Scotland,2017/2018,1.5,1.5,Wing-Back,eng Premier League,13,13,1125.0,12.5,0.0148995336820697,-0.0749999999999971,0.756
Phil Bardsley,Burnley,33,Scotland,2018/2019,1.5,1.5,Wing-Back,eng Premier League,19,19,1670.0,18.6,-0.2983312231373465,-0.5749999999999984,0.756
Phil Bardsley,Burnley,34,Scotland,2019/2020,1.0,0.8,Wing-Back,eng Premier League,21,21,1890.0,21.0,-0.12791473047828,-0.1749999999999951,0.756
Phil Bardsley,Burnley,35,Scotland,2020/2021,0.8,0.3,Wing-Back,eng Premier League,4,3,274.0,3.0,-0.3256222791641961,-0.5500000000000022,0.756
Pol Lirola,Sassuolo,19,Spain,2017/2018,4.0,7.5,Wing-Back,it Serie A,24,22,2025.0,22.5,-0.4574659945558608,-0.7499999999999892,6.3
Pol Lirola,Sassuolo,20,Spain,2018/2019,10.0,13.0,Wing-Back,it Serie A,35,32,2975.0,33.1,-0.3486398464439758,-0.1749999999999993,6.3
Pol Lirola,Fiorentina,21,Spain,2019/2020,12.0,9.5,Wing-Back,it Serie A,35,30,2648.0,29.4,-0.484337108112617,0.075000000000002,6.3
Pol Lirola,Marseille,22,Spain,2020/2021,10.0,9.0,Wing-Back,fr Ligue 1,19,17,1553.0,17.3,0.0257573381222609,0.1750000000000026,9.9
Racine Coly,Nice,21,Senegal,2017/2018,1.5,2.5,Wing-Back,fr Ligue 1,7,7,617.0,6.9,-0.1283674916139065,0.0250000000000029,3.15
Racine Coly,Nice,22,Senegal,2018/2019,2.5,2.5,Wing-Back,fr Ligue 1,9,6,503.0,5.6,-0.0466520616709175,-0.1249999999999983,3.15
Racine Coly,Nice,23,Senegal,2019/2020,2.5,2.0,Wing-Back,fr Ligue 1,10,8,649.0,7.2,0.6003077732846048,0.0780880361364353,3.15
Racine Coly,Nice,24,Senegal,2020/2021,2.5,1.3,Wing-Back,fr Ligue 1,1,0,17.0,0.2,-1.1192767139871076,-0.0749999999999975,3.15
Ramy Bensebaini,Rennes,22,Algeria,2017/2018,2.0,8.0,Wing-Back,fr Ligue 1,29,26,2342.0,26.0,0.111427074230935,0.1500000000000017,1.8
Ramy Bensebaini,Rennes,23,Algeria,2018/2019,8.0,8.0,Wing-Back,fr Ligue 1,25,24,2152.0,23.9,0.1534981130264774,0.075000000000001,1.8
Ramy Bensebaini,M'gladbach,24,Algeria,2019/2020,12.0,9.5,Wing-Back,de Bundesliga,19,16,1448.0,16.1,0.4840767649966888,0.7222222222222102,7.2
Ramy Bensebaini,M'gladbach,25,Algeria,2020/2021,15.0,22.0,Wing-Back,de Bundesliga,25,20,1811.0,20.1,0.6324491335208052,0.2222222222222162,7.2
Raphael Framberger,Augsburg,21,Germany,2017/2018,0.25,0.75,Wing-Back,de Bundesliga,9,7,696.0,7.7,-0.0287175045392388,-0.0833333333333418,0.0
Raphael Framberger,Augsburg,22,Germany,2018/2019,1.5,1.0,Wing-Back,de Bundesliga,7,6,548.0,6.1,-0.775172775891346,-0.5555555555555628,0.0
Raphael Framberger,Augsburg,23,Germany,2019/2020,1.5,1.2,Wing-Back,de Bundesliga,18,12,1175.0,13.1,-0.186964333133332,-0.5000000000000112,0.0
Raphael Framberger,Augsburg,24,Germany,2020/2021,1.5,2.0,Wing-Back,de Bundesliga,21,19,1540.0,17.1,-0.3948097292846989,-0.5000000000000056,0.0
Raphaël Guerreiro,Dortmund,23,Portugal,2017/2018,20.0,18.0,Wing-Back,de Bundesliga,9,6,547.0,6.1,-0.1281850006277507,0.4722222222222135,10.8
Raphaël Guerreiro,Dortmund,24,Portugal,2018/2019,21.0,25.0,Wing-Back,de Bundesliga,23,17,1527.0,17.0,0.3023639318919564,1.0277777777777697,10.8
Raphaël Guerreiro,Dortmund,25,Portugal,2019/2020,25.0,28.0,Wing-Back,de Bundesliga,29,26,2335.0,25.9,0.9231076001061148,1.1944444444444329,10.8
Raphaël Guerreiro,Dortmund,26,Portugal,2020/2021,35.0,40.0,Wing-Back,de Bundesliga,27,25,2218.0,24.6,0.6979787778516119,0.8055555555555495,10.8
Raúl Carnero,Leganes,28,Spain,2017/2018,1.0,0.9,Wing-Back,es La Liga,19,15,1394.0,15.5,-0.0048695589747082,-0.4249999999999987,0.0
Raúl Carnero,Girona,29,Spain,2018/2019,0.8,1.0,Wing-Back,es La Liga,10,10,850.0,9.4,-0.2103832553061364,-0.3999999999999977,0.0
Raúl Carnero,Valladolid,30,Spain,2019/2020,1.0,0.8,Wing-Back,es La Liga,12,12,1012.0,11.2,-0.3651870066032345,-0.2749999999999996,0.0
Raúl Carnero,Valladolid,31,Spain,2020/2021,0.8,0.6,Wing-Back,es La Liga,8,5,504.0,5.6,0.3147910990718296,-0.5749999999999997,0.18
Ricardo Rodríguez,Milan,24,Switzerland,2017/2018,17.0,15.0,Wing-Back,it Serie A,34,34,3005.0,33.4,0.0737491579520544,0.3500000000000109,13.5
Ricardo Rodríguez,Milan,25,Switzerland,2018/2019,17.0,17.0,Wing-Back,it Serie A,35,35,3047.0,33.9,-0.0522141521812708,0.4750000000000005,13.5
Ricardo Rodríguez,Milan,26,Switzerland,2019/2020,13.0,5.5,Wing-Back,it Serie A,5,5,386.0,4.3,-0.4664422942741095,0.4250000000000023,13.5
Ricardo Rodríguez,Torino,27,Switzerland,2020/2021,3.5,2.0,Wing-Back,it Serie A,16,15,1238.0,13.8,-0.1571599418525633,-0.4749999999999933,2.7
Ridle Baku,Mainz,19,Germany,2017/2018,0.1,0.125,Wing-Back,de Bundesliga,3,3,233.0,2.6,0.7028627356192173,-0.3888888888888973,0.0
Ridle Baku,Mainz,20,Germany,2018/2019,1.5,3.5,Wing-Back,de Bundesliga,15,10,937.0,10.4,-0.5155505175053928,-0.3055555555555628,0.0
Ridle Baku,Mainz,21,Germany,2019/2020,4.5,5.0,Wing-Back,de Bundesliga,30,26,2351.0,26.1,-0.2185581132921927,-0.5833333333333444,0.0
Ridle Baku,Wolfsburg,22,Germany,2020/2021,7.0,25.0,Wing-Back,de Bundesliga,32,31,2678.0,29.8,0.0295198349649742,0.6666666666666607,9.0
Robin Gosens,Atalanta,23,Germany,2017/2018,1.0,2.5,Wing-Back,it Serie A,21,17,1451.0,16.1,0.2763374194682501,0.4500000000000114,0.81
Robin Gosens,Atalanta,24,Germany,2018/2019,6.0,8.0,Wing-Back,it Serie A,28,23,1942.0,21.6,0.6275919551292151,0.775000000000001,0.81
Robin Gosens,Atalanta,25,Germany,2019/2020,12.0,20.0,Wing-Back,it Serie A,34,31,2617.0,29.1,0.3124326530576862,1.250000000000003,0.81
Robin Gosens,Atalanta,26,Germany,2020/2021,27.0,35.0,Wing-Back,it Serie A,32,30,2523.0,28.0,0.5452323990874637,1.075000000000008,0.81
Rogério,Sassuolo,19,Brazil,2017/2018,0.9,2.0,Wing-Back,it Serie A,13,10,910.0,10.1,-0.2079627741304852,-0.7499999999999892,0.0
Rogério,Sassuolo,20,Brazil,2018/2019,3.5,10.0,Wing-Back,it Serie A,33,29,2672.0,29.7,-0.1177672144108478,-0.1749999999999993,0.0
Rogério,Sassuolo,21,Brazil,2019/2020,10.0,6.3,Wing-Back,it Serie A,15,12,1015.0,11.3,0.0511651080290258,0.1500000000000018,5.4
Rogério,Sassuolo,22,Brazil,2020/2021,6.5,6.0,Wing-Back,it Serie A,28,21,1877.0,20.9,-0.0703338055845132,0.2000000000000068,5.4
Ronaël Pierre-Gabriel,St Etienne,19,France,2017/2018,0.6,4.0,Wing-Back,fr Ligue 1,16,13,1171.0,13.0,-0.3041244418339354,-0.0749999999999972,0.0
Ronaël Pierre-Gabriel,Monaco,20,France,2018/2019,6.0,4.0,Wing-Back,fr Ligue 1,4,4,355.0,3.9,0.0977388805918542,-0.4749999999999985,5.4
Ronaël Pierre-Gabriel,Mainz,21,France,2019/2020,4.0,3.6,Wing-Back,de Bundesliga,8,8,574.0,6.4,-0.4883364405853963,-0.5833333333333444,4.95
Ronaël Pierre-Gabriel,Brest,22,France,2020/2021,3.6,4.0,Wing-Back,fr Ligue 1,29,28,2305.0,25.6,0.0939680508209772,-0.3999999999999974,4.95
Ruben Aguilar,Montpellier,24,France,2017/2018,0.9,6.0,Wing-Back,fr Ligue 1,31,27,2459.0,27.3,-0.2041764665190944,0.0750000000000027,0.0
Ruben Aguilar,Montpellier,25,France,2018/2019,6.0,8.0,Wing-Back,fr Ligue 1,29,29,2528.0,28.1,0.3348972721686402,0.2750000000000013,0.0
Ruben Aguilar,Monaco,26,France,2019/2020,8.0,6.5,Wing-Back,fr Ligue 1,19,11,1072.0,11.9,0.4412607371400186,0.013668006147627,7.2
Ruben Aguilar,Monaco,27,France,2020/2021,8.0,12.0,Wing-Back,fr Ligue 1,33,27,2225.0,24.7,0.44526135393136,0.8500000000000025,7.2
Rubén Duarte,Alaves,21,Spain,2017/2018,1.0,2.0,Wing-Back,es La Liga,24,24,2138.0,23.8,-0.2151481332778737,-0.2499999999999984,0.36
Rubén Duarte,Alaves,22,Spain,2018/2019,2.5,5.0,Wing-Back,es La Liga,33,33,2772.0,30.8,-0.2597710817001833,-0.2749999999999981,0.36
Rubén Duarte,Alaves,23,Spain,2019/2020,6.0,4.8,Wing-Back,es La Liga,31,30,2663.0,29.6,-0.0385670133889533,-0.6250000000000007,0.36
Rubén Duarte,Alaves,24,Spain,2020/2021,5.0,4.0,Wing-Back,es La Liga,31,29,2545.0,28.3,-0.0497706152299674,-0.5250000000000005,0.36
Rubén Peña,Eibar,26,Spain,2017/2018,1.5,2.0,Wing-Back,es La Liga,28,18,1733.0,19.3,-0.1951776822661232,-0.1499999999999983,0.18
Rubén Peña,Eibar,27,Spain,2018/2019,7.5,10.0,Wing-Back,es La Liga,31,30,2674.0,29.7,0.3667363186628896,-0.099999999999998,0.18
Rubén Peña,Villarreal,28,Spain,2019/2020,8.0,6.5,Wing-Back,es La Liga,26,21,1909.0,21.2,0.1229501190277534,0.3499999999999998,7.2
Rubén Peña,Villarreal,29,Spain,2020/2021,6.0,4.0,Wing-Back,es La Liga,19,12,1116.0,12.4,-0.0676596991029765,0.4000000000000002,7.2
Ryan Bertrand,Southampton,27,England,2017/2018,20.0,20.0,Wing-Back,eng Premier League,35,35,3135.0,34.8,-0.2526298039020097,-0.4749999999999965,11.97
Ryan Bertrand,Southampton,28,England,2018/2019,18.0,15.0,Wing-Back,eng Premier League,24,24,2160.0,24.0,-0.4145897857299635,-0.5000000000000001,11.97
Ryan Bertrand,Southampton,29,England,2019/2020,13.0,10.5,Wing-Back,eng Premier League,32,31,2742.0,30.5,-0.0008551244317671,-0.2249999999999936,11.97
Ryan Bertrand,Southampton,30,England,2020/2021,10.5,8.0,Wing-Back,eng Premier League,29,29,2598.0,28.9,-0.1288383979839352,-0.5250000000000021,11.97
Samir Santos,Udinese,22,Brazil,2017/2018,5.0,5.0,Wing-Back,it Serie A,31,30,2569.0,28.5,0.1006849287814942,-0.3749999999999889,0.0
Samir Santos,Udinese,23,Brazil,2018/2019,7.5,10.0,Wing-Back,it Serie A,21,21,1797.0,20.0,0.19661554181988,-0.3499999999999996,0.0
Samir Santos,Udinese,24,Brazil,2019/2020,12.0,11.0,Wing-Back,it Serie A,21,16,1546.0,17.2,0.1837832181967316,-0.3499999999999983,0.0
Samir Santos,Udinese,25,Brazil,2020/2021,12.0,16.0,Wing-Back,it Serie A,30,24,2216.0,24.6,0.036612627211898,-0.3999999999999931,0.0
Sead Kolašinac,Arsenal,24,Bosnia and Herzegovina,2017/2018,15.0,18.0,Wing-Back,eng Premier League,27,25,2147.0,23.9,0.3994464130104986,0.5750000000000041,0.0
Sead Kolašinac,Arsenal,25,Bosnia and Herzegovina,2018/2019,20.0,20.0,Wing-Back,eng Premier League,24,22,1887.0,21.0,-0.1823422523711432,0.5500000000000017,0.0
Sead Kolašinac,Arsenal,26,Bosnia and Herzegovina,2019/2020,20.0,16.0,Wing-Back,eng Premier League,26,19,1701.0,18.9,-0.0389920385366169,0.2000000000000052,0.0
Sead Kolašinac,Schalke 04,27,Bosnia and Herzegovina,2020/2021,10.0,6.5,Wing-Back,de Bundesliga,17,16,1426.0,15.8,-0.2658684686768943,-1.6944444444444504,0.0
Serge Aurier,Tottenham,24,Côte d'Ivoire,2017/2018,15.0,20.0,Wing-Back,eng Premier League,17,16,1429.0,15.9,0.8914648016972941,0.9500000000000032,22.5
Serge Aurier,Tottenham,25,Côte d'Ivoire,2018/2019,20.0,18.0,Wing-Back,eng Premier League,8,6,564.0,6.3,0.2663532125945663,0.7000000000000012,22.5
Serge Aurier,Tottenham,26,Côte d'Ivoire,2019/2020,15.0,16.0,Wing-Back,eng Premier League,33,31,2700.0,30.0,0.3730667284649065,0.3500000000000051,22.5
Serge Aurier,Tottenham,27,Côte d'Ivoire,2020/2021,16.0,20.0,Wing-Back,eng Premier League,19,19,1605.0,17.8,0.3545945958092232,0.5749999999999975,22.5
Sergio Escudero,Sevilla,27,Spain,2017/2018,7.5,7.5,Wing-Back,es La Liga,27,26,2333.0,25.9,0.3008214523922309,-0.2249999999999982,2.7
Sergio Escudero,Sevilla,28,Spain,2018/2019,7.5,7.5,Wing-Back,es La Liga,21,18,1545.0,17.2,-0.0507737725518354,0.3750000000000016,2.7
Sergio Escudero,Sevilla,29,Spain,2019/2020,6.0,4.8,Wing-Back,es La Liga,11,8,773.0,8.6,0.4261555183505015,0.5000000000000001,2.7
Sergio Escudero,Sevilla,30,Spain,2020/2021,4.0,2.5,Wing-Back,es La Liga,9,7,565.0,6.3,0.2542132210548155,0.5,2.7
Séamus Coleman,Everton,28,Ireland,2017/2018,17.0,12.0,Wing-Back,eng Premier League,12,12,1035.0,11.5,-0.0438360896302652,-0.3499999999999968,0.063
Séamus Coleman,Everton,29,Ireland,2018/2019,15.0,15.0,Wing-Back,eng Premier League,29,29,2558.0,28.4,0.2569013221601127,0.2000000000000014,0.063
