Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Passing_Ability,Shot-Stopping,Territorial_Command,Team_Impact,Overall_Performance_Index,Team_Rating
Andrea Consigli,Sassuolo,33,Italy,2020/2021,3000000,3000000,Goalkeeper,it Serie A,37,37,3330.0,37.0,0.4246075027299877,0.4408051716709077,0.6084268979514539,-0.5010879900008761,0.3373772117550466,0.2000000000000068
Andreas Luthe,Augsburg,30,Germany,2017/2018,500000,500000,Goalkeeper,de Bundesliga,2,2,180.0,2.0,0.2762690208512871,-0.5154870247948896,0.0600520789201858,-1.901784656639436,-0.3816078822312585,-0.0833333333333418
Andreas Luthe,Augsburg,31,Germany,2018/2019,1000000,700000,Goalkeeper,de Bundesliga,15,14,1311.0,14.6,0.8368409851481373,0.842487384992517,-0.4957118172592658,-0.9854265408223114,0.2323388955962521,-0.5555555555555628
Andreas Luthe,Augsburg,32,Germany,2019/2020,500000,400000,Goalkeeper,de Bundesliga,10,10,900.0,10.0,0.810349123575654,0.5489186750048836,-0.3780358822780263,-0.3886885373326572,0.2418965659762176,-0.5000000000000112
Andreas Luthe,Union Berlin,33,Germany,2020/2021,900000,900000,Goalkeeper,de Bundesliga,31,31,2768.0,30.8,0.0023635322555213,-0.0784524602534561,-0.0314379992895027,-0.5474487945944384,-0.1168442970363707,0.1944444444444387
Andrés Fernández,Villarreal,30,Spain,2017/2018,1500000,800000,Goalkeeper,es La Liga,3,3,225.0,2.5,-1.0034052180499513,0.1906545233991952,-0.6429429701988513,-2.154071017457957,-0.6679686164911759,0.1750000000000019
Andrés Fernández,Villarreal,31,Spain,2018/2019,800000,1500000,Goalkeeper,es La Liga,6,6,540.0,6.0,0.3702350101856259,0.3417779217554387,0.2348726382930425,0.2425336217601724,0.3072792279980965,-0.0749999999999979
Andrés Fernández,Villarreal,32,Spain,2019/2020,1000000,800000,Goalkeeper,es La Liga,4,4,360.0,4.0,-0.6627794879557418,-0.1145128053116766,0.5412190271865274,-0.5133428093924559,-0.1474710184602587,0.3499999999999998
Andrés Fernández,Huesca,33,Spain,2020/2021,600000,600000,Goalkeeper,es La Liga,16,16,1440.0,16.0,-0.4211998478033625,-0.8128653452270027,-0.3121271382608847,-0.3943182450248781,-0.5269823540992444,-0.4750000000000005
Anthony Lopes,Lyon,26,Portugal,2017/2018,14000000,20000000,Goalkeeper,fr Ligue 1,34,34,3060.0,34.0,-0.2375233196704737,0.3215923091240794,0.8619985236534775,1.0411350856447998,0.4248463720358987,1.100000000000003
Anthony Lopes,Lyon,27,Portugal,2018/2019,20000000,25000000,Goalkeeper,fr Ligue 1,34,34,3060.0,34.0,0.269244912685556,0.1223947368289067,-0.8564910675906172,0.0390613348723427,-0.0981141806052965,0.5750000000000007
